File Name,Date of Petition,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request
FDA-2020-P-2004-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"September 23, 2020","Lachman Consulting Services, Inc.","Lachman Consulting Services, Inc. is submitting the petition on its own behalf and not representing another entity","21 C.F.R. §§ 10.25(a), 10.30; FDCA § 505(j); 21 C.F.R. § 314.3; FDA Draft Guidance for Industry (Jan. 2017)",FDA’s designation of a reference standard (RS) in the Orange Book for Neomycin and Polymyxin B Sulfates and Hydrocortisone Otic Suspension/Drops,Designate ANDA 064065 (marketed by Bausch & Lomb) as a new RS for Neomycin and Polymyxin B Sulfates and Hydrocortisone Otic Suspension/Drops,"The current RS (CASPORYN HC, NDA 060613) is reportedly no longer available for purchase in the U.S., hindering generic competition. ANDA 064065 is therapeutically equivalent, actively marketed, and the market leader. Designating it as the RS would support further generic development and ensure market access"
FDA-2020-P-2008-0001_Citizen_Petition_from_Philips_Respironics.pdf,"September 22, 2020","Philips Respironics (Respironics, Inc.)",Philips Respironics submitted the petition on its own behalf and is not representing another entity,"21 U.S.C. § 360i(e); 21 C.F.R. §§ 821.2, 10.3, Part 821, 25.30(j), 25.34(c); FDA Guidance for Software Contained in Medical Devices (2005); FDA Policy for Device Software Functions and Mobile Medical Applications (2019)","FDA’s device tracking requirements for Class II and III devices under 21 C.F.R. Part 821, specifically the tracking order issued for the Care Orchestrator",Grant an exemption from the device tracking requirements under 21 C.F.R. Part 821 for the Care Orchestrator (cleared under 510(k) K181053),"Care Orchestrator is a cloud-based, Class II SaMD used for remote patient data tracking and adjustment of non-life-support therapy devices. It is not life-sustaining, not implanted, and not likely to cause serious adverse health consequences if it fails. The device has had no reportable adverse events, is classified as 'Moderate' risk, and is accessed via browsers and app stores, making tracking impractical. Philips argues that device tracking is not legally or practically warranted"
FDA-2020-P-2010-0001_Citizen_Petition_from_Philips_Respironics.pdf,"September 22, 2020","Philips Respironics (Respironics, Inc.)",Philips Respironics submitted the petition on its own behalf and is not representing another entity,"21 U.S.C. § 360i(e); 21 C.F.R. §§ 821.2, 10.3, Part 821, 25.30(j), 25.34(c); FDA guidance on device tracking and medical software","FDA’s device tracking requirements for Class II and III devices under 21 C.F.R. Part 821, specifically a tracking order issued for the Care Orchestrator Essence (510(k) K183226)",Grant an exemption from the device tracking requirements under 21 C.F.R. Part 821 for the Care Orchestrator Essence,"Care Orchestrator Essence is a Class II desktop-based software for healthcare professionals to manage and transmit therapy data and prescriptions for non-life-supporting devices. It is not life-sustaining, implanted, or intended for patient use. The software has demonstrated low risk in post-market data, no reportable adverse events, and features built-in prescription validation safeguards. Tracking is unnecessary due to limited distribution and oversight by qualified professionals"
FDA-2020-P-2013-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"September 24, 2020","Lachman Consulting Services, Inc.","Lachman Consulting Services, Inc. is submitting the petition on its own behalf and not representing another entity","21 C.F.R. §§ 10.25(a), 10.30; FDCA § 505(j); 21 C.F.R. § 314.3; FDA Draft Guidance for Industry (Jan. 2017); 21 C.F.R. § 25.31","FDA’s designation of a reference standard (RS) in the Orange Book for Lidocaine Hydrochloride Topical Jelly, 2%","Designate Akorn Inc.’s Lidocaine Hydrochloride Topical Jelly, 2% (ANDA 040433) as a new Reference Standard","The current RS and RLD, XYLOCAINE (NDA 008816), is reportedly no longer marketed in the U.S., hindering generic competition. Akorn’s ANDA product is therapeutically equivalent, readily accessible, and the current market leader, making it an appropriate candidate for RS designation to support continued ANDA development"
FDA-2020-P-2017-0001_Citizen_Petition_from_Alston___Bird_LLP.pdf,"September 28, 2020",Alston & Bird LLP,Alston & Bird LLP is submitting the petition on behalf of an unspecified client developing a generic Nicardipine Hydrochloride product,"21 C.F.R. §§ 10.25(a), 10.30, 314.93; FDCA § 505(j)(2)(C); 21 C.F.R. § 314.3; FDA Draft Guidance for Industry (Jan. 2017); 21 C.F.R. § 25.31",FDA’s designation of Reference Listed Drugs (RLDs) for Nicardipine Hydrochloride Injection,"Designate Nicardipine Hydrochloride Premixed Injection, 0.1 mg/mL and 0.2 mg/mL in 0.9% Sodium Chloride, manufactured by Exela Pharma Sciences under NDA 022276, as alternative RLDs","The currently designated RLDs (Cardene products by Chiesi) use different sodium chloride concentrations (0.86% and 0.83%) than the intended 0.9% formulation. Because ANDAs must be Q1/Q2 formulation matches, the formulation difference poses a barrier. The Exela products, although approved via 505(b)(2), match the client's product formulation and meet all other criteria (strength, dosage form, labeling, etc.). FDA guidance allows for RLD designation of 505(b)(2) drugs to ensure generic competition is not blocked"
FDA-2020-P-2028-0001_Citizen_Petition_from_Outsourcing_Facilities_Assoc.pdf,"September 30, 2020",Outsourcing Facilities Association (OFA),The petition is submitted directly by the Outsourcing Facilities Association and not on behalf of another entity,"21 U.S.C. § 353b(a)(2)(A)(i); 21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30, 25.31, 25.32, 25.34",FDA’s interpretation and regulatory application of the term 'clinical need' in relation to the 503B Bulks List for compounding from bulk drug substances,"Issue a regulation formally defining 'clinical need' under Section 503B(a)(2)(A)(i) of the FD&C Act and, in accordance with that definition, establish the 503B Bulks List of bulk drug substances for which there is a clinical need within 180 days","FDA has failed to provide a clear definition of 'clinical need,' leading to inconsistent and restrictive determinations that undermine access to compounded medications during drug shortages and public health emergencies. OFA argues this harms public health, violates statutory intent, and intrudes on the practice of medicine. A clear, consistent definition would enhance patient access, support physician judgment, and enable FDA-registered outsourcing facilities to operate effectively within their regulatory framework"
FDA-2020-P-2033-0001_Citizen_Petition_from_University_of_Kentucky_Drug_.pdf,"September 30, 2020",University of Kentucky Drug Quality Study (UK DQS) team,The UK DQS team is submitting the petition on behalf of the University of Kentucky and not representing another entity,"21 U.S.C. §§ 331, 351, 352, 355, 372, 374, 375; 21 C.F.R. §§ 10.20, 10.30, 25.30","FDA’s oversight of drug quality and manufacturing practices, especially regarding Acetazolamide for Injection manufactured by Mylan and Hikma",1) Request a recall of specified lots of Acetazolamide for Injection; 2) conduct investigations into these products and their manufacturing processes; 3) provide public information about these products; 4) promulgate or issue guidance requiring independent batch-level chemical testing and verification of drug products,"Independent chemical analysis revealed that vials of Acetazolamide for Injection from both Mylan and Hikma are subpotent (80–87% of labeled API), contain excessive impurities, and show inconsistent spectral profiles indicative of manufacturing out of control. These findings suggest the products are adulterated and misbranded under FDCA, posing risks to public health, particularly since Acetazolamide is a WHO essential medicine"
FDA-2020-P-2048-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"October 4, 2020","Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC is submitting the petition on its own behalf and not representing another entity","21 C.F.R. §§ 10.30, 314.161, 314.162, 25.31","FDA’s regulatory status and Orange Book listing of Manganese Sulfate, Eq 0.1 mg manganese/mL (NDA 019228) approved to Abraxis Pharmaceutical Products","Determine whether the listed drug product Manganese Sulfate, Eq 0.1 mg manganese/mL (NDA 019228) has been withdrawn from sale for reasons of safety or effectiveness","The drug appears in the 'Discontinued Section' of the Orange Book. Before an Abbreviated New Drug Application (ANDA) may be submitted referring to this product, the FDA must determine if the withdrawal was for reasons of safety or effectiveness. Fresenius Kabi requests this determination to support regulatory planning and ANDA submission eligibility"
FDA-2020-P-2060-0001_Citizen_Petition_from_Penn_Avenue_Law___Policy.pdf,"October 7, 2020",Penn Avenue Law & Policy,Penn Avenue Law & Policy submitted the petition on its own behalf; Christine P. Bump is listed as Principal and signatory,"21 C.F.R. §§ 10.25(a), 10.30; 42 U.S.C. § 263a; 21 C.F.R. §§ 25.30, 25.31, 25.32, 25.34",FDA’s policy differentiating 'screening tests' and 'surveillance tests' for SARS-CoV-2 during the COVID-19 public health emergency,"Permit facilities (e.g., schools, workplaces) to use 'screening tests' in the same manner as 'surveillance tests' even if the screening tests are not FDA-authorized, provided results are confirmed through a CLIA-certified laboratory and no individual results are shared onsite","The petition argues that the current distinction between screening and surveillance tests restricts facilities’ ability to prevent COVID-19 transmission. Since both test types share key features—e.g., no individual results can be disclosed without CLIA lab confirmation—the petition requests regulatory parity. It emphasizes the need for accessible, accurate, and rapid onsite screening tools beyond unregulated thermometers and pulse oximeters, especially given high demand, test shortages, and the approaching flu season"
FDA-2020-P-2096-0001_Citizen_Petition_from_Siri___Glimstad_LLP_on_behal.pdf,"October 16, 2020",Siri & Glimstad LLP,Siri & Glimstad LLP is submitting the petition on behalf of the Informed Consent Action Network,"21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30, 25.31, 25.32, 25.34; 21 U.S.C. § 360i(e)",FDA’s oversight of the Phase III clinical trial design for the Ad26.COV2.S COVID-19 vaccine (NCT04505722),"(a) document all adverse events for all participants for longer periods (24–60 months), (b) ensure adequate sample size and statistical power, (c) conduct T-cell reactivity testing pre- and post-vaccination, (d) perform germline transmission testing in male participants, and (e) monitor HIV incidence with evaluation in mucosal tissues","The petition claims the current trial design inadequately captures long-term and non-serious adverse events, especially in children, and lacks critical safety assessments (e.g., T-cell, germline, HIV). It argues that failure to amend the design could compromise public trust, limit future ethical trial designs, and increase risk if vaccines become mandatory. Comparisons are made to historical vaccine and drug trial protocols to emphasize the need for extended monitoring and robust controls"
FDA-2020-P-2130-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"October 26, 2020","Fresenius Kabi USA, LLC","The petition is submitted directly by Fresenius Kabi USA, LLC and not on behalf of another entity","21 C.F.R. §§ 10.30, 314.161, 314.162, 25.31","FDA’s listing status in the Orange Book of Bortezomib for Injection, 2.5 mg/vial (NDA 209191)","Determine whether Bortezomib for Injection, 2.5 mg/vial (NDA 209191), held by Hospira Inc., was withdrawn from sale for reasons of safety or effectiveness","The product appears in the Discontinued Section of the FDA's Orange Book. Fresenius Kabi requests a determination to clarify whether the withdrawal was due to safety or efficacy concerns or simply a voluntary business decision, as required for ANDA referencing"
FDA-2020-P-2132-0001_Citizen_Petition_from_HYMAN__PHELPS___MCNAMARA__P_.pdf,"October 26, 2020","Hyman, Phelps & McNamara, P.C.","Hyman, Phelps & McNamara, P.C. is submitting the petition on behalf of a client (not named) seeking to reference Nitrofurantoin Oral Suspension","21 C.F.R. §§ 10.25(a), 10.30, 314.3, 25.31; FDCA § 505(j); FDA Draft Guidance for Industry (Jan. 2017)","FDA’s designation of a Reference Standard (RS) for Nitrofurantoin Oral Suspension, 25 mg/5 mL, in the Orange Book","Designate ANDA 201355 (Nitrofurantoin Oral Suspension, 25 mg/5 mL, by Nostrum Laboratories Inc.) as a new or additional Reference Standard in the Orange Book","The current RS (Furadantin, NDA 009175) is commercially unavailable, preventing bioequivalence testing and blocking generic competition. The petitioner asserts that ANDA 201355 is the only product currently available on the market and meets criteria to serve as a new RS, facilitating the development of additional generic alternatives"
FDA-2020-P-2133-0001_Citizen_Petition_from_Fresenius_Kabi_USA_LLC.pdf,"October 26, 2020","Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC is submitting the petition on its own behalf and not on behalf of another entity","Section 505(q) of the FDCA; 21 C.F.R. §§ 10.20, 10.30, 314.54(a)(1)(iii), 314.3, 314.50(i)(C), 314.101(d)(3), 314.101(d)(9); FDCA § 505(b)(1), 505(b)(2), 505(b)(4)(A), 505(c)(3)(C); FDA Guidance for Industry (1999, 2004)","FDA’s reference listing policy and approval standards for Levothyroxine Sodium Intravenous Solution applications, specifically regarding the correct Reference Listed Drug (RLD) to be used for solution versus powder formulations",Refuse to file or approve any ANDA or 505(b)(2) application for Levothyroxine Sodium Intravenous Solution that does not reference NDA No. 210632 (Fresenius Kabi's solution product) as the RLD; require such applications to be refiled with appropriate patent certifications,"The petition argues that referencing the powder form (NDA 202231) instead of the approved solution product (NDA 210632) is scientifically incorrect and strategically intended to bypass the Hatch-Waxman patent certification requirements. FDA’s policies and regulations mandate referencing the closest pharmaceutically equivalent product, which, for solution products, is the solution RLD. Allowing reference to the powder RLD compromises statutory safeguards and misuses the 505(b)(2) pathway"
FDA-2020-P-2134-0001_Citizen_Petition_from_Natural_Products_Association.pdf,"October 26, 2020",Natural Products Association (NPA),The petition is submitted directly by the Natural Products Association and not on behalf of another entity,"21 C.F.R. § 101.9, 21 C.F.R. § 101.36(b)(2), 21 C.F.R. § 10.30, 21 C.F.R. § 25.30(h), Section § 111.75(a)(1) of the FD&C Act",FDA’s Nutrition Facts and Supplement Facts labeling regulations as they relate to the declaration of caloric values for branched-chain amino acids (BCAAs),1) Amend the Nutrition Facts labeling regulations to align with 21 C.F.R. § 101.36(b)(2) so that caloric values for BCAAs are not required; 2) Issue formal enforcement discretion allowing manufacturers to follow 21 C.F.R. § 101.36(b)(2) instead of § 101.9 during the amendment process,"NPA argues that current FDA labeling regulations are inconsistent and cause confusion for manufacturers regarding whether to list caloric values for BCAAs, which are not considered complete proteins. This inconsistency opens companies to litigation and results in consumer confusion. NPA requests that the FDA clarify and align its rules, noting that BCAAs should not be required to report calories if they cannot be labeled as contributing protein. Until formal revision is completed, enforcement discretion is necessary to protect manufacturers from compliance risk"
FDA-2020-P-2136-0001_Citizen_Petition_from_SIRI___GLIMSTAD__LLP__on_beh.pdf,"October 28, 2020",Siri & Glimstad LLP,Siri & Glimstad LLP is submitting the petition on behalf of the Informed Consent Action Network,"21 C.F.R. § 10.35; 21 C.F.R. §§ 25.30, 25.31",FDA’s labeling and disclosure requirements for acellular pertussis (aP) vaccines,Require all manufacturers of acellular pertussis-containing vaccines to amend the package inserts to disclose that these vaccines do not prevent infection or transmission of pertussis,"Scientific literature and expert consensus show that while aP vaccines may reduce symptoms of pertussis, they do not induce mucosal immunity necessary to prevent colonization or transmission of the bacterium. Individuals can be asymptomatically infected and transmit pertussis despite vaccination. The petition argues this information is crucial for informed medical decisions and public health transparency, and should be disclosed in vaccine labeling"
FDA-2020-P-2144-0001_Citizen_Petition_from_Robert_van_Osdel___redacted.pdf,"November 2, 2020",Robert van Osdel,"The petition was submitted directly by Robert van Osdel, FDA compliance consultant, and not on behalf of another entity","Section 505(j)(2)(C) of the FD&C Act; 21 C.F.R. §§ 10.25, 10.30, 314.93(b), 314.93(e)(1); 21 C.F.R. § 25.31(a)","FDA’s policy on ANDA suitability for modified dosage forms—specifically, Ticagrelor Orally Disintegrating Tablets (ODTs) vs. immediate release tablets (Brilinta)",Declare that a drug product containing Ticagrelor 90 mg in an orally disintegrating tablet (ODT) form is suitable for submission as an Abbreviated New Drug Application (ANDA),"The ODT form would offer benefits such as easier administration for patients with swallowing difficulties and potential use without water. Citing European Medicines Agency (EMA) data, the petitioner notes that ODT and IR forms of Ticagrelor are bioequivalent. Labeling differences would be minor and limited to dosage form references and inactive ingredients. No new safety or efficacy investigations are required, and the pediatric study requirement was already waived for the reference listed drug"
FDA-2020-P-2174-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"November 5, 2020","Lachman Consulting Services, Inc.","The petition was submitted by Michelle R. Ryder, Principal Consultant at Lachman Consulting Services, Inc., on behalf of the company itself (not representing another entity)","21 C.F.R. §§ 10.25(a), 10.30, 314.122, 314.161, 314.162; FDCA Sections 505(j), 505(w)","FDA’s Orange Book listing and regulatory status of Atrovent (ipratropium bromide) Nasal Spray, 0.021 mg/spray (NDA 020393) and 0.042 mg/spray (NDA 020394)",Determine whether the Atrovent Nasal Spray products approved under NDA 020393 and NDA 020394 were withdrawn from sale for reasons of safety or effectiveness,"Although these NDAs were withdrawn at the sponsor’s request and are listed in the 'Discontinued Drug Product List' of the Orange Book, the petitioner is unaware of any safety or efficacy concerns. The petition suggests the withdrawal was due to commercial reasons, especially since generic versions remain available, and requests FDA's formal determination to support ANDA referencing"
FDA-2020-P-2175-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"November 5, 2020","Lachman Consulting Services, Inc.","Yes, the submitting entity (Lachman Consulting Services, Inc.) is representing an unnamed client.","505(j)(2)(C), 21 C.F.R. § 10.20, 21 C.F.R. § 10.30",Establishment of a new strength and packaging configuration for an Abbreviated New Drug Application (ANDA) for Succinylcholine Chloride Injection,Requesting the FDA to declare the proposed Succinylcholine Chloride Injection drug products (100 mg/5 mL and 200 mg/10 mL in prefilled syringes) suitable for submission as ANDAs,"The petitioner argues that the proposed changes do not affect safety or efficacy, align with existing approved uses and labeling, and offer benefits such as improved safety, reduced risk of overdose or contamination, single-use dosing, and convenience in emergency use. These benefits justify the use of prefilled syringes over multiple-dose vials."
FDA-2020-P-2180-0001_Citizen_Petition_from_Siri___Glimstad_LLP_on_behal.pdf,"November 6, 2020",Siri & Glimstad LLP,Siri & Glimstad LLP submitted the petition on behalf of the Informed Consent Action Network,"21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30, 25.31; Section 505(j)(2)(C) of the FD&C Act","FDA’s oversight of the design of Phase III clinical trials for COVID-19 vaccines including mRNA-1273, BNT162, AZD1222, and Ad26.COV2.S","(a) include reduction in severe disease (hospitalizations, ICU admissions, deaths) as a primary endpoint; (b) set PCR amplification thresholds at a maximum of 24 cycles; (c) include interruption of transmission as a primary endpoint; and (d) require T-cell reactivity testing before and after vaccination","Petitioner argues the current vaccine trial endpoints focus only on mild symptomatic COVID-19 cases and fail to measure critical outcomes like severe disease prevention and transmission interruption. High PCR cycle thresholds may produce false positives, skewing efficacy data. Without these amendments, the FDA risks licensing vaccines based on incomplete efficacy data, which could lead to public distrust, especially if mandates follow. The petition emphasizes scientific rigor, public interest, and transparency as justifications"
FDA-2020-P-2193-0001_Citizen_Petition_from_Epstein__Becker_and_Green__P.pdf,"November 13, 2020","Epstein Becker & Green, P.C.","Yes, the petition was submitted by Epstein Becker & Green, P.C. on behalf of a client (the client is not named in the document).","21 C.F.R. § 10.30; Federal Food, Drug, and Cosmetic Act",Approval process of the New Drug Application (NDA) for Roxadustat (FG-4592) for the treatment of anemia in chronic kidney disease (CKD) patients,"Decline to approve the Roxadustat NDA unless the applicant submits additional data proving that the drug’s risks do not outweigh its benefits for ND-CKD and DD-CKD patients stable on dialysis; additionally, require a boxed warning on the drug’s label if risks are similar to or worse than current standards","Phase III data suggest increased risk of cardiovascular events and all-cause mortality with Roxadustat, especially in stable dialysis patients. Comparisons to existing treatments do not demonstrate superior benefit. The petition argues FDA should uphold consistent regulatory scrutiny to protect public health and avoid arbitrary action under the Administrative Procedure Act"
FDA-2020-P-2212-0001_Citizen_Petition_from_Encore_Dermatology_Inc___red.pdf,"November 13, 2020","Encore Dermatology, Inc.","Encore Dermatology, Inc. is not representing another entity; it is petitioning on its own behalf.","505(q), 21 C.F.R. 10.30, 314.94, 314.127",FDA’s potential approval of Glenmark Pharmaceuticals’ abbreviated new drug application (ANDA 214191) for a generic version of Impoyz (clobetasol propionate cream),"(a) demonstrate bioequivalence via a comparative clinical endpoint study, and (b) provide systemic exposure data, HPA axis suppression data, and local safety data.","Encore argues that Glenmark’s proposed generic uses more than 10% propylene glycol and lacks Transcutol, a critical excipient in Impoyz that reduces systemic absorption and maintains local effectiveness. This change could increase systemic absorption and alter safety and efficacy profiles, making a simple ANDA inappropriate without further testing. IVPT data also show the Glenmark-like formulation differs significantly in drug permeation behavior, supporting Encore’s concerns."
FDA-2020-P-2213-0001_Citizen_Petition_from_Kenneth_E__Surprenant_Redact.pdf,"November 16, 2020",Kenneth E. Surprenant,No representation of another entity is indicated; Kenneth E. Surprenant submitted the petition on his own behalf.,"505(q); 21 C.F.R. 10.30; 21 C.F.R. §§ 314.94, 314.127; FDA Table of Pharmacogenetic Associations",Labeling requirements and warnings for Fluorouracil and Xeloda (Capecitabine),(1) recommend pre-treatment screening for DPD deficiency; (2) include a Boxed Warning about severe toxicity risks; (3) shift the burden of identifying DPD deficiency from patients to physicians in patient counseling information; and (4) revise dosage recommendations based on DPD screening results,"Current labeling inadequately addresses risks for patients with DPD deficiency, who are at high risk for severe or fatal toxicity when treated with standard doses of fluoropyrimidines. The petitioner cites scientific studies, regulatory precedents (EMA and others), and economic analyses showing pre-screening is feasible, effective, and cost-saving. Recommendations include improving physician guidance, aligning with international standards, and emphasizing patient safety through genotype/phenotype testing"
FDA-2020-P-2225-0001_Citizen_Petition_from_Siri___Glimstad_LLP_on_behal.pdf,"November 23, 2020",Dr. Sin Hang Lee,The petition was submitted by Siri & Glimstad LLP on behalf of Dr. Sin Hang Lee,"21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30, 25.31; Section 505(j)(2)(C) of the FD&C Act",FDA’s design and interpretation of efficacy endpoints in the Phase III clinical trial for the BNT162b (Pfizer-BioNTech) COVID-19 vaccine,"Amend the BNT162b Phase III clinical trial design to require that all COVID-19 'endpoints' (i.e., cases) confirmed by RT-qPCR be additionally verified by Sanger sequencing before licensure is granted","RT-qPCR tests used in the trial are prone to false positives, especially at high cycle threshold (Ct) values (above 36–44.9). False positives can misclassify non-COVID participants as cases, inflating perceived vaccine efficacy. Sanger sequencing, recognized as a gold standard in virology, would validate actual presence of SARS-CoV-2 RNA. Without such confirmation, public trust may be undermined and policy decisions regarding vaccine licensure, mandates, and distribution may rest on unreliable data"
FDA-2020-P-2236-0001_Citizen_Petition_from_Covington___Burling__LLP_on_.pdf,"November 25, 2020",Covington & Burling LLP,Pharmaceutical Research and Manufacturers of America (PhRMA),"21 C.F.R. § 10.30; 21 U.S.C. § 804(j)(2); Administrative Procedure Act (APA); FDCA §§ 502, 503, 505, 581, 582, 701",The petition comments on the implementation of the 'Request for Proposals Regarding Waivers for Individual Drug Importation Plans' issued by HHS and FDA under Section 804(j)(2) of the FDCA,"PhRMA requests that HHS and FDA either discontinue all implementation efforts related to Section 804(j), including withdrawal of the RFP and refraining from approving IWIPs, or refrain from granting waivers unless and until the conditions set forth in the FDCA are satisfied","The petitioner argues that HHS has not met the statutory requirements for safety and cost savings certification as required by Section 804(l) of the FDCA, lacks a factual basis for such certification, and is attempting to authorize commercial importation under the guise of personal importation, bypassing necessary public safeguards and violating the APA. It also asserts that IWIP drugs would be unapproved, misbranded, and possibly adulterated under the FDCA."
FDA-2020-P-2237-0001_Citizen_Petition_from_Dr__S__Albert_Edwards_redact.pdf,"November 25, 2020",Dr. S. Albert Edwards,No; Dr. S. Albert Edwards submitted the petition on his own behalf and is not representing another entity,21 C.F.R. § 10.30; 21 C.F.R. § 25.34; FD&C Act; FDA EUA Guidance (January 2017),"FDA’s Emergency Use Authorization (EUA) policy and practice, specifically the lack of time limits for EUAs granted for regulated medical products","Request the FDA to set time limits for Emergency Use Authorizations (EUAs) for all regulated medical products, with timelines tailored to specific product classes and development histories","The petitioner argues that establishing time limits for EUAs will encourage timely development and final approval of medical products, prevent misuse of EUA status for prolonged marketing, reduce the presence of fraudulent products, and align with FDA's 'watchdog' mission. He cites existing examples of timeline implementation, such as PDUFA and Q-submissions, as precedent and emphasizes the public health benefits of stronger EUA oversight"
FDA-2020-P-2244-0001_Citizen_Petition_from_Camargo_Pharmaceutical_Servi.pdf,"November 30, 2020","Camargo Pharmaceutical Services, LLC","Yes, the petitioner (Camargo Pharmaceutical Services, LLC) is acting on behalf of Center Laboratories, Inc.","21 C.F.R. §§ 10.30, 10.20, 10.25(a), 314.122, 314.161","FDA’s Orange Book listing and regulatory status of ISOPTIN® (verapamil hydrochloride) 40, 80, and 120 mg oral tablets (NDA 018593)",Determine that the discontinued formulations of ISOPTIN (verapamil hydrochloride) oral tablets (NDA 018593) were not withdrawn from sale for reasons of safety or effectiveness,"Center Laboratories intends to submit a 505(b)(2) NDA relying on prior FDA findings of safety and efficacy for ISOPTIN. Since ISOPTIN is discontinued, a formal FDA determination that the discontinuation was not due to safety or efficacy concerns is necessary for the proposed application. Related precedents for verapamil formulations show similar products were found to be discontinued for non-safety reasons, supporting this request"
FDA-2020-P-2245-0001_Citizen_Petition_from_Camargo_Pharmaceutical_Servi.pdf,"November 30, 2020","Camargo Pharmaceutical Services, LLC","Yes, Camargo Pharmaceutical Services, LLC submitted the petition on behalf of Center Laboratories, Inc.","21 C.F.R. §§ 10.30, 10.20, 10.25(a), 314.122, 314.161","FDA’s listing and regulatory status of CALAN® (verapamil hydrochloride) oral tablets, NDA 018817, in the Orange Book","Determine that the discontinued formulations of CALAN® (verapamil hydrochloride) 40, 80, 120, and 160 mg oral tablets (NDA 018817) were not withdrawn for reasons of safety or effectiveness","The petitioner argues that CALAN (an immediate-release racemic verapamil formulation) was discontinued for commercial reasons, not due to safety or efficacy concerns. The company plans to file a 505(b)(2) NDA for a related product and needs FDA’s formal determination that the discontinuation of CALAN was not safety-related. They cite historical precedent, continued marketing of generics, and a similar FDA finding for related verapamil products as support"
FDA-2020-P-2247-0001_Citizen_Petition_from_Boehringer_Ingelheim_USA_Cor.pdf,"December 2, 2020","Boehringer Ingelheim Pharmaceuticals, Inc.",No. Boehringer Ingelheim submitted the petition on its own behalf.,21 C.F.R. §§ 10.25 and 10.30; Section 351 of the Public Health Service Act (42 U.S.C. § 262),FDA’s interpretation of 'strength' under section 351(k) of the Public Health Service Act as it applies to parenteral biologics,"Interpret the term 'strength' in section 351(k) of the PHS Act to mean the total drug content of the container, without regard to concentration; revise related FDA guidance documents accordingly; and apply this interpretation to pending and approved 351(k) applications","FDA’s current definition of 'strength' includes both total drug content and concentration, which Boehringer Ingelheim argues conflicts with the Biologics Price Competition and Innovation Act (BPCIA), enables anti-competitive 'evergreening' tactics, and leads to inconsistent treatment of similar parenteral biological products. The petitioner asserts that interpreting 'strength' as total drug content alone would better align with the statutory language, regulatory precedent, and the goals of the BPCIA to increase competition and patient access to affordable biologics."
FDA-2020-P-2276-0001_Citizen_Petition_from_Environmental_Defense_Fund.pdf,"December 9, 2020","Environmental Defense Fund, Breast Cancer Prevention Partners, Center for Environmental Health, Center for Food Safety, Childhood Lead Action Project, Clean Label Project, Consumer Reports, Defend Our Health, Environmental Working Group, Healthy Babies Bright Futures, and Utah Physicians for a Healthy Environment",No law firm or other entity is stated to be representing the petitioners; the listed organizations submitted the petition themselves.,"5 U.S.C. § 553(e), 21 C.F.R. § 10.30, Section 409 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 348(c)(3)(A)), 21 C.F.R. § 170.3(i), and the Delaney Clause","FDA's allowance of lead in food contact articles such as metal cans and brass or bronze components; FDA's limit of 5 ppb of lead in bottled water; outdated guidance for limits on lead in children's candy, juice, dried fruits, spices, and food additives",Prohibit lead as an additive in food contact articles by creating a new section 189.240. 2. Reduce the lead limit in bottled water from 5 ppb to 1 ppb. 3. Update FDA’s guidance to reflect that there is no safe level of lead in children’s blood and establish stricter limits on lead in children’s foods.,"Scientific consensus shows there is no safe level of lead exposure, especially for children, and existing FDA limits are outdated. Lead continues to be intentionally added to or contaminates food contact materials, including cans and brass components. FDA has not revised these standards despite new data showing lead’s neurodevelopmental and cardiovascular harm, its presence in canned food, and its classification as a carcinogen."
