File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2010-P-0176-0039_Ethicon_Endo_Surgery__Inc____Goodwin_Procter_LLP__,"Printed and Stamped June 3, 2011",,"Ethicon Endo-Surgery, Inc. (EES)","Submitted by Mark A. Heller and Kristin R. Davenport of Goodwin Procter LLP, representing Ethicon Endo-Surgery, Inc.","21 CFR § 10.3(a) – Definition of ex parte communication
- 21 CFR § 10.55(d)(1) – Restrictions on ex parte communications
- 5 U.S.C. § 557(d)(1)(A) & (B) – Administrative Procedure Act (APA) prohibition of ex parte communications
- 21 CFR Part 14 – Regarding nomination and selection of advisory panel members",The FDA’s enforcement of ex parte communication rules and lack of engagement regarding procedural planning for the Advisory Committee review of EES’s PMA (Premarket Approval) appeal for the SEDASYS System.,"Request for a meeting between the parties (EES and FDA) to resolve procedural issues surrounding the upcoming advisory panel review
- Clarification of who at CDRH (Center for Devices and Radiological Health) is responsible for managing the panel proceeding
- Ensure that procedural communications can be appropriately submitted to the docket and are not mistaken as ex parte","EES emphasizes its commitment to transparency and predictability in the panel process.
- Argues that procedural communications (not related to the merits) are not prohibited under ex parte rules as per FDA regulation and APA precedent.
- Cites legislative and regulatory interpretations to support that such communications should be allowed if they do not affect the merits.
- Notes a lack of clarity on the appropriate FDA contact for procedural matters, highlighting a gap in communication structure",,
FDA-2010-P-0176-0035_Ethicon_Endo_Surgery__Inc____Goodwin_Procter_LLP__,"May 19, 2011; Stamped May 20, 2011",,"Ethicon Endo-Surgery, Inc. (EES)","Submitted by Mark A. Heller and Kristin R. Davenport of Goodwin Procter LLP, representing Ethicon Endo-Surgery, Inc.","21 CFR § 14.82(b) – Related to Federal Register notice for panel member nominations
- 76 Fed. Reg. 15321 (March 21, 2011) – FDA policy on ex parte communications","The procedural planning and communication protocols for the upcoming Advisory Committee review of the PMA denial of the SEDASYS System, including panel formation, ex parte rules, and agenda setting.","Prompt issuance of a Federal Register Notice inviting nominations for temporary voting members for the advisory panel, with a 30-day comment period
- Clarity and assurance on the application of ex parte communication restrictions
- Input from EES on the proposed schedule for the panel and on questions defining the scope of review
- Continued dialogue with FDA representatives to discuss procedures and finalize scheduling","Delay in issuing the panel member nomination notice would hinder timely review, as selection and conflict-of-interest vetting is time-intensive.
- Soliciting nominations now would help streamline future procedural steps without prejudicing the Commissioner's internal planning.
- EES believes that ex parte rules apply only to substantive matters and should not preclude communication about logistics and procedures.
- EES values the opportunity to review and comment on the panel agenda and meeting schedule to ensure transparency and effective participation.",,
FDA-2010-P-0176-0032_Ethicon_Endo_Surgery__Inc____Goodwin_Procter_LLP__,"April 25, 2011",,"Ethicon Endo-Surgery, Inc. (EES)","Submitted by Mark A. Heller and Kristin R. Davenport of Goodwin Procter LLP, representing Ethicon Endo-Surgery, Inc.","21 CFR § 14.82(b) – Nominations for temporary voting members to advisory committees
- 76 Fed. Reg. 15321 (March 21, 2011) – FDA policy on ex parte communications","The procedure and scheduling for the advisory panel review of the SEDASYS PMA denial, particularly the timing for panel member nominations, ex parte communication policies, and the setting of the review agenda.","Prompt issuance of a Federal Register notice soliciting nominations for temporary voting members, with a proposed 30-day comment period.
- Clarification and enforcement of the Office of the Commissioner’s commitment to avoiding ex parte communications with parties to the proceeding.
- Circulation of a draft schedule for the panel review to allow both EES and CDRH to comment.
- Opportunity for both parties to review and provide input on agenda items and panel questions defining the scope of the advisory committee’s review.","The panel formation process is time-consuming, and early solicitation of nominations would expedite progress.
- Ensuring procedural transparency and fairness in the panel setup and communications is essential for due process.
- Providing a draft schedule and seeking early stakeholder input on review questions will help streamline the advisory committee process and promote a productive review of the PMA denial.",,
FDA-2010-P-0176-0030_Ethicon_Endo_Surgery__Inc____Goodwin_Procter_LLP__,"April 7, 2011",,"Ethicon Endo-Surgery, Inc. (EES)","Submitted by Mark A. Heller and Kristin R. Davenport of Goodwin Procter LLP, on behalf of Ethicon Endo-Surgery, Inc.",Not Mentioned,"The agency's announcement of the referral of EES’s petition for review of the SEDASYS PMA denial order to an advisory committee. The letter seeks discussion of the procedures for the panel meeting, including member selection and agenda planning.","Request for a meeting with the FDA Ombudsman (Dr. David Buckles) to discuss:
- Selection of temporary panel members
- Submission of briefing documents
- Formulation of review questions
- Timeframe for selection and meeting
- General meeting procedures","EES seeks to engage early with the FDA to ensure clarity, transparency, and efficiency in the procedures governing the advisory panel review. The letter proposes specific meeting dates and requests that a copy be forwarded to the appropriate CDRH representative to facilitate communication",,
FDA-2010-P-0176-0026_Ethicon_Endo_Surgery__Inc____Goodwin_Procter_LLP__,"December 9, 2010",,"Ethicon Endo-Surgery, Inc. (EES)","Represented by Goodwin Procter LLP, specifically Mark A. Heller and Kristin R. Davenport","Section 515(g)(2) of the FD&C Act
- 21 C.F.R. § 10.33
- 21 C.F.R. Part 14
- Section 562 of the FD&C Act
- 21 C.F.R. § 814.44(f)(2)
- 21 C.F.R. § 10.75
- 41 C.F.R. § 102-3.70
- Administrative Procedure Act (APA)",FDA’s proposed use of the Medical Devices Dispute Resolution Panel (instead of an independent advisory committee) to review the denial of EES’s SEDASYS PMA application,"EES requests the FDA to:
- Convene an independent advisory committee under section 515(g)(2) to review the PMA denial.
- Not use the Medical Devices Dispute Resolution Panel as it lacks legal authority.
- Ensure the panel is not managed by CDRH employees, to preserve impartiality.","Section 515(g)(2) guarantees a right to an independent expert panel for PMA denials.
- Section 562 dispute resolution is not applicable when a specific review provision (515(g)) exists.
- FDA has not issued formal regulations required under section 562 to implement a legal dispute resolution mechanism.
- Using non-binding guidance violates the Administrative Procedure Act (APA).
- Allowing CDRH (a party to the dispute) to manage the review process undermines panel impartiality.
- Legislative history confirms Congress intended an independent and impartial review under section 515(g)(2)",,
FDA-2010-P-0176-0023_Goodwin_Procter_LLP_to_FDA__May_17__2010___Memoran,"May 17, 2010; Read June 16, 2010",,Goodwin Procter LLP,"Goodwin Procter LLP attorneys Mark A. Heller, Kristin R. Davenport, and Christine P. Bump submitted this on behalf of Ethicon Endo-Surgery, Inc. (EES)","Section 515(g)(2) of the FD&C Act
- Section 515(d)(4) of the FD&C Act
- 21 C.F.R. § 10.33
- 21 C.F.R. § 814.44(f)(2)
- 21 C.F.R. §§ 14.20, 14.25, 14.29, 14.33, 14.35, 14.40, 14.82, 14.90
- 21 C.F.R. § 12.32€",The procedures surrounding the convening of an independent advisory committee to review the denial of a Premarket Approval Application (PMA) by the Center for Devices and Radiological Health (CDRH) under Section 515 of the FD&C Act.,"Provide and clarify procedures for establishing and conducting an independent advisory committee under Section 515(g)(2), including:
- How petitions for reconsideration should be submitted
- How the advisory committee should be established and staffed
- What regulations and timelines apply to the advisory process","The memorandum aims to clarify and ensure procedural consistency, fairness, and transparency in the FDA’s review of a PMA denial through an independent advisory committee. The authors emphasize that statutory requirements supersede existing regulations where conflicts arise and advocate for appropriate public notice and documentation procedures to maintain public trust and due process",,
FDA-2010-P-0175-0001_Centrix_Pharmaceutical__Inc____Buchanan_Ingersoll_,"Printed and Written March 25, 2010",,"Centrix Pharmaceutical, Inc.","Petition submitted by Buchanan Ingersoll & Rooney PC, through attorneys Edward John Allera and James S. Cohen, as legal counsel for Centrix Pharmaceutical, Inc.","21 C.F.R. § 10.35 (for petition to stay enforcement)
- 21 C.F.R. § 310.305 (related to adverse drug reaction reports)","The FDA's Warning Letter No. 2010-NOL-11 (dated February 24, 2010), which deemed certain tannate-containing products as unapproved and subject to enforcement action.","Centrix requests that the Commissioner of Food and Drugs stay any enforcement action relating to its tannate-containing drug products until resolution of the pending Citizen Petition (FDA-2008-P-0219) filed by the Tannates Working Group on January 3, 2008, to which Centrix is a signatory.","The FDA has not responded to the 2008 Citizen Petition, which argues that tannate products are GRAS/E (Generally Recognized as Safe and Effective).
- The products have a long history of safe use, are manufactured in FDA-inspected facilities, and ADR reports are submitted as required.
- FDA itself labeled the regulatory issues as “complex” and requiring “extensive review and analysis.”
- Enforcement prior to resolution of the petition would be arbitrary, capricious, and a violation of procedural and equitable due process, causing irreparable harm to Centrix",,
FDA-2010-P-0172-0001_Aurobindo_Pharmaceuticals__Ltd____EAS_Consulting_G,"Printed and Written March 23, 2010",,"Aurobindo Pharmaceuticals, Ltd.","Submitted by EAS Consulting Group, LLC, specifically Charles “Chris” Celeste, RAC, Director of Regulatory Information and Submissions at the Rockville, MD Office","21 C.F.R. § 10.30 (Citizen Petition regulations)
- 21 C.F.R. § 314.161 (Determination of withdrawal for safety/effectiveness)
- 21 C.F.R. § 314.162 (Conditions for ANDA submission after withdrawal)
- 21 C.F.R. § 25.31 (Environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact information)","FDA listing of Augmentin (amoxicillin; clavulanate potassium) 200 mg/5 mL and 400 mg/5 mL, NDA 50-725 in the discontinued section of the Orange Book.","Aurobindo requests that the FDA determine whether Augmentin (NDA 50-725), manufactured by GlaxoSmithKline, was withdrawn from sale for reasons of safety or effectiveness, in order to allow an ANDA referencing it to be submitted.","The drug appears in the discontinued section of the Orange Book.
- Per FDA rules, a determination must be made before an ANDA can reference such a product.
- The petitioner seeks clarity on whether the product was voluntarily withdrawn for non-safety or non-efficacy reasons so that Aurobindo may proceed with a generic application",,
FDA-2010-P-0171-0001_Sun_Pharmaceutical_Industries__Inc____Citizen_Peti,"March 22, 2010; Stamped March 23, 2010",,"Sun Pharmaceutical Industries, Inc. (acting as U.S. Agent)","Sun Pharmaceutical Industries, Inc. submitted on behalf of Sun Pharma Global FZE","Section 505(j)(2)(C) of the FD&C Act
- 21 C.F.R. § 314.93
- 21 C.F.R. § 10.30
- 21 U.S.C. § 355(j)(6)
- 21 C.F.R. §§ 314.122 and 314.161
- 21 C.F.R. §§ 25.30 and 25.31",FDA’s treatment of discontinued formulations of ACCUTANE® (Isotretinoin Capsules) and the designation of reference listed drugs (RLDs),"Request FDA to determine that the discontinued formulations of ACCUTANE® (Isotretinoin Capsules – 10 mg, 20 mg, and 40 mg) were not discontinued for safety or efficacy reasons, and are thus suitable as RLDs in an Abbreviated New Drug Application (ANDA)","ACCUTANE® was discontinued for reasons other than safety or effectiveness (as noted by FDA’s “@” symbol).
- Sun had procured sufficient samples for bioequivalence studies prior to discontinuation.
- No known documentation indicates the discontinuation was due to safety or efficacy issues.
- FDA allows referencing discontinued labels when not withdrawn for safety or efficacy concerns",,
FDA-2010-P-0162-0001_Buchanan_Ingersoll___Rooney__PC___Petition_for_Sta,"Printed and Stamped March 19, 2010",,Buchanan Ingersoll & Rooney PC,"Representing Unisource, Inc., P.O. Box 684, 901 W. Beaver Creek Blvd, #100, Avon, CO 81620","21 C.F.R. § 10.35 (Stay of Action)
- 21 C.F.R. § 10.20 (Regulatory submission rules)
- 21 C.F.R. § 310.305 (Adverse Drug Experience Reporting)","FDA Warning Letter No. DEN-10-06-CIWL dated February 17, 2010, which states that certain tannate-containing drug products are “unapproved” and subject to enforcement action",Request for Stay of Enforcement Action relating to tannate-containing products distributed by Unisource until issues in a pending Citizen Petition (Docket No. FDA-2008-P-0219) are resolved,"Products have a long history of safe use and are claimed to be GRAS/E (Generally Recognized As Safe and Effective)
- FDA’s regulatory history supports their legal marketing
- Ongoing Citizen Petition (filed Jan 3, 2008) seeking regulatory clarification has not yet been resolved
- Warning Letter and enforcement actions violate due process since they involve unresolved legal issues
- Immediate enforcement without FDA resolution would be arbitrary, capricious, and cause irreparable harm to Unisource",,
FDA-2010-P-0157-0001_Rakoczy_Molino_Mazzochi_Siwik_LLP___Citizen_Petiti,"Printed and Stamped March 17, 2010",,Rakoczy Molino Mazzochi Siwik LLP,"The law firm is acting on behalf of an unnamed petitioner; however, based on context and typical practice, they are likely representing a client seeking ANDA approval, but the exact represented entity is Not Mentioned in this specific document.","21 C.F.R. § 10.25
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.161
- 21 C.F.R. § 25.31(a)
- 21 C.F.R. § 10.30(b)","Determination of whether VESANOID® (Tretinoin) Capsules, 10 mg, were withdrawn for reasons of safety or effectiveness","Petitioner requests FDA to:
1. Find that Hoffman-La Roche discontinued VESANOID® Capsules, 10 mg for reasons not related to safety or efficacy.
2. Accept ANDAs for Tretinoin Capsules, 10 mg, referencing VESANOID®, and determine those ANDAs are eligible for approval if all other requirements are met","VESANOID® was safely marketed for nearly 15 years.
- No FDA recalls or safety concerns are recorded.
- FDA’s Orange Book still lists it as a Prescription Drug Product.
- FDA previously approved at least one ANDA referencing VESANOID® as the RLD.
- Thus, discontinuation was not due to safety or effectiveness reasons",,
FDA-2010-P-0150-0001_United_States_Pharmacopeial_Convention__USP____Cit,"Printed and Stamped March 15, 2010",,United States Pharmacopeial Convention (USP),"No legal representation; submitted directly by USP. Signed by Susan S. de Mars, Chief Documentary Standards Officer and General Counsel of USP.","21 C.F.R. §10.30 (Citizen Petition procedure)
- 21 C.F.R. Parts 170 & 184 (GRAS regulations)
- Title 1 C.F.R. §51.1(a), §51.1(c)(1)
- 21 C.F.R. §§25.30(h), (i); 25.32(a) (Environmental Impact Exemption)
- 21 U.S.C. §552(a)(1) (Federal Register publication)
- 21 C.F.R. §172.170(b), §184.1366(b) (Hydrogen Peroxide example)","Existing GRAS regulations in 21 C.F.R. Parts 170 and 184 that incorporate outdated editions (2nd, 3rd, 4th) of the Food Chemicals Codex (FCC) by reference.","Amend FDA’s GRAS regulations (21 C.F.R. Parts 170 and 184) to incorporate by reference the Food Chemicals Codex, 7th Edition, instead of the 2nd, 3rd, and 4th editions.","The older FCC editions are outdated and no longer reflect current industry practices or scientific methods.
- Previous editions are not readily accessible to industry or the public.
- Updated FCC 7th Edition contains modern analytical methods, especially for detecting heavy metals and using current gas chromatography techniques.
- Aligning FDA regulations with the most recent FCC improves consistency, safety, and clarity for food ingredient manufacturers.
- Enhances public health and food safety by ensuring adherence to up-to-date standards.
- Petition aligns with FDA's past practice and rationale, including a 1984 rulemaking precedent and recent support by CFSAN and industry commenters.",,
FDA-2010-P-0145-0007_Actavis_Elizabeth_LLC_Amendment,"July 20, 2012; Stamped July 23, 2012",,Actavis Mid Atlantic LLC,"Submitted by Actavis directly through Terri Nataline, Vice President, Regulatory & Medical Affairs; no third-party legal representation is cited.","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30","Evaluation of a proposed generic drug for ANDA (Abbreviated New Drug Application) submission with respect to the Reference Listed Drug (RLD) Motrin IB® Tablets, 200 mg (NDA 019-012).","The petitioner requests that the FDA declare the drug product Ibuprofen Oral Suspension, 100 mg/5 mL, suitable for submission as an ANDA, clarifying a change in dosage form (tablet to suspension) and a change in strength (200 mg to 100 mg) from the RLD.","This is a clarification to the original petition.
- The proposed labeling will be identical to that of the RLD (Motrin IB®).
- Actavis asserts both dosage form and strength differences are acceptable under the ANDA pathway as per cited statutes and regulations.",,
FDA-2010-P-0145-0006_Actavis_Mid_Atlantic_LLC___Amendment,"June 14, 2010; Stamped June 15, 2010",,Actavis Mid Atlantic LLC,"No external representation; the petition was submitted directly by Terri Nataline, US Vice President, Regulatory & Medical Affairs, Actavis Mid Atlantic LLC","21 C.F.R. §10.30 (Citizen Petition procedure)
- 505B(a)(4)(B)(iii) of the Federal Food, Drug, and Cosmetic Act (PREA)","FDA's requirement for a pediatric assessment under the Pediatric Research Equity Act (PREA) in relation to an ANDA submission for OTC Adult Ibuprofen Oral Suspension, 100 mg/5 mL.",The petitioner is requesting a full waiver of the pediatric assessment requirement for the proposed ANDA submission of OTC Adult Ibuprofen Oral Suspension.,"The proposed adult oral suspension does not provide a meaningful therapeutic benefit over existing pediatric therapies.
- Several ibuprofen formulations for pediatric use are already approved and available (e.g., Children’s Motrin®, Infant’s Motrin®, Junior Strength Motrin®).
- The proposed product is not likely to be used by a substantial number of pediatric patients, given the availability of appropriately labeled products",,
FDA-2010-P-0145-0001_Actavis_Mid_Atlantic_LLC___Citizen_Petition,"March 12, 2010; Stamped March 15, 2010",,Actavis Mid Atlantic LLC,"The petition was submitted directly by Terri Nataline, US Vice President, Regulatory & Medical Affairs, Actavis Mid Atlantic LLC. No external representation is mentioned","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 C.F.R. § 314.93 (Petitions to request a change from listed drug requirements)
- 21 C.F.R. § 25.31(a) (Environmental assessment categorical exclusion)","FDA's process for determining suitability of dosage forms for submission as an Abbreviated New Drug Application (ANDA), specifically regarding a change from tablet to oral suspension.","Actavis requests that the FDA determine that its proposed product—OTC Adult Ibuprofen Oral Suspension, 100 mg/5 mL—is suitable for submission as an ANDA, using Motrin IB® Tablets, 200 mg (NDA 019-012) as the Reference Listed Drug (RLD).","The change involves only the dosage form, not the active ingredient, route of administration, or indications for use.
- The suspension offers an easy-to-swallow alternative for adults who may have difficulty with tablets.
- Proposed product would match the potency and dosage regimen of the RLD.
- Actavis plans to demonstrate bioequivalence between the proposed suspension and the Motrin IB® tablet product",,
FDA-2010-P-0138-0001_Buchanan_Ingersoll___Rooney_PC___Citizen_Petition,"March 10, 2010; Stamped March 11, 2010",,Buchanan Ingersoll & Rooney PC,"Buchanan Ingersoll & Rooney PC submitted the petition on behalf of Cornerstone Therapeutics Inc. (formerly Critical Therapeutics, Inc.)","21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 314.94(a)(9) (relating to inactive ingredients in ANDAs)
- FDA’s Inactive Ingredient Guide (IIG)
- FDA Guidance for Industry on ""Inactives in Drug Products""",The petition comments on FDA's potential acceptance of an ANDA for ZYFLO CR® (zileuton extended-release tablets) where the proposed generic formulation may contain a higher amount of inactive ingredients than the approved NDA product.,"The petitioner requests that the FDA not approve, or accept for filing, any ANDA referencing ZYFLO CR® that contains levels of inactive ingredients exceeding those present in the RLD, unless full safety evidence is provided.","Cornerstone Therapeutics has concerns about the safety of elevated inactive ingredients not supported by existing data.
- The RLD (ZYFLO CR®) underwent extensive safety testing and FDA review.
- Higher levels of inactive ingredients, particularly extended-release excipients, may impact drug release, absorption, and safety.
- The FDA’s Inactive Ingredient Guide and guidance documents recommend conservative approaches unless safety has been established.
- The request aims to ensure patient safety and therapeutic equivalence for any ANDA product referencing ZYFLO CR®.",,
FDA-2010-P-0130-0006_OncoTherapies_Limited___Withdrawal,"March 14, 2011; Stamped March 15, 2011",,Onco Therapies Limited,"Represented by: Anil Sachdeva, Director–Regulatory Affairs

Representing Company: Strides Inc. (U.S. Agent for Onco Therapies Limited)","505(j) – Referenced in the sentence: ""we would like to pursue the approval of the proposed product via the 505 (j) route...""

21 C.F.R. 10.30 – Not Mentioned explicitly","Withdrawal of Citizen Petition FDA-2010-P-0130, concerning approval of Docetaxel Injection (20 mg/mL, 1 mL and 4 mL vials)",Withdrawal of Citizen Petition FDA-2010-P-0130,"Based on email communication from Mr. Jonny Young, R.Ph (Regulatory Support Branch) dated March 9, 2011, advising the petitioner to proceed via the 505(j) approval route instead.",,
FDA-2010-P-0130-0005_OncoTherapies_Limited___Supplement,"September 17, 2010; Stamped September 21, 2010",,Onco Therapies Limited,"Represented by: Anil Sachdeva
Role: U.S. Agent for Onco Therapies Limited
Organization: Strides Inc.","21 CFR 314.94(a)(9)(iii)
21 CFR 314.94(a)(9)",The petitioner is addressing the requirement for labeling language related to polysorbate 80 content for the generic Docetaxel Injection and requesting alignment with the reference listed drug (RLD).,The petitioner requests FDA to ensure that any generic applicant referencing the RLD Taxotere® Injection should include labeling language identical to that of the RLD regarding the concentration of polysorbate 80.,"To avoid confusion among prescribers and ensure safe use.
- Claims that differences in labeling could imply differences in toxicity or formulation, which could lead to medication errors or misinterpretation.
- Emphasizes the importance of consistent labeling for parenteral drug products.",,
FDA-2010-P-0125-0005_Samson_Medical_Technologies__LLC___Withdrawal,"March 19, 2010; Stamped March 22, 2010",,"Samson Medical Technologies, L.L.C.","Signed by: Judith U. Arnoff, RPh, MBA
Role: Likely internal representative; no external representation indicated",Not Mentioned,"Refers to a determination already made by the FDA, published in the Federal Register Notice, Volume 72, No. 172, September 6, 2007, pp. 51232-3",The petitioner is formally withdrawing the previously submitted citizen petition (Docket FDA-2010-P-0125-0001/CP),"The decision referenced in the petition had already been made and published in a Federal Register notice; thus, the petition was no longer necessary",,
FDA-2010-P-0116-0003_Watson_Laboratories__Inc____Withdrawal,"Signed August 20, 2010; Stamped August 23, 2010",,"Watson Laboratories, Inc.","Signed by: Joyce Anne DelGaudio
Role: Executive Director, Regulatory Affairs, at Watson Laboratories, Inc.
Representing Another Entity: Not applicable",Not Mentioned,"The original petition (dated February 24, 2010) requested FDA to determine whether Boniva Tablets 2.5 mg were withdrawn from the market for safety or effectiveness reasons","Withdrawal of the original citizen petition submitted by Watson Laboratories, Inc.","The Federal Register notice dated March 11, 2010 (Docket ID: FDA-2010-N-0109) confirmed that Boniva Tablets 2.5 mg were not withdrawn for safety or efficacy reasons, rendering the petition unnecessary",,
FDA-2010-P-0112-0006_Alaunus_Pharmaceutical_LLC__Amendment,"January 6, 2012; Stamped January 9, 2012",,"Alaunus Pharmaceutical, LLC",Not Mentioned (The letter is directly signed by a representative of Alaunus),"Not Mentioned in this amendment (Note: As this is an amendment correcting a labeling typo, no statutes are referenced)",Labeling specification of Oxytocin 1000 USP Units/100 mL in the previously submitted petition,"Correct a typographical error in the ""HOW SUPPLIED"" section of the proposed labeling – from “1000 USP Units/mL” to “1000 USP Units/100 mL”","To ensure labeling accuracy: The original amendment erroneously stated the strength as “1000 USP Units/mL,” while the correct strength is “1000 USP Units/100 mL.” The correction aligns the labeling with the intended and correct formulation. A revised label comparison is included to reflect this correction.",,
FDA-2010-P-0112-0002_Alaunus_Pharmaceutical_LLC__Amendment,"November 9, 2011; Stamped November 14, 2011",,"Alaunus Pharmaceutical, LLC","Signed by: Patrick Foster, Ph.D.
Role: Director of CMC Regulatory Affairs
Representing Another Entity: Not Mentioned (submitted directly by Alaunus)",Not Mentioned in this amendment,"Amendment to previously submitted ANDA suitability petition for Oxytocin Injection, 10 USP Units/mL—commenting on labeling and vial size change from 30 mL to 100 mL (Pharmacy Bulk Package)",Approve the amendment clarifying that the proposed 100 mL vial is a Pharmacy Bulk Package (PBP) and update the labeling accordingly,"Clarification of product configuration: vial is for single use as a Pharmacy Bulk Package, not multiple dose.
- Change enhances hospital efficiency, reduces waste, and lowers patient costs.
- Labeling now includes:
1) Boxed warning: ""PHARMACY BULK PACKAGE — NOT FOR DIRECT INFUSION""
2) USP-compliant definition of Pharmacy Bulk Package
3) Directions for proper use of the bulk package",,
FDA-2010-P-0111-0012_Shire_Pharmaceuticals__Inc____Petition_for_Reconsi,"September 16, 2010; Stamped Septmber 17, 2010",,"Shire Pharmaceuticals, Inc.","Signed by: Robyn G. Karlstadt, MD, MACG
Role: Vice President, R&D GI Business Unit Lead
Organization: Shire
Representing Another Entity: No (petition submitted on behalf of Shire itself)","21 C.F.R. § 10.33 (Petition for reconsideration procedure)
- 21 C.F.R. § 10.30(i)(5) (Citizen Petition administrative record content)","FDA's August 20, 2010 Response recommending that comparative pharmacokinetic (PK) studies may substitute for clinical endpoint studies in determining bioequivalence of generic or follow-on versions of Pentasa® (mesalamine) controlled-release oral capsules","Shire requests FDA to amend its August 20, 2010 Response to include:
(i) The scientific data and literature used to justify the reliance on PK parameters other than AUC and Cmax for determining bioequivalence.
(ii) A reasoned, scientific explanation of how those PK metrics demonstrate equivalent drug release at the sites of therapeutic activity","FDA reversed its prior stance without providing the scientific data or analysis to support the new position.
- No PK data, analyses, or literature were made available in the administrative record, preventing meaningful review by Shire or the public.
- FDA’s Transparency Initiative (May 2010) supports providing such data in the public docket.
- Shire argues the FDA must provide a reasoned and scientifically supported basis under precedents (e.g., Alpharma, A.L. Pharma, etc.).
- Lack of such basis renders FDA’s decision arbitrary and not in line with regulatory obligations",,
FDA-2010-P-0105-0003_Fieldale_Farms_Corporation___Letter,"Printed and Stamped March 4, 2010",,Fieldale Farms Corporation,"Signed by: Tom Hensley
Role: President of Fieldale Farms Corporation
Representing Another Entity: The letter states support for the National Chicken Council (NCC) Citizen Petition, but Fieldale Farms is submitting its own petition or supportive comment.",Not Mentioned,A rule proposed or finalized by FDA that would eliminate the market for hatching eggs not used for broiler production—those typically sold to companies that process them for food use,"Amend the final rule, or
- Re-open the comment period for a re-proposal that excludes hatching eggs from the rule’s restrictions","Prevent waste of a valuable resource: hatching eggs not used for broilers.
- Eggs are a safe, pasteurized source of animal protein used in processed foods.
- Current rule could force diversion to rendering or landfills, which is inefficient and unnecessary in today’s economic climate.
- Emphasizes food safety, value to human food supply, and support for flexibility in egg usage",,
FDA-2010-P-0095-0001_American_Association_of_Public_Health_Physicians__,"February 7, 2010",,American Association of Public Health Physicians (AAPHP),"Petition signed and submitted directly by Dr. Joel L. Nitzkin, Chair of the AAPHP Tobacco Control Task Force. No indication of third-party representation.","21 C.F.R. § 10.30 (Citizen Petition process)
- Family Smoking Prevention and Tobacco Control Act of 2009 (FSPTCA) is referenced indirectly (though not by section citation)","The petition responds to FDA’s general regulation of tobacco products, including its oversight under the Tobacco Control Act, and concerns about the absence of a harm-reduction strategy within the FDA's implementation framework.","AAPHP requests the FDA to:
- Conduct rulemaking to define a pathway for modified risk tobacco products (MRTPs) to be approved and marketed based on reduced risk.
- Establish performance standards and appropriate labeling requirements for such products.
- Consider low-nitrosamine smokeless tobacco and electronic nicotine delivery systems (ENDS) as potential reduced-harm alternatives to cigarettes.","FDA’s current tobacco control efforts focus primarily on eliminating tobacco use rather than reducing harm.
- Cigarette smoking causes the majority of tobacco-related deaths; non-combustion products (like snus and ENDS) may reduce harm.
- Denial or delay in approving less harmful alternatives risks public health stagnation.
- AAPHP asserts that regulation based on evidence of reduced harm would provide consumers with safer options and reduce death and disease rates without endorsing nicotine addiction.",,
FDA-2010-P-0093-0001_American_Association_of_Public_Health_Physicians__,"February 7, 2010",,American Association of Public Health Physicians (AAPHP),"Submitted by Joel L. Nitzkin, MD, MPH, DPA, Chair, AAPHP Tobacco Control Task Force, c/o JLN, MD Associates LLC. No representation of another company or individual indicated.","21 CFR 5.10 (delegation of authority to the FDA Commissioner)

- Other legal or regulatory citations (like 505(q) or 21 CFR 10.30) are Not Mentioned explicitly.","FDA's July 22, 2009 press release and press conference on E-cigarettes. The petition criticizes the tone and implications of the FDA’s messaging, which portrayed E-cigarettes as harmful and aimed to regulate them as drug-device combinations","AAPHP requests the FDA to:
- Issue another press release and press conference to amend statements made in the July 22, 2009 event.
- Reconsider classification of E-cigarettes from “drug-device combination” to “tobacco product.”","The petitioner argues that:
- FDA's earlier press conference led to public misunderstanding that E-cigarettes are as or more dangerous than conventional cigarettes.
- New data and studies suggest E-cigarettes pose lower health risks than traditional cigarettes and are comparable in safety to FDA-approved Nicotine Replacement Therapies (NRTs).
- E-cigarettes could play a significant role in tobacco harm reduction without increasing teen usage.
- Legal precedent (Judge Leon’s Jan 14, 2010 ruling) suggests FDA’s classification may be inappropriate",,
