File Name,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Date of Petition
FDA-2013-P-0997-0001_Thomas_J_Quinn_Citizen_Petition_Redacted.pdf,Thomas J. Quinn,Not Mentioned,"21 U.S.C. Chapter 9 Subchapter V Part C Section 360kk; 21 CFR Section 1030; 21 U.S.C. 351, 352, 360, 360e-360j, 360hh-360ss, 371, 381",Regulation of performance standards for microwave and radio frequency emitting products (specifically to amend standards to include Nuclear Magnetic Resonance Imaging devices),Amend 21 CFR section 1030 to add section 1030.30 establishing performance standards for Nuclear Magnetic Resonance Imaging systems,"There are currently no specific performance standards in 21 CFR for Nuclear Magnetic Resonance Imaging systems, and such standards are necessary because the health effects of microwave energy on the human body are well known and documented; ensuring regulatory control is essential for safety.","Printed Printed August 9, 2013; Stamped Stamped August 13, 2013"
FDA-2013-P-0998-0001_Millennium_Pharmaceuticals_Inc_Citizen_Petition.pdf,"Millennium Pharmaceuticals, Inc.",No representation of another entity; Millennium is submitting on its own behalf.,"Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FDCA), 21 C.F.R. 10.30, 21 C.F.R. part 314",FDA’s acceptance for filing of a New Drug Application (NDA) by Fresenius Kabi USA for a bortezomib injectable product relying on VELCADE® (bortezomib) for Injection.,"(1) human bioequivalence data from multiple-dose testing proving equivalence to VELCADE, (2) preclinical safety data on boric acid for intravenous and subcutaneous administration, and (3) additional human clinical data as needed; and require Fresenius to reference all sources relied upon for safety.","Petitioner argues that Fresenius’s formulation contains boric acid, which has potential toxicity risks, lacks adequate human testing, and that approval without sufficient human clinical data would endanger patients given the established risks and different formulation compared to VELCADE.","Printed Printed August 12, 2013; Stamped Stamped August 13, 2013"
FDA-2013-P-0999-0001_Consumer_Healthcare_Products_Association_Citizen_P.pdf,Consumer Healthcare Products Association (CHPA),Not Mentioned,"21 C.F.R. Part 330; 21 C.F.R. § 201.66(e); Federal Food, Drug, and Cosmetic Act (FDCA)","Ongoing internal analgesic, antipyretic, and antirheumatic monograph proceedings related to acetaminophen labeling","FDA should publish a statement of enforcement policy expressly permitting manufacturers of single-ingredient acetaminophen OTC drugs to include labeling with dosage instructions for children aged six months to two years, and recommend use of a standardized dosing chart",Lack of dosing information on labels for children aged six months to two years may lead to medication errors; acetaminophen is recognized as safe and effective for this age group by medical associations; FDA advisory committees have recommended inclusion of this dosing information; clear labeling would promote consistency and reduce risk of overdose or misadministration.,"Printed August 15, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1000-0001_Eclat_Pharmaceuticals_LLC_Patton_Boggs_LLP_Citizen.pdf,"Eclat Pharmaceuticals, LLC","Patton Boggs LLP representing Eclat Pharmaceuticals, LLC","21 C.F.R. § 10.30; Sections 301(d) and 505(a) of the Federal Food, Drug, and Cosmetic Act",Marketing of unapproved neostigmine methylsulfate injectable drug products competing with an FDA-approved drug (Bloxiverz®),Requesting FDA to initiate immediate enforcement action requiring removal of unapproved injectable neostigmine methylsulfate products from the market,"Petitioner argues that unapproved products challenge the integrity of the FDA drug approval framework, pose safety risks due to differences in labeling and dosage recommendations, and may violate quality control requirements; also claims that the approved product can meet market demand, minimizing concern about shortages.","Printed August 15, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1001-0001_Weill_Cornell_Medical_College_Citizen_Petition.pdf,Weill Cornell Medical College,"No representation; petition submitted directly by Marcus M. Reidenberg, M.D., on behalf of Weill Cornell Medical College",21 C.F.R. 10.30,Labeling of nonprescription drug products containing ingredients with anticholinergic or histamine H1 inverse agonist effects,"Request for the FDA to add a warning to the labeling of all nonprescription drug products containing ingredients with anticholinergic or histamine H1 inverse agonist effects, warning about potential confusional states including impaired attention, disorientation, and decreased concentration, especially in older people","The petitioner cites scientific studies, observational studies, and clinical trials showing that drugs with anticholinergic effects cause cognitive impairment, especially in the elderly. They argue that nonprescription drugs with such effects can add to the anticholinergic burden unnoticed, leading to confusional states or delirium, warranting a warning label to inform consumers and prevent harm.","Printed Printed August 12, 2013; Stamped Stamped August 16, 2013"
FDA-2013-P-1002-0001_Zydus_Pharmaceuticals_Inc_Citizen_Petition.pdf,Zydus Pharmaceuticals (USA) Inc.,Not Mentioned,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act); 21 C.F.R. § 314.93; 21 C.F.R. § 10.20; 21 C.F.R. § 10.30","Suitability determination for submission of an Abbreviated New Drug Application (ANDA) for Imatinib Mesylate Tablets, 300 mg strength","Request that FDA determine that Imatinib Mesylate Tablets, 300 mg is suitable for submission in an ANDA",The proposed 300 mg strength is between already approved 100 mg and 400 mg strengths of the reference listed drug (GLEEVEC); it would improve patient compliance by providing an appropriate dosage without the need for splitting tablets; it matches the existing dosage forms and routes of administration; and there are no new safety or efficacy concerns.,"Printed Printed August 13, 2013; Stamped Stamped August 16, 2013"
FDA-2013-P-1055-0001_Actavis_Elizabeth_LLC_Citizen_Petition.pdf,Actavis Elizabeth LLC,Not Mentioned,"21 C.F.R. §§ 10.30 and 314.161; 21 C.F.R. §§ 314.122, 314.161; 21 C.F.R. § 25.31; 21 C.F.R. § 10.30(b)",Determination whether a listed drug has been withdrawn from sale for safety or effectiveness reasons,"Requesting that the FDA determine that SUBUTEX® (buprenorphine hydrochloride) Sublingual Tablets, EQ. 2 mg and 8 mg Base were not voluntarily withdrawn for safety or efficacy reasons","Because there is no evidence of commercial distribution of SUBUTEX® 2 mg and 8 mg Sublingual Tablets, the petitioner requests confirmation that their withdrawal was not for reasons of safety or effectiveness to support an ANDA submission","Printed Printed August 16, 2013; Stamped Stamped August 20, 2013"
FDA-2013-P-1056-0001_Public_Citizen_Citizen_Petition.pdf,"Public Citizen and Neil A. Holtzman, M.D.",Public Citizen is representing itself; Neil A. Holtzman is mentioned as a co-petitioner but no external legal representation is indicated.,"21 U.S.C. Section 355(e)(3), 21 C.F.R. 10.30",The continuation of clopidogrel (Plavix) therapy beyond 12 months following implantation of drug-eluting coronary artery stents.,"Add a black-box warning on clopidogrel and its generic equivalents regarding increased risks of major and minor bleeding beyond 12 months, require an updated FDA-approved Medication Guide, and encourage distribution of a 'Dear Doctor' letter.","Petitioners argue that evidence shows no further reduction in thrombotic cardiovascular events beyond 12 months but continued major bleeding risks, necessitating enhanced warnings to protect patients.","Printed Printed August 21, 2013; Stamped Stamped August 22, 2013"
FDA-2013-P-1058-0001_Citizen_Petition_from_IntelGenx_Corporation.pdf,IntelGenx Corp.,Not Mentioned,"21 C.F.R. 10.30, Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act","Approval and designation of Rizatriptan Oral Film as AB-rated relative to the Reference Listed Drug (RLD), Maxalt-MLT® (Merck, NDA 20-865)","Request for the FDA to designate Rizatriptan Oral Film, upon approval, as AB-rated relative to the RLD Maxalt-MLT®","The petitioner argues that Rizatriptan Oral Film meets FDA’s criteria for therapeutic equivalence because it contains the same active ingredient in the same strength, has similar performance and administration characteristics, is bioequivalent to the RLD, will be adequately labeled, and will be manufactured in compliance with Current Good Manufacturing Practice regulations.","Printed Printed August 21, 2013; Stamped Stamped August 22, 2013"
FDA-2013-P-1061-0001_Navinta_LLC_Citizen_Petition.pdf,Navinta LLC,Not Mentioned,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act); 21 C.F.R. § 314.93; 21 C.F.R. § 10.30",Suitability petition to allow submission of an ANDA for a new dosage form (solution instead of lyophilized powder),"Request FDA to find that Ganciclovir Injection, 500 mg/10 ml (50 mg/mL) solution is suitable for submission as an ANDA","The proposed solution form has the same active ingredient, concentration, route of administration, and therapeutic effect as the reconstituted reference listed drug (RLD) Cytovene®; eliminates the need for reconstitution; no additional investigations needed to demonstrate safety and effectiveness.","Printed Printed August 28, 2013; Stamped Stamped August 29, 2013"
FDA-2013-P-1078-0001_Parnell_Technologies_Pty_Ltd_Citizen_Petition.pdf,Parnell Technologies Pty Ltd,Not Mentioned,"21 CFR §10.30; Federal Food, Drug, and Cosmetic Act Section 512 §360b(n)(3)(A)",Amendment to ANADA 200-541 to delete one route of administration,Allow amendment to delete the intravenous route of administration from the currently approved routes for Gonabreed (gonadorelin 100 µg/mL),The removal of the intravenous route does not pose questions of safety or effectiveness because the product remains indicated for intramuscular administration identical to the pioneer product (Cystorelin®),"Printed Printed August 27, 2013; Stamped Stamped September 3, 2013"
FDA-2013-P-1079-0001_Citizen_Petition_from_Medical_Information_Working_.pdf,Medical Information Working Group (MIWG),"Sidley Austin LLP and Ropes & Gray LLP representing the MIWG members, which include Allergan, Bayer, Boehringer Ingelheim, Eli Lilly, Genentech, GlaxoSmithKline, Johnson & Johnson, Novartis, Novo Nordisk, Pfizer, Purdue Pharma, and Sanofi US","21 C.F.R. § 10.30; also references to 21 U.S.C. § 360(k), 21 U.S.C. § 321(m), 21 U.S.C. §§ 352(n), (r), and 21 U.S.C. § 351(f)(1)","FDA regulations and policies regarding manufacturer dissemination of off-label use information and related communications (responses to unsolicited requests, scientific exchange, communications to payors, dissemination of clinical practice guidelines)","Request for FDA to fully respond to prior citizen petition requests concerning off-label communications, to initiate rulemaking for payor communications and clinical guidelines, and to comprehensively review and revise regulations to align with constitutional and statutory requirements","The petition argues that the FDA’s current regulatory approach to manufacturer communication about off-label uses is outdated, unclear, and unconstitutional under recent First and Fifth Amendment case law (citing Sorrell v. IMS Health, FCC v. Fox, and U.S. v. Caronia). It emphasizes that clearer regulations would benefit public health, respect free speech, and support informed decision-making by patients, providers, and payors.","Printed September 3, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1080-0001_Reginald_Burgess_Garrett_Skelly_ESQ_Citizen_Petiti.pdf,"Reginald Burgess (submitted through Garrett Skelly, ESQ)","Garrett Skelly, Attorney for Reginald Burgess","21 CFR 820.198, 21 CFR 820.200, 21 CFR 801.109, 21 CFR 890.3420, 21 CFR 890.3500, 42 USC 12182, 21 USC 331(a), 21 USC 360c, 21 USC 360k, 21 USC 829","FDA regulations regarding classification of external prosthetics, particularly the lack of over-the-counter availability and the misuse of 'prescription' labeling","Amend 21 CFR 820.198 to add a new section (a)(4) requiring manufacturers to provide direct access to parts and repair information for external prosthetics to users, ensuring no unnecessary restrictions under internal distribution models unless justified by malfunction or safety concerns","The petitioner argues that external prosthetic devices are incorrectly treated as prescription devices when no prescription restriction legally applies, resulting in discrimination against amputees under the ADA; the prosthetics industry uses distribution models to monopolize service and parts access, forcing users into unnecessary, costly service arrangements and restricting user autonomy in violation of the Americans with Disabilities Act and principles established in Olmstead v. L.C.","Printed Printed August 29, 2013; Stamped Stamped September 4, 2013"
FDA-2013-P-1082-0001_Horizon_Pharma_Inc_Citizen_Petition.pdf,"Horizon Pharma, Inc.",Not Represented by Another Entity,"21 C.F.R. § 10.30, 505(j)(2) of the Federal Food, Drug, and Cosmetic Act",Bioequivalence standards for ANDAs referencing NDA No. 202020 for RAYOS® (prednisone) Delayed-Release Tablets,"Request that FDA require ANDA applicants to demonstrate bioequivalence by showing the same delayed-release profile (lag time and Tmax) and bioavailability (BA) profile after 4 hours, under fed conditions, for generic versions of RAYOS® tablets","RAYOS® tablets are specially formulated with a delayed-release mechanism to synchronize with the circadian rhythm of inflammatory symptoms in diseases like rheumatoid arthritis; generics with different delayed-release mechanisms could have different pharmacokinetic profiles, affecting therapeutic outcomes; thus, strict bioequivalence requirements under fed conditions are necessary to ensure therapeutic equivalence.","Printed Printed September 3, 2013; Stamped Stamped September 4, 2013"
FDA-2013-P-1101-0001_Piedmont_Animal_Health_Citizen_Petition.pdf,Piedmont Animal Health,Not Mentioned,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 25.24(a)(8)",Permission to file an Abbreviated New Animal Drug Application (ANADA) for a generic new animal drug differing in dosage form (capsule vs. soft chewable tablet) from the pioneer product,Permission to file an Abbreviated New Animal Drug Application (ANADA) for a soft chewable tablet form of clindamycin hydrochloride instead of a capsule,"The generic product will maintain the same active ingredient, dosage, route of administration, indications, therapeutic effects, and warnings as the pioneer product, differing only in dosage form (soft chewable tablet vs. capsule). Piedmont Animal Health argues that the change does not affect the product's intended use or effectiveness.","Printed Printed May 22, 2013; Stamped Stamped May 24, 2013"
FDA-2013-P-1126-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"Lachman Consultant Services, Inc.","Not representing another entity; petition submitted on behalf of Lachman Consultant Services, Inc.","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act), 21 CFR 314.93, 21 CFR §10.20, 21 CFR §10.30",Determination of suitability for submission of an Abbreviated New Drug Application (ANDA) for Capecitabine Tablets in 300 mg and 1000 mg strengths,"Request that FDA determine that Capecitabine Tablets, 300 mg and 1000 mg, are suitable for submission in an ANDA","The new strengths differ only in strength (not in dosage form, route of administration, or intended use) from the approved Reference Listed Drug (XELODA 500 mg and 150 mg); no questions of safety or efficacy are raised; availability of additional strengths would facilitate dosing, increase compliance, and reduce medication errors.","Printed Printed September 6, 2013; Stamped Stamped September 9, 2013"
FDA-2013-P-1127-0001_Tobacco_Control_Legal_Consortium_Citizen_Petition.pdf,Tobacco Control Legal Consortium,"American Academy of Pediatrics, American Cancer Society Cancer Action Network, American Heart Association, American Lung Association, American Public Health Association, Campaign for Tobacco-Free Kids, Legacy, National Association of City and County Health Officials, National Association of Local Boards of Health, and others","Title 21, Chapter 9, Subchapter V, Part A of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. § 10.30; Family Smoking Prevention and Tobacco Control Act (codified at 21 U.S.C. § 387)","FDA's lack of regulation over 'other tobacco products' (OTPs) such as cigars, dissolvables, e-cigarettes, and hookah","Petitioners request that FDA assert jurisdiction over and regulate all tobacco products meeting the Tobacco Control Act's definition, and apply existing cigarette and smokeless tobacco restrictions to those products","The petition argues that unregulated non-cigarette tobacco products present serious public health risks, entice youth, and undermine existing public health measures; asserts that FDA has both the authority and responsibility under the Tobacco Control Act to regulate these products to protect public health","Printed September 3, 2013; Stamped nan"
FDA-2013-P-1128-0001_Teva_Pharmaceutical_Industries_Ltd_Citizen_Petitio.pdf,"Teva Pharmaceutical Industries Ltd. and Teva Neuroscience, Inc.","Teva Neuroscience, Inc. is a subsidiary representing Teva Pharmaceutical Industries Ltd.","21 C.F.R. § 10.30, 21 U.S.C. §§ 355(j) and 355(q)",Approval of any Abbreviated New Drug Application (ANDA) referencing Copaxone® (glatiramer acetate injection),"Requesting FDA to refrain from approving any ANDA referencing Copaxone® unless certain scientific conditions regarding sameness, bioequivalence, and immunogenicity are met","Because Copaxone® is a complex colloidal suspension with two distinct nano-sized polypeptide populations that cannot be fully characterized, Teva argues that generic versions cannot demonstrate sameness, bioequivalence, or immunological equivalence without extensive clinical and non-clinical studies, thus posing potential safety and efficacy risks.","Printed September 12, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1153-0001_Generic_Pharmaceutical_Association_Citizen_Petitio.pdf,Generic Pharmaceutical Association (GPhA),Not representing another entity; GPhA submitted on its own behalf,"21 C.F.R. § 10.30, Biologics Price Competition and Innovation Act (BPCIA)",FDA policy on International Non-proprietary Naming (INN) for biologics and biosimilars,Implement FDA’s INN naming policy equally for all biologics and allow biosimilars approved under the 351(k) pathway to share the same INN as their reference protein products (RPPs),"Shared INNs would ensure consistency, promote competition, enhance patient access to affordable biologics, and maintain pharmacovigilance without introducing confusion; unique INNs would imply clinical differences where there are none, hinder market competition, create unnecessary regulatory burdens, and potentially compromise patient safety.","Printed September 17, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1199-0001_CorePharma_LLC_Citizen_Petition.pdf,"CorePharma, LLC",Not Mentioned,"21 CFR 10.25(a), 21 CFR 10.30, 21 CFR 314.161(a)(1)","Determination regarding whether the discontinuation of Skelaxin® 400 mg (NDA 013217) by King Pharmaceuticals, Inc. was due to safety or effectiveness reasons","Request that the FDA determine that Skelaxin® 400 mg was not withdrawn from sale for reasons related to safety or effectiveness, to permit approval of an Abbreviated New Drug Application (ANDA)","The petitioner asserts that Skelaxin® 800 mg remains available under the same NDA and can be divided due to scoring, suggesting the 400 mg dosage form was not withdrawn for safety or efficacy concerns; therefore, FDA should permit ANDA referencing the discontinued drug.","Printed Printed September 19, 2013; Stamped Stamped September 20, 2013"
FDA-2013-P-1202-0001_Olsson_Frank_Weeda_OFW_et_al_Law_PC_Citizen_Petiti.pdf,"Olsson Frank Weeda Terman Matz PC (on behalf of a client, not specifically named)",Olsson Frank Weeda Terman Matz PC is representing an unnamed client (not specified in document),"505(j)(2)(C), 21 C.F.R. §§ 10.20, 10.30, 314.93","Requesting FDA action to allow submission of an ANDA for a new strength of an approved drug (Vancomycin Hydrochloride For Injection, USP, Fliptop Vial For Intravenous Use)","Determine that Vancomycin Hydrochloride USP, 1.5 grams (base)/vial is suitable for ANDA submission as a new strength","The petitioner argues that the proposed product will have the same active ingredient, concentration after reconstitution, route of administration, dosage, and indications as the reference listed drug (RLD), differing only in total drug content, and that it would benefit clinical dosing without raising safety or effectiveness concerns.","Printed Printed September 26, 2013; Stamped Stamped September 27, 2013"
FDA-2013-P-1203-0001_McGuireWoods_LLP_Citizen_Petition.pdf,McGuireWoods LLP,Representing an unnamed client (not disclosed in the petition),"505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. §§ 10.30 and 314.93",Suitability determination for submission of an Abbreviated New Drug Application (ANDA) for a different fill volume of Ropivacaine Hydrochloride Injection,The petitioner requests that the FDA determine that Ropivacaine Hydrochloride Injection 2mg/mL in a 500 mL infusion bag is suitable for submission as an ANDA,"The petitioner argues that the proposed product differs from the reference listed drug (NAROPIN) only in total fill volume (500 mL vs. 200 mL), with no change in concentration, active ingredient, dosage form, route of administration, or indications; further, it improves patient and hospital convenience, reduces risk of error and contamination, and decreases pharmacy workload and waste.","Printed Printed September 25, 2013; Stamped Stamped September 26, 2013"
FDA-2013-P-1283-0001_Horizon_Pharma_Inc_Citizen_Petition.pdf,"Horizon Pharma, Inc.",Not Mentioned,"21 C.F.R. § 10.30; Section 505(j)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act); 21 C.F.R. §§ 314.127(a)(7) and 314.127(a)(6)(i); 21 CFR 320.1(e) and 320.23(b)",Approval process for Abbreviated New Drug Applications (ANDAs) referencing RAYOS® (prednisone) delayed-release tablets as the reference listed drug (RLD),"Require that any ANDA referencing RAYOS® must demonstrate (1) no release of prednisone until approximately four hours after intake (equivalent lag time and Tmax) and (2) equivalent bioavailability (BA) profile after the four-hour delay, under fed conditions","RAYOS® tablets employ a unique delayed-release mechanism synchronized with the circadian rise in pro-inflammatory cytokines, critical for therapeutic effect in inflammatory diseases like rheumatoid arthritis; differing delayed-release mechanisms (e.g., enteric coating) could result in different pharmacokinetic profiles, impacting efficacy; thus, bioequivalence must demonstrate equivalent lag time, Tmax, and BA under fed conditions to ensure comparable therapeutic effect.","Printed Printed October 4, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1286-0001_Proctor_Gamble_Company_Citizen_Petition.pdf,The Procter & Gamble Company,Not Mentioned,"21 C.F.R. § 10.30, 21 C.F.R. Part 314, 21 U.S.C. §§ 351 and 355","Approval and labeling standards for over-the-counter proton pump inhibitors (PPIs), particularly related to Prilosec OTC and pending applications like Nexium OTC","(1) Continue requiring consistent labeling standards for all OTC PPIs similar to Prilosec OTC; (2) Impose rigorous standards on pending or future OTC PPI applications; (3) Require clinically significant evidence if label differences are proposed, and prevent false or misleading claims about relative safety or efficacy","P&G argues that different labeling among similar OTC PPI products could mislead consumers into thinking certain products are more effective without adequate substantiation, potentially violating the Administrative Procedure Act by treating similarly situated products differently; therefore, consistent class labeling or consistent regulatory standards are necessary to avoid consumer confusion and ensure fair competition.","Printed Printed October 11, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1287-0001_Aptalis_Pharma_US_Inc_Citizen_Petition.pdf,"Aptalis Pharma US, Inc.",No representation; Aptalis submitted directly.,"Sections 505 and 505(q) of the Federal Food, Drug, and Cosmetic Act (FDC Act); 21 C.F.R. §§ 10.25 and 10.30","Approval standards for Abbreviated New Drug Applications (ANDAs) for generic versions of Canasa® (mesalamine) Rectal Suppositories, 500 mg and 1000 mg","(1) Refuse to receive or approve any ANDA for a generic Canasa® unless bioequivalence is demonstrated through a clinical endpoint study; (2) Withdraw current bioequivalence guidance and issue new guidance requiring such study; (3) Require assessment of critical quality attributes, including Q1, Q2, Q3 sameness and dissolution testing; (4) Hold final approvals in abeyance until ongoing FDA studies are completed and reviewed.",Aptalis argues that systemic pharmacokinetic data are inadequate to demonstrate bioequivalence for locally acting rectal suppositories like Canasa®; clinical endpoint studies are necessary due to the drug’s local action; significant variability in systemic absorption exists; and critical quality attributes (like spreadability and irritation potential) must be properly assessed to ensure therapeutic equivalence.,"Printed Printed October 15, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1288-0001_National_Advocates_for_Pregnant_Women_Citizen_Peti.pdf,National Advocates for Pregnant Women (NAPW),Not representing another entity; submitted directly by NAPW along with support from various individuals and organizations,"21 C.F.R. § 10.30; references also to 21 U.S.C. § 355, 21 U.S.C. § 355(o)(4), 21 U.S.C. § 355-1(b)(3), 21 C.F.R. § 201, 21 C.F.R. § 25.31","FDA's neonatal opioid withdrawal syndrome (NOWS)-related labeling changes for extended-release and long-acting (ER/LA) opioid analgesics announced on September 10, 2013","Petitioner requests the FDA to refrain from implementing NOWS-related labeling changes, remove references to NOWS as life-threatening, modify full prescribing information regarding opioid dependence treatment during pregnancy, and present supporting literature to an advisory committee for evaluation","The petitioner argues that the NOWS-related warnings are medically inaccurate, not supported by substantial evidence, misleading, inconsistent with expert consensus, likely to result in denial of appropriate treatment for pregnant women, and may lead to punitive child welfare interventions against women receiving opioid substitution therapy","Printed Printed October 7, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1289-0001_National_Advocates_for_Pregnant_Women_Citizen_Peti.pdf,National Advocates for Pregnant Women (NAPW),,21 C.F.R. § 10.35; 21 C.F.R. § 10.30; 21 U.S.C. § 355(o)(4); 21 C.F.R. § 201.56(a)(2); 21 C.F.R. § 201.56(a)(3); 21 U.S.C. § 355-1(b)(3); 21 U.S.C. § 355-1(b)(4)(A); 21 U.S.C. § 355-1(b)(4)(B); 21 U.S.C. § 355(d)(5); 21 U.S.C. § 355(d)(7); 21 U.S.C. § 355(e); 42 C.F.R. § 8.12(g)(1); 42 C.F.R. § 8.12(e)(3),"The FDA's neonatal opioid withdrawal syndrome–related labeling changes for extended-release and long-acting opioid analgesics announced on September 10, 2013",An indefinite stay of implementation of the NOWS-related labeling changes for ER/LA opioid analgesics,"The warnings are medically inaccurate and unsupported by substantial evidence, conflict with FDA labeling requirements and expert consensus, risk discouraging necessary pain and addiction treatments for pregnant women, and may lead to harmful child welfare interventions","Printed Printed October 7, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1290-0001_FDA_CDER_Response_to_Hogan_Lovells_US_LLP_Petition.pdf,National Advocates for Pregnant Women (NAPW),,21 C.F.R. § 10.35; 21 C.F.R. § 10.30; 21 U.S.C. § 355(o)(4); 21 C.F.R. § 201.56(a)(2); 21 C.F.R. § 201.56(a)(3); 21 U.S.C. § 355-1(b)(3); 21 U.S.C. § 355-1(b)(4)(A); 21 U.S.C. § 355-1(b)(4)(B); 21 U.S.C. § 355(d)(5); 21 U.S.C. § 355(d)(7); 21 U.S.C. § 355(e); 42 C.F.R. § 8.12(g)(1); 42 C.F.R. § 8.12(e)(3),"The FDA’s neonatal opioid withdrawal syndrome–related labeling changes for extended-release and long-acting opioid analgesics announced on September 10, 2013",An indefinite stay of implementation of the NOWS-related labeling changes for ER/LA opioid analgesics,"The NOWS-related warnings are medically inaccurate, unsupported by substantial evidence, conflict with FDA labeling requirements and expert consensus, risk discouraging necessary pain and addiction treatments for pregnant women, and may lead to harmful child welfare interventions","Printed 7-Oct-13; Stamped Stamped October 31, 2013"
FDA-2013-P-1291-0001_American_Herbal_Products_Association_Citizen_Petit.pdf,American Herbal Products Association (AHPA),"AHPA represents companies that market herbs, herbal and botanical products, and other health-related products regulated by the FDA",21 C.F.R. § 10.30; 21 C.F.R. Part 111; 21 C.F.R. Parts 110 & 111; 21 U.S.C. § 704(b); 21 C.F.R. § 25.30; 21 C.F.R. § 10.30(b),FDA policy in the Inspections Operations Manual prohibiting investigators from quoting or citing cGMP regulations in Form FDA-483 inspectional observations,Formally rescind the policy prohibiting investigators from quoting or citing cGMP regulations in 483s and revise the Inspections Operations Manual to require that 483s reference each relevant cGMP regulation,"Because omission of regulatory citations slows resolution of compliance issues, undermines agency transparency, forces industry to guess at regulatory requirements, and inclusion of citations would promote understanding, compliance, transparency, and harmonize FDA policies without imposing additional work","Printed Printed October 17, 2013; Stamped Stamped October 18, 2013"
FDA-2013-P-1292-0001_Sun_Pharmaceutical_Industries_Ltd_Winston_Strawn_L.pdf,"Sun Pharmaceutical Industries, Ltd.","Winston & Strawn LLP representing Sun Pharmaceutical Industries, Ltd.","21 U.S.C. § 301 et seq.; 21 C.F.R. § 10.30; 21 C.F.R. § 25.31(a),(c); 21 C.F.R. § 10.30(b); 21 U.S.C. § 331(a); 21 C.F.R. § 201.5; 21 C.F.R. § 201.128",The FDA approval and labeling of Ganirelix Acetate Injection indication regarding use as a female contraceptive,Confirm that Ganirelix is not approved by the FDA for use as a female contraceptive and that the FDA-labeled indication for Ganirelix is not equivalent to a method of female contraception,"To correct misleading legal positions by Organon suggesting Ganirelix is approved as contraception, to prevent off-label marketing and misbranding, and to protect public health by clarifying approved use","Printed October 17, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1294-0001_Luitpold_Pharmaceuticals_Inc_Citizen_Petition.pdf,Sheppard Mullin Richter & Hampton LLP,"Yes; representing Luitpold Pharmaceuticals, Inc.","21 U.S.C. § 301 et seq.; 21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30(h), 25.31(a); 21 C.F.R. § 10.30(b)","The FDA’s approval and labeling of injectable iron products for treatment of iron deficiency anemia outside of chronic kidney disease (e.g., NDA 203565 for Injectafer®)","Require that any NDA or NDA supplement for injectable iron products for IDA outside CKD be approved only if pivotal studies include an objective oral iron run-in demonstrating intolerance or unsatisfactory response, and require contraindications for patients with prior allergic reactions to iron products or multiple drug allergies","Because of significant safety risks of injectable iron, the need to restrict use to patients objectively intolerant or unresponsive to oral iron, to avoid arbitrary approval practices, and to protect hypersensitive patients from serious allergic reactions","Printed Printed September 30, 2013; Stamped Stamped October 1, 2013"
FDA-2013-P-1296-0001_Lannett_Company_Inc_Citizen_Petition.pdf,"Lannett Company, Inc.",,21 U.S.C. § 355(j); 21 C.F.R. § 314.93; 21 C.F.R. § 25.31(a),The requirement under FDCA 505(j) and 21 C.F.R. § 314.93 that an ANDA match the dosage form of the RLD,That the Commissioner determine an ANDA for Acetazolamide Extended-Release Tablets may be submitted using DIAMOX® SEQUELS® (capsules) as the RLD,Both the RLD capsules and proposed tablets are solid oral dosage forms with the same route and are expected to have the same therapeutic effect under identical conditions of use,"Printed Printed October 2, 2013; Stamped Stamped October 4, 2013"
