File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2014-P-0919-0004_Interim_Response_from_CDRH_to_Daniel_Schumaier.pdf,12/23/2014,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 CFR 10.30(e)(2) – Regulation allowing the FDA to issue an interim response if additional time is needed for review
","- The petition, submitted by Dr. Daniel Schumaier, requested the FDA to:
(1) Withdraw the November 7, 2013 draft guidance titled “Regulatory Requirements for Hearing Aid Devices and Personal Sound Amplification Products”; and
(2) Refrain from actions that restrict access to such devices.
- The FDA explained that it had not yet reached a decision due to the complexity of the issues raised, which required further review and analysis by agency officials",FALSE,
FDA-2014-P-0919-0005_Interim_Response_Letter_from_FDA_CDRH_to_Daniel_Sc.pdf,1/11/2016,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 CFR 10.30(e)(2) – Permits FDA to provide interim responses when additional time is required to respond fully to a citizen petition
- 81 FR 786 (Federal Register Notice) – Reopening comment period on Draft Guidance
- 81 FR 784 – Announcing a related public workshop on GMPs for hearing aids","- The petition sought withdrawal of the FDA’s November 7, 2013 draft guidance on “Regulatory Requirements for Hearing Aid Devices and Personal Sound Amplification Products (PSAPs)” and requested that FDA refrain from restricting access to hearing assistive devices and PSAPs.
- The agency noted that the petition’s concerns fell within the scope of invited comments on the Draft Guidance.
- FDA emphasized that additional time was needed to complete review of the complex issues raised.
- Public engagement efforts were underway, including a reopened comment period and a planned public workshop to explore alternative GMP models, particularly in response to the President’s Council of Advisors on Science and Technology (PCAST) and Institute of Medicine (IOM) recommendations
- FDA suggested that the petitioner submit the concerns as a formal comment to the Draft Guidance docket and withdraw the petition if doing so.",FALSE,
FDA-2014-P-0919-0006_Final_Response_from_FDA_CDRH_to_Daniel_Schumaier_R.pdf,10/23/2021,,"Center for Devices and Radiological Health (CDRH)
",Dismissed (moot); denied in the alternative,"- 21 CFR 10.30(e)(2)(ii) and (e)(2)(iii)
- 21 CFR 10.115(g)(5)
- 21 CFR part 874, 801.420, 801.421, and part 808
- Section 709(c) of the FDA Reauthorization Act of 2017 (FDARA), Pub. L. 115-52, 131 Stat. 1067
- 21 U.S.C. § 321 (definition of device)
- 86 FR 58192 (Federal Register on draft guidance)
- 86 FR 58150 (proposed rule for OTC hearing aids)","- The petition requested withdrawal of the November 7, 2013 Draft Guidance on hearing aids and PSAPs and asked FDA to refrain from restricting access to such products.
- Since then, Congress enacted FDARA, mandating FDA to update and finalize the 2013 draft guidance, thus superseding the petitioner’s request.
- FDA issued a new draft guidance on October 20, 2021, replacing the old 2009 and 2013 guidance documents, rendering the petition moot.
- FDA also issued a proposed rule for OTC hearing aids, with significant changes to relevant regulations, inviting public comment.
- Because of these legislative and regulatory actions, the petition was no longer relevant and therefore dismissed. Alternatively, it was denied due to the agency's disagreement with the petition’s assertions.",FALSE,
FDA-2014-P-0933-0021_Denial_Petition_Response_Letter_from_FDA_CDER_to_T.pdf,11/26/2014,,"Center for Drug Evaluation and Research (CDER) 
",Denied,"- Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (21 U.S.C. 355(q))
- Section 505(c) and (j) of the FD&C Act
- 21 CFR part 314 (including §§ 314.94, 314.105, 314.110, 314.125, 314.127, and 314.200)","- Granting the petition would be premature and inappropriate as it would involve taking a position on the approvability of an ANDA (Abbreviated New Drug Application) without a full review of specific applications.
- The FDA must consider data and procedural rights for each specific application, and doing so in advance would compromise the regulatory process.
- The Petition seeks specific requirements for ANDAs referencing Copaxone (e.g., gene expression studies, bioequivalence data), but the FDA determined these requirements cannot be imposed without case-specific evidence.
- Scientific differences raised in the petition (e.g., gene expression profiles, batch-to-batch inconsistency in foreign products) are acknowledged but not sufficient for a general ruling — assessment must be done on a per-product basis.
- No foreign glatiramer acetate product cited in the petition had been approved by the FDA, and the evidence presented did not warrant the requested preemptive requirements.
- FDA committed to evaluate such data as part of normal review of individual ANDAs and provide applicants an opportunity to respond to any deficiencies.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0935-0009_Interim_Response_from_FDA_CFSAN_to_Juice_Products_.pdf,1/16/2015,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted.","Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,- 21 CFR 10.30(e)(2) – Regulation allowing FDA to issue an interim response when a final decision cannot be made within 180 days,"- The petition requested the FDA to issue guidance or amend 21 CFR 101.30(h)(1) to establish a minimum Brix level of 3.9 for 100% coconut water used in juice labeling.
- FDA responded that due to resource constraints and other priorities, it could not yet reach a decision and would continue to consider the request in the context of broader program priorities",FALSE,
FDA-2014-P-0979-0005_Response_Letter_from_FDA_CDER_to_Emcure_Pharmaceut.pdf,10/28/2014,,"Center for Drug Evaluation and Research (CDER) 
",Denied,"- 21 CFR 314.162 (regarding determinations on whether a drug was withdrawn for safety/effectiveness reasons)
- 21 CFR 314.161 (governing ANDA approvals for listed drugs not withdrawn for safety/effectiveness)","- FDA reviewed its records and found no evidence that DIAMOX (acetazolamide) intravenous 500 mg, or the oral tablet forms (125 mg and 250 mg), were withdrawn from the market due to safety or effectiveness concerns.
- These products were discontinued for reasons unrelated to safety or efficacy, such as marketing decisions.
- Therefore, FDA will not begin procedures to withdraw approval of ANDAs referring to these products and will maintain them in the Orange Book's Discontinued Drug Product List
",FALSE,
FDA-2014-P-1057-0004_Petition_Denial_Letter_from_FDA_CDER_to_Pharmacist.pdf,3/31/2015,,"Center for Drug Evaluation and Research (CDER) 
",Denied,"- 21 U.S.C. § 353(b)(1) – FD&C Act Section 503(b)(1)
- 21 U.S.C. § 503(b)(3)
- 21 CFR § 310.200
- 21 U.S.C. § 830 – Combat Methamphetamine Epidemic Act of 2005 (CMEA)","- The petitioner did not provide scientific evidence (e.g., studies) demonstrating the drugs are safe and effective for self-medication.
- The FDA does not currently have a regulatory framework for BTC drugs and declined to create one.
- The cited pseudoephedrine examples are inapplicable, as those were regulated under CMEA, not FDA regulation.
- The FDA concluded that prescription-dispensing requirements are still necessary for these drugs under existing statutes.",FALSE,
FDA-2014-P-1065-0007_Citizen_Petition_Approval_Response_Letter_from_FDA.pdf,12/29/2014,,"Center for Drug Evaluation and Research (CDER) 
",Approved,"- Section 505(t) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.3(b)
- Section 505(j) of the FD&C Act (21 U.S.C. §355(j))
- 21 CFR 314.94(a)(3)","- The original RLD, DUAC, was confirmed not commercially available.
- The authorized generic version of DUAC is currently on the market and distributed by Prasco under NDA 050741.
- As per precedent and regulations, an ANDA applicant may use an authorized generic version of the RLD for in vivo BE studies if properly documented.
- The petitioner’s request aligns with FDA policy, and the product meets the criteria for reference standard use. FDA recommends submission of complete lot information before conducting BE studies.",FALSE,
FDA-2014-P-1101-0004_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,1/9/2015,,"Center for Drug Evaluation and Research (CDER)
",Dismissed (moot),"- 21 C.F.R. §§ 10.30 and 314.161
","- The petitioner requested a determination on whether two drug products had been withdrawn for safety or effectiveness reasons.
- At the time of petition submission, these products were listed as discontinued in the Orange Book.
- FDA subsequently verified that both products were still marketed, and returned them to the ""Prescription Drug Product List"" in the October 2014 Supplement to the Orange Book.
- Therefore, the petition was rendered moot, and denied on that basis.",FALSE,
FDA-2014-P-1102-0004_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,1/9/2015,,"Center for Drug Evaluation and Research (CDER)
",Dismissed (moot),"- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.161","- The petitioner requested a determination on whether Loestrin 21 1/20 and Loestrin FE 1/20 had been withdrawn for reasons of safety or effectiveness.
- At the time of submission, both products were listed in the “Discontinued” section of the Orange Book.
- Upon review, the FDA found that both products were still being marketed.
- As a result, they were returned to the ""Prescription Drug Product List"" in the Orange Book (see October 2014 Supplement).
- Therefore, the petitions were considered moot and denied accordingly.",FALSE,
FDA-2014-P-1256-0003_Interim_Response_Letter_from_FDA_CDER_to_Public_Ci.pdf,,No date recognized by ChatGPT nor apparent through a quick skim.,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2)
","- The petition from Public Citizen’s Health Research Group (dated July 28, 2014) requested regulatory actions concerning OTC benzocaine products, including:
    1. Reopening the monograph administrative record for OTC oral health care drugs.
    2. Revising labeling to remove teething indications and add contraindications.
    3. Requiring a warning for methemoglobinemia.
- The FDA has not reached a decision because the petition raises significant and complex issues requiring extensive internal review and analysis by agency officials.
- The letter is issued as an interim response, per 21 CFR 10.30(e)(2), and indicates that a final response will follow upon completion of the review.",FALSE,
FDA-2014-P-1256-0004_Response_Letter_from_FDA_CDER_to_Public_Citizen_s_.pdf,5/24/2018,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR § 201.66 – OTC drug labeling requirements
- 21 CFR § 330.10 – OTC monograph procedures
- 21 CFR § 314.80 – Definition of serious adverse events
- 21 CFR § 10.30 – Citizen petition procedures
- 21 U.S.C. § 321(p) – Definition of “new drug” under the FD&C Act
- 21 U.S.C. § 352(x) – Labeling of nonprescription drugs","- Agreement with Safety Concerns: FDA concurred with the petitioner’s assessment that the risks of methemoglobinemia from OTC benzocaine products outweighed any potential benefits, especially for infants.
- FDA Actions Taken: The FDA sent direct letters to all registered manufacturers, distributors, and relabelers requesting voluntary discontinuation of benzocaine products marketed for teething or for infants under 2 years old. Additionally, FDA recommended revised labeling including:
  • A contraindication for use in teething or for children under 2
  • A bolded methemoglobinemia warning for all other benzocaine products
- Denial of Rulemaking Request: FDA declined to immediately reopen or amend the tentative final monograph (TFM) due to the lengthy nature of rulemaking and the potential for upcoming legislative reforms to the OTC drug framework. FDA committed to follow up with administrative action.
- Data Support: FDA cited 119 cases of benzocaine-related methemoglobinemia reported between 2009–2017, including infant deaths, and lack of clinical evidence supporting effectiveness of benzocaine for teething pain.
- Regulatory Path Forward: FDA intends to pursue administrative action and continue surveillance while awaiting potential monograph reform legislation.",FALSE,
FDA-2014-P-1258-0003_Interim_Response_Letter_from_FDA_CDER_to_SoLRx_Glo.pdf,2/2/2016,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted.","Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 201.327(i)(7) – Water resistance testing procedures for sunscreen products
- 21 CFR § 10.30(e)(2) – Citizen petition interim response regulation","- The petitioner requested amendments to water resistance testing regulations to allow claims beyond 80 minutes of water exposure for sunscreen products.
- The FDA has not reached a decision because the petition presents complex issues that require extensive review and analysis by agency officials.
- This response was issued in accordance with 21 CFR 10.30(e)(2) as an interim reply, and a full decision will be issued once FDA concludes its review.",FALSE,
FDA-2014-P-1258-0004_Letter_from_FDA_CDER_to_SolRx_Global__Inc_.pdf,11/16/2018,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR § 201.327(i)(7) – Water resistance testing procedures
- 21 CFR § 201.327(a)(2) – Definition and coverage of sunscreen products
- 21 CFR § 201.327(e) – Directions for reapplication
- 21 CFR § 310.545(a)(29)(2) – Classification of new drug claims for sunscreen labeling
- 21 CFR § 201.327(c)(2) – Labeling for sun protection claims
- 21 U.S.C. § 352(f)(1) – Misbranding due to inadequate directions for use","- The petition requested amendments to allow labeling claims for water resistance beyond 80 minutes, supported by limited internal testing data (two small tests).
- FDA determined that the submitted testing data did not meet regulatory standards, including the required minimum of 10 valid results under § 201.327(i)(3), and were not generalizable.
- The proposed labeling changes would also conflict with existing reapplication instructions and could cause misbranding unless a new drug application (NDA) is submitted to demonstrate safety and effectiveness for such claims.
- FDA found that the regulatory, scientific, and labeling implications were extensive, and the petition did not provide sufficient basis for changing national policy.
- The agency encouraged SolRx to pursue a formal NDA pathway if they wish to pursue such claims for specific products.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1269-0003_Citizen_Petition_Partial_Approval_and_Denial_Respo.pdf,9/14/2015,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR § 314.3(b) – ANDA definitions
- 21 CFR § 314.94(a)(7) – Bioequivalence requirements
- 21 CFR § 320.1(e) – Definition of bioequivalence
- 21 CFR § 320.23(b) – Bioavailability/bioequivalence evaluation
- 21 CFR § 320.24 – Procedures for establishing BE
- 21 CFR § 320.24(b)(6) – FDA’s discretion in BE methods
- 21 CFR § 10.115(g)(5) – Comments on guidance documents
- Section 505(j) and 505(j)(2), 505(j)(8)(B)(i), 505(j)(8)(C) of the FD&C Act (21 U.S.C. § 355)","- The petition requested that FDA require specific partial area under the curve (pAUC) metrics in addition to traditional BE metrics for generic versions of Quillivant XR, an extended-release methylphenidate oral suspension.
- FDA agreed that pAUC metrics are necessary to ensure bioequivalence for multiphasic modified-release (MR) formulations like Quillivant XR due to their complex release profiles (e.g., early rapid release followed by extended release).
- FDA cited experience with other MR products like Concerta in support of its position.
- However, the FDA rejected the petition’s suggestion that identical pAUC metrics be used in both fasting and fed studies, noting that food impacts absorption timing and different metrics better capture the pharmacokinetic profile in fed vs. fasting states.
- FDA emphasized it uses product-specific BE guidance based on scientific data, and stakeholders may comment on such guidance separately.",FALSE,
FDA-2014-P-1281-0005_Interim_Response_Letter_from_FDA_CDER_to_Arnall_Go.pdf,1/8/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Governs interim responses to citizen petitions
","- The petition requested that ophthalmic mitomycin-C be added to the FDA’s difficult-to-compound list.
- FDA stated that it has not reached a decision because the petition raises significant and complex issues requiring extensive review and analysis by agency officials.
- An interim response was issued in accordance with 21 CFR 10.30(e)(2), with assurance that a final response will follow once internal review is complete.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1343-0003_Interim_Response_to_Petition.pdf,3/4/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Governs interim responses to citizen petitions
","- The petition, submitted by the American Society of Interventional Pain Physicians (ASIPP), requested that FDA amend the April 23, 2014 Drug Safety Communication on epidural corticosteroid injections and reject the 17 recommendations from the Multi-Society Pain Workgroup (MPW).
- FDA stated it has not resolved the issues raised due to their complex nature, requiring extensive review and analysis by agency officials.
- The letter was issued as an interim response, as permitted by 21 CFR 10.30(e)(2), with a promise of a full response once review is complete.",FALSE,
FDA-2014-P-1343-0005_Citizen_Petition_Partial_Approval_and_Denial_Respo.pdf,10/5/2015,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- Section 505(o)(4) of the Federal Food, Drug, and Cosmetic Act (FD&C Act), 21 U.S.C. § 355(o)(4)
- Drug Safety Communication (DSC) requirements and Safety Labeling Changes guidance","- The FDA determined that the class warning on injectable corticosteroids should not be revised to exclude interlaminar or caudal epidural approaches, as serious neurologic adverse events were associated with all approaches and injection sites.
- FAERS database and published medical literature contain evidence of catastrophic neurologic events (e.g., paraplegia, quadriplegia) resulting from various types of epidural steroid injections (ESIs), not limited to the transforaminal approach.
- The FDA reviewed 131 cases of serious neurologic events, including from interlaminar and caudal injections, some causing permanent harm.
- The Working Group's 17 clinical considerations for safe ESI practice are not endorsed or adopted by the FDA and are meant for the medical community only.
- The FDA reaffirmed the need for a class-wide warning to ensure safe practices across all types of epidural injections.",FALSE,
FDA-2014-P-1353-0003_Denial_Response_from_FDA_CFSAN_to_the_Internationa.pdf,3/9/2015,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Denied,"- 21 CFR 106.91(b)(2) — Stability testing requirement for infant formula
- 21 CFR 106.30(b)(3) — Former stability testing provision
- 21 CFR 107.100 — Nutrient content requirements
- 61 FR 36154 (1996 proposed rule)
- 79 FR 33057 (2014 final rule)
- 21 U.S.C. § 350A (Infant Formula Act amendments)","- The petition lacked sufficient data to demonstrate that current industry practices provide the same assurance of nutrient stability as required under 21 CFR 106.91(b)(2).
- The FDA emphasized the importance of maintaining nutrient content throughout shelf life since infant formula is often the sole source of nutrition during a critical growth period.
- The agency rejected proposed alternative testing (e.g., quarterly testing) as insufficient in scope, lacking clarity, and not comprehensive enough to verify product stability for each formula and aggregate.
- The FDA rebutted claims of excessive cost, arguing that the public health benefit, particularly in avoiding nutrient deficiencies with potentially irreversible harm, outweighed the economic burden.
- The FDA offered to meet with individual manufacturers to review scientifically sound alternative methods if they can demonstrate equivalent assurance of nutrient stability

",FALSE,
FDA-2014-P-1354-0004_Petition_Denial.pdf,2/3/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(b)(1)(A) of the FD&C Act – Substantial evidence of effectiveness
- Section 505(q) of the FD&C Act, 21 U.S.C. § 355(q) – Citizen petition process
- 21 CFR Part 314 – NDA submission and review regulations
- 21 CFR § 314.105, § 314.110, § 314.125, § 314.127, § 314.200, § 314.430 – NDA procedures and public disclosure rules","- The petition requested FDA to refuse to accept or approve any NDA for aripiprazole lauroxil (a new chemical entity) based on only one clinical trial, claiming this did not meet the statutory requirement for “substantial evidence of effectiveness.”
- FDA rejected the request without commenting on the specific NDA, stating that making decisions or disclosures about a pending NDA prior to its formal review would be premature, inappropriate, and potentially a violation of procedural rights.
- FDA explained that statutory protections exist to ensure applicants are given due process if their application is found deficient, and Section 505(q) does not override those protections.
- The Agency emphasized that the scientific evaluation of whether an NDA contains substantial evidence of effectiveness requires case-specific review, and it is not appropriate to pre-judge the adequacy of an unapproved application.
- Therefore, FDA denied the petition without commenting on whether it would accept or approve the Alkermes NDA.",FALSE,
FDA-2014-P-1383-0007_Memorandum_of_suitability_voluntarily_withdrawn_wi.pdf,6/12/2023,,"Center for Drug Evaluation and Research (CDER)
",Withdrawn,Not applicable. ,"- Petition was submitted on August 29, 2014 by Lachman Consultant Services, Inc.
- Remained unresolved for nearly 9 years
- FDA issued a certified letter on March 17, 2023 asking for confirmation of continued interest
- No response was received within 30 days
- As per the GDUFA III commitments, petition was deemed voluntarily withdrawn",FALSE,
FDA-2014-P-1429-0004_Interim_Response_Letter_from_FDA_CFSAN_to_Oliver_B.pdf,3/4/2015,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Governs interim responses to citizen petitions
","- The petition requested that FDA deny or take under advisement GRAS Notice No. GRN 517 (and similar future filings) to classify natamycin as Generally Recognized as Safe (GRAS).
- FDA stated that it has not reached a decision within 180 days of the petition filing due to limited resources and other agency priorities.
- FDA assured that a final response will be issued once the review is complete and invited submission of supplemental materials in the meantime.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1429-0005_Citizen_Petition_Denial_Response_from_FDA_CFSAN_to.pdf,6/22/2015,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Denied,"- 21 CFR § 10.30(e)(3) – Governing response timelines for citizen petitions
- 21 CFR § 101.22(j) – Labeling requirements for food ingredients","- The petitioner claimed to suffer from a serious allergy to natamycin, allegedly from an English muffin.
- FDA found no reliable clinical evidence or documented scientific literature supporting allergic reactions to natamycin in food.
- FDA noted that there is no approved use of natamycin in English muffins or bread products, and such use would require labeling under 21 CFR 101.22(j).
- The information submitted did not substantiate the diagnosis of a natamycin allergy or confirm exposure to natamycin in the product consumed.
- A PubMed literature review showed no reported allergic reactions to natamycin as a drug or food ingredient, and existing evidence of reactions to macrolides at therapeutic doses is not applicable to low-level food exposure.
- FDA concluded that the petition did not provide a valid scientific basis to alter the GRAS process for natamycin.",FALSE,
FDA-2014-P-1562-0003_Interim_Response_from_FDA_CDER_to_the_Institute_fo.pdf,4/3/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Regulation governing interim responses to citizen petitions
","- The petition, submitted on October 8, 2014, requested that the FDA amend the Boxed Warning and Indications sections for the drug Chantix based on new scientific information that had become available since the warning was first required in July 2009.
- FDA stated that it has not reached a decision because the petition raises complex issues that require extensive review and analysis by agency officials.
- In accordance with regulatory policy, the FDA issued this interim response and committed to respond when a final decision has been made.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1562-0004_Petition_Denial_Letter_from_FDA_CDER_to_the_Instit.pdf,12/16/2016,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR 201.57(c)(2) (regarding labeling content)
- Section 505-1 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355-1) (REMS authority)","- FDA agreed with the removal of the boxed warning for serious neuropsychiatric events from the Chantix label due to new data from a postmarket safety outcome trial, which showed no significant increase in risk for most patients.
- However, the FDA denied requests to add occupational restrictions and delete references to certain risk-benefit statements and safety warnings, noting:
- Occupational restrictions fall outside FDA’s regulatory expertise and jurisdiction.
- Neuropsychiatric adverse events will still be addressed in the Warnings and Precautions section.
- Inclusion of a benefit-risk statement in the boxed warning was initially justified to ensure patients understand the benefits of quitting smoking.
- The postmarket trial data superseded earlier observational studies and meta-analyses, which were consequently removed from labeling.
- FDA maintained the patient Medication Guide but removed the REMS requirement
",FALSE,
FDA-2014-P-1569-0003_Petition_Denial_Letter_from_CDER_to_Pharmacists_Pl.pdf,3/31/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 503(b)(1) of the FD&C Act (21 U.S.C. § 353(b)(1)) – Prescription drug definition
- Section 503(b)(3) of the FD&C Act – Authority to reclassify prescription drugs
- 21 CFR § 310.200 – Criteria for removing prescription status
- Combat Methamphetamine Epidemic Act of 2005 (21 U.S.C. § 830) – Related to pseudoephedrine sale restrictions","- FDA concluded the petition did not provide sufficient evidence that Lipitor, Narcan, Chantix, or Viagra are safe and effective for use without a licensed healthcare provider or under pharmacist-only supervision.
- FDA reiterated that it has not established a BTC category, and declined to create one through this petition.
- The petition lacked scientific studies or data supporting exemption of the listed drugs from prescription-only requirements.
- Comparison to pseudoephedrine was rejected because its BTC sale restriction was Congress-mandated under the CMEA, not FDA-initiated.
- Because the evidentiary threshold was not met, FDA did not address the request for dual marketing as both BTC and prescription products. ",FALSE,
FDA-2014-P-1576-0005_Interim_Response_from_CDER_to_Gordon_Johnston_Regu.pdf,3/31/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Governs issuance of interim responses to citizen petitions
","- The petition, submitted on October 9, 2014, requested that the FDA amend the Orange Book to designate Sulfacetamide Sodium Ophthalmic Solution, 10% (ANDA 089560) as a second reference listed drug (RLD).
- FDA issued an interim response stating that it has not yet resolved the issues due to the need to address other Agency priorities.
- The Agency committed to respond to the petition as soon as possible.",FALSE,
FDA-2014-P-1593-0004_Petition_Denial_Response.pdf,2/12/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355(j))
- 21 CFR 314.3
- 21 CFR 314.94(a)(7), (a)(9)
- 21 CFR 314.127(a)(6)(i)
- 21 CFR 320.1(e)
- 21 CFR 320.21(b)(2), 320.21(f)
- 21 CFR 320.22(b), (b)(3), (e), (f)
- 21 CFR 320.24(b), 320.24(b)(6)
- 21 CFR 320.33(c)
- Section 505(j)(2)(A), (j)(4), (j)(8)(B)(i), (j)(8)(C) of the FD&C Act","- FDA concluded that bioequivalence may be considered self-evident for oral solutions like Prepopik under 21 CFR 320.22(b)(3) if they contain the same active ingredients in the same concentrations and dosage form as the RLD, and do not contain excipients that affect absorption or availability.

- FDA does not require in vivo bioequivalence or clinical endpoint studies if a waiver under the statute and regulations applies.

- The need for comparative clinical efficacy studies was rejected due to:
  • Low systemic exposure of the active ingredient and metabolite
  • Reconstitution of Prepopik as an oral solution before use
  • Review process ensures inactive ingredients don’t affect absorption

- In vitro dissolution testing was not required since the product is already dissolved in water before use, making such studies irrelevant.

- FDA disagreed with the petitioners’ claim that Prepopik should be treated as a Narrow Therapeutic Index (NTI) drug, finding no evidence to support such classification. ",FALSE,
FDA-2014-P-1603-0006_Memorandum_of_suitability_voluntarily_withdrawn_wi.pdf,6/12/2023,,Center for Drug Evaluation and Research (CDER),Withdrawn,Not applicable. ,"- Petition was submitted by Zydus Pharmaceuticals (USA) Inc. on August 5, 2014
- Petition unresolved for nearly 9 years
- FDA sent a certified letter on March 17, 2023 requesting a response within 30 days
- No response was received
- As part of FDA’s GDUFA III commitments to resolve outdated petitions, the agency deemed the petition voluntarily withdrawn",FALSE,
FDA-2014-P-1611-0003_Interim_Response_From_CDER_to_the_Southern_Network.pdf,3/9/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) – Governs interim responses to citizen petitions
","- The petition, submitted on September 11, 2014, on behalf of the Southern Network on Adverse Reactions (SONAR), requested that FDA:
1. Add additional psychiatric adverse events to Levaquin’s labeling.
2. Create a separate “Psychiatric Effects” heading in the Warnings and Precautions section, distinct from “Central Nervous System Effects.”
3. Include those psychiatric events in the Boxed Warning.
- FDA stated it has not made a final decision because the petition raises complex issues that require extensive review and analysis by agency officials.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1611-0005_Partial_Approval_and_Partial_Denial_Response_From_.pdf,7/10/2018,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR § 201.57(c) – Requirements for prescription drug labeling
- FDA’s internal “Warnings Guidance” for labeling safety-related events
- Section 505 of the FD&C Act (cited in regulatory context, though not directly named)","- The FDA reviewed postmarket adverse event reports (FAERS) and determined that additional psychiatric adverse reactions (e.g., “nervousness,” “delirium,” and “disturbances in attention”) warranted inclusion in the Warnings and Precautions section for systemic fluoroquinolones, including Levofloxacin
- The FDA found reasonable causal association with several reactions, but stated that terms like “feeling abnormal,” “panic attack,” and “coma” lacked sufficient evidence or were already covered under other headings (e.g., “hypoglycemia”)
- FDA agreed to revise the Central Nervous System Effects section by splitting it into two subsections: Psychiatric Adverse Reactions and Central Nervous System Adverse Reactions, but denied the request to add these terms to the boxed warning, as the current boxed warning already cross-references CNS effects adequately
- The FDA also rejected SONAR's proposed language for the labeling, finding it inconsistent with agency labeling standards.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1615-0004_Petition_Denial_Response_Letter.pdf,2/24/2015,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted.","Center for Drug Evaluation and Research (CDER)
",Denied,"- Federal Food, Drug, and Cosmetic Act (FD&C Act): 21 U.S.C. § 355 (a), (b), (c), (j)(5)(F)(ii), (iii), (iv), (j)(7)
- Orphan Drug Act: 21 U.S.C. § 360aa, 360bb, 360cc
- 21 CFR §§ 314.105, 314.110, 201.57(a)(2), 201.10(c)(5), 299.4(e)","The FDA concluded that:
- Unlike Razadyne ER, Fusilev’s original approval did not require a proprietary name for marketing. The March 7, 2008, approval explicitly allowed marketing with just the established name.
- There was no mutual agreement between Spectrum and FDA to delay marketing until a proprietary name was approved, unlike with Razadyne ER.
- Concerns over potential confusion between levoleucovorin and leucovorin were addressed through labeling and did not prevent the drug from being marketed.
- FDA regulations at the time allowed approval based on draft labeling with minor editorial changes. The proprietary name was not considered a critical deficiency.
- Thus, the original March 7, 2008, approval was legally valid and no revision of the approval date or exclusivity was warranted 
",FALSE,
FDA-2014-P-1622-0012_Interim_Response_From_CDER_to_Genesee_Health_Syste.pdf,3/10/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – FDA’s regulation governing interim responses to citizen petitions
","- The citizen petition, received on September 10, 2014, requested that the FDA amend the Clozapine Risk Evaluation and Mitigation Strategy (REMS) to accommodate for the condition of benign ethnic neutropenia (BEN).
- The FDA issued an interim response stating that the petition raises complex issues requiring extensive review and analysis, and that a final decision would be provided once evaluation is complete
",FALSE,
