File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Review Comments
FDA-2019-P-4261-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"March 4, 2020",Stamped,"Center for Drug Evaluation and Research (CDER)
Specifically: Office of Regulatory Policy","Interim Response
– The FDA has not yet resolved the issues in the petition due to the need to address other agency priorities.",21 CFR 10.30(e)(2),"The Agency explained that the decision on the petition is delayed due to competing priorities and resource constraints.
- FDA assured that a full response will be provided as soon as feasible.",
FDA-2019-P-1594-0145_Sixth_ext_request_on_Nov_14_2023_until_March_1_202.pdf,,"Email exchange on November 13, 2023 and November 14, 2023","Center for Food Safety and Applied Nutrition (CFSAN)
Specifically: Office of Nutrition and Food Labeling, Division of Nutrition Programs","Interim Response / Extension Granted
– The FDA granted an extension to respond to the petition, moving the response deadline to March 1, 2024.",Not Mentioned,"The FDA cited limited resources and competing priorities, including commitments under the White House Strategy on Hunger, Nutrition, and Health.
- Activities like public meetings and listening sessions on reducing added sugar consumption have taken precedence.
- The petition remains a high priority, and the agency intends to respond as soon as feasible.",
FDA-2019-P-6099-0005_Final_Response_from_FDA_CBER_to_Patients_for_Acces.pdf,"September 25, 2020",,Center for Biologics Evaluation and Research (CBER),"Denied
– The FDA denied the citizen petition on the grounds that it requested enforcement actions, which are outside the scope of the citizen petition process.","21 CFR 10.25(a)
- 21 CFR 10.30(e)
- 21 CFR 10.30(k)
- 21 CFR 10.3(a)
- 21 CFR Parts 210 & 211
- 21 CFR Parts 600–680
- Section 501(a)(2)(B) of the FD&C Act (21 U.S.C. § 351(a)(2)(B))
- Section 510(h)(3)-(4) of the FD&C Act (21 U.S.C. § 360(h)(3)-(4))","FDA denied the petition because requests for enforcement actions (e.g., administrative orders or consent agreements) are not proper subjects under the citizen petition process.
- The agency clarified that enforcement decisions are discretionary and governed by internal criteria and processes.
- FDA reiterated that it conducts thorough pre- and post-approval oversight of biologic drugs, including inspections and monitoring under a risk-based framework.
- The specific recall referenced (Kogenate FS) was monitored, classified as Class II, and terminated appropriately, confirming adequate manufacturer response under 21 CFR 7.55(a).",
FDA-2019-P-1198-0009_Interim_Response_Letter_from_FDA_CFSAN_to_KIND_LLC.pdf,"September 10, 2019",,"Center for Food Safety and Applied Nutrition (CFSAN)
Specifically: Office of Nutrition and Food Labeling","Interim Response
– FDA informed the petitioner (KIND LLC) that it had not reached a decision within 180 days and continues to review the matter.",21 CFR 10.30(e)(2),"The petition relates to modernizing the framework for nutrient content claims, part of FDA’s Nutrition Innovation Strategy (NIS).
- FDA acknowledged active work toward this goal, including public engagement and addressing issues like sodium reduction and standards of identity.
- The delay is due to ongoing review efforts and prioritization of NIS goals.",
FDA-2019-P-3232-0005_Determination_That_Prescription_NIX__Permethrin__1.pdf,"September 22, 2022",,Center for Drug Evaluation and Research (CDER),"Denied (Request for Safety/Effectiveness Withdrawal Determination Denied)
– FDA determined that prescription NIX (permethrin 1%) was not withdrawn from sale for reasons of safety or effectiveness and therefore remains on the ""Discontinued Drug Product List"" in the Orange Book."," 21 CFR 314.161
- 21 CFR 314.162
- 21 CFR 310.200(b)
- Section 505(j) and 505(j)(7) of the FD&C Act (21 U.S.C. § 355(j))
- Section 503(b)(1), 503(b)(4)(A), and 503(b)(4)(B) of the FD&C Act (21 U.S.C. § 353(b))","The FDA reviewed its records, literature, and postmarketing adverse event data, and found no evidence indicating that prescription NIX was withdrawn for safety or effectiveness reasons.
- The drug was discontinued when NIX was fully switched from prescription to nonprescription (OTC) status.
- FDA explained that both prescription and OTC versions cannot legally coexist without meaningful clinical differences.
- Marketing NIX as a prescription drug (or a generic referencing it) with the “Rx only” label would be considered misbranding under section 503(b)(4)(B) of the FD&C Act.
- Therefore, ANDA submissions referencing prescription NIX will not be approved.",
FDA-2019-P-5151-0080_Response_Letter_to_GlaxoSmithKline_from_CDER.pdf,"January 15, 2021",,Center for Drug Evaluation and Research (CDER),Denied,"21 CFR § 10.30(e)(2)
- 21 CFR § 10.25(a)
- Section 505(d) of the FD&C Act (21 U.S.C. 355(d))
- 21 CFR § 314.50
- 21 CFR § 201.56, § 201.57, § 201.100(c)
- 21 CFR § 314.80(a), (b), (c), and (j)
- 21 CFR § 314.81
- Section 505(k), 505(o)(4), and 505(o)(2)(A) of the FD&C Act
- 21 CFR § 314.3(b), § 314.70 (b) and (c)
- 21 CFR § 314.110(a)
- 21 CFR § 314.125(b)(6) and (8)","The petition was denied because it posed a hypothetical question—requesting FDA to assess four specific categories of information concerning Zofran without considering other relevant and more recent data.
- FDA emphasized that safety-related labeling reviews are based on all relevant information, not limited or selective data.
- Reviewing this petition would divert scientific staff from ongoing reviews and critical public health tasks.
- The Agency reaffirmed its regulatory process for assessing safety-related labeling and noted that the labeling is determined through an iterative, science-based review of the entire body of evidence.",
FDA-2019-P-6099-0004_Interim_Response_from_FDA_CBER_to_Public_Citizen.pdf,"June 8, 2020",,Center for Biologics Evaluation and Research (CBER),"Interim Response
– The FDA has not yet reached a decision on the petition due to the existence of other priorities.",21 CFR 10.30(e)(2)," The Agency cited competing priorities as the reason for the delay.
- FDA confirmed that it would respond when a decision on the request had been reached.",
,,,,,,,
FDA-2019-P-2124-0022_Denial_letter_for_Petition_for_Reconsideration_fro.pdf,"July 17, 2020",,Center for Devices and Radiological Health (CDRH),"Denied
– The FDA denied the Petition for Administrative Reconsideration related to the denial of the De Novo classification request for the Srilas 7 device.","21 CFR 10.33
- Section 513(a)(1) of the FD&C Act (21 U.S.C. § 360c(a)(1))
- 21 CFR 10.33(b) and 10.33(d)","The petition failed to meet the threshold requirement under 21 CFR 10.33(d): it did not show that relevant information or views were not adequately considered in the initial denial.
- The petitioner merely disagreed with the decision without demonstrating overlooked or misinterpreted evidence.
- Requests related to NSR designation and breakthrough device status were considered outside the scope and untimely.
- There was no basis found for granting the petition in the public interest or in the interest of justice.",
FDA-2019-P-2038-0063_Petition_Denial_Letter_from_FDA_CDRH_to_American_D.pdf,"May 30, 2019",Stamped,Center for Devices and Radiological Health (CDRH),"Denied
– The FDA denied the request to initiate enforcement action against SmileDirectClub, LLC, stating such enforcement requests are not within the scope of the citizen petition process.","21 CFR 10.30(k)
- 21 CFR 10.45","FDA explained that enforcement action requests fall outside the scope of the citizen petition process and are at the discretion of the agency.
- The denial does not constitute final administrative action.
- FDA stated it takes complaints seriously and will evaluate the matter to determine appropriate follow-up.",
FDA-2019-P-5237-0005_Letter_from_FDA_CDER_to_Aurobindo_Pharma_Limited.pdf,"September 8, 2020",,Center for Drug Evaluation and Research (CDER),Approved (Petition Granted) — The FDA agreed to select ANDA 090227 (Sandoz Inc.) as the new reference standard for amoxicillin and clavulanate potassium extended-release tablets (1000 mg / 62.5 mg).,"Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 21 CFR § 314.161(a)(1)
- 21 CFR § 314.122(c)
- 21 CFR § 314.127(a)(11)","The current reference listed drug (Augmentin XR) was found to be unavailable in the market.
- FDA reviewed commercial and regulatory data confirming market unavailability and affirmed that ANDA 090227 (Sandoz) is therapeutically equivalent and the current market leader.
- Selecting a generic drug as the reference standard is permissible when the RLD is no longer marketed, ensuring consistent bioequivalence testing.",
FDA-2019-P-3232-0006_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"September 22, 2022",,"Center for Drug Evaluation and Research (CDER)
Specifically: Office of Regulatory Policy","Denied — FDA determined that Nix (permethrin) 1% topical crème rinse (NDA 019435) was not withdrawn from sale for reasons of safety or effectiveness, but clarified that ANDAs referencing it would be misbranded and not approved","Section 503(b)(1) and 503(b)(4)(B) of the FD&C Act
- 21 CFR § Not Cited Explicitly in this letter (but mentioned in similar determinations)","FDA found no evidence that prescription Nix was withdrawn due to safety or effectiveness concerns.
- The prescription version was replaced by a nonprescription (OTC) version under NDA 019918.
- Because there is no meaningful difference between the OTC and Rx versions, labeling any product referencing the old NDA with ""Rx only"" would result in misbranding under 503(b)(4)(B).
- Therefore, ANDA submissions referencing NDA 019435 will not be approved",
FDA-2019-P-0417-0013_Response_Letter_from_FDA_CDER_to_Scilex_Pharmaceut.pdf,"December 14, 2022",,Center for Drug Evaluation and Research (CDER),"Denied
– The FDA denied the citizen petition because the requested regulatory actions concerning lidocaine-containing OTC patch products should instead be submitted through a newly defined process under the OTC Monograph Reform (OMOR).","Section 505G of the FD&C Act (21 U.S.C. § 355h)
- Section 503(b)(1) (21 U.S.C. § 353(b)(1))
- Section 201(p)(1) (21 U.S.C. § 321(p)(1))
- Section 505G(b)(5) and (q)(3)
- Section 744L(7) (21 U.S.C. § 379j-71(7))","FDA noted that the enactment of the CARES Act (March 2020) introduced a new framework for evaluating OTC drug monographs under section 505G.
- Because Scilex requested relief consistent with an OTC monograph order, the correct pathway is through an OMOR (Over-the-Counter Monograph Order Request), not a citizen petition.
- Therefore, the petition was denied as procedurally inappropriate, though FDA provided guidance on how to pursue the request through the OMOR process.",
FDA-2019-P-6044-0006_Agency_Response_Letter_from_FDA_CDER_to_Latham_and.pdf,"April 24, 2020",Date from e-signature,Center for Drug Evaluation and Research (CDER),"Denied
– The FDA denied the petition’s request to delay approval of any ANDAs referencing Xeljanz XR (tofacitinib extended-release tablets) based on bioequivalence concerns with an alternative comparator.","21 CFR 314.94(a)(7)
- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.127(a)(6)
- 21 CFR 320.24","FDA reviewed data submitted in the citizen petition, including pharmacokinetic data comparing Xeljanz XR and another product, and determined that no new safety or efficacy concerns were raised.
- FDA noted that it evaluates ANDAs on a case-by-case basis and has mechanisms to ensure appropriate therapeutic equivalence.
- The Agency stated that the petition did not justify delaying approvals, and such actions would be inconsistent with FDA’s statutory obligations under the Hatch-Waxman Amendments.",
FDA-2019-P-1351-1251_Letter_from_Law_Office_of_Alan_Dumoff.pdf,"April 22, 2020",,"Center for Drug Evaluation and Research (CDER)
Specifically from the Office of Unapproved Drugs and Labeling Compliance, Division of Compounded Drugs, under the Office of Compliance","Meeting Request Denied — This was not a final decision on the petition itself, but a denial of a meeting request submitted as part of the citizen petition process regarding bulk drug substances under Section 503A.","Section 503A of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 C.F.R. § 10.30(h)
- 21 C.F.R. § 10.65(a), (c), (d), (e)
- 21 U.S.C. § 355(b)(5)(B) (mentioned by petitioner, not cited by FDA)"," FDA explained it receives many such stakeholder meeting requests but generally does not meet individually with petitioners, and instead relies on publicly available information in the petition docket.
- Petitioners argued this contradicted 21 C.F.R. §§ 10.30 and 10.65, which describe opportunities for meetings, but FDA reiterated its policy preference for written exchanges",
FDA-2019-P-3903-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"February 12, 2020",Stamped,"Center for Drug Evaluation and Research (CDER)
– Specifically from the Office of Regulatory Policy",Interim Response — The FDA has not yet reached a final decision on the citizen petition., 21 CFR 10.30(e)(2),"The FDA stated that it was unable to reach a decision on the petition due to the need to address other Agency priorities.
- The response was provided in accordance with regulations governing citizen petitions",
FDA-2019-P-5151-0069_Response_Letter_from_FDA_OSPOP_ORA_to_Robert_K__Je.pdf,"February 21, 2020",,Office of Strategic Planning and Operational Policy (OSPOP) within the Office of Regulatory Affairs (ORA),"Denied (Request for Testimony) — FDA denied the request for deposition testimony of two FDA employees in relation to the pending citizen petition regarding Zofran, though the petition itself remains pending and was not addressed in this letter.","21 CFR § 20.1
- 21 CFR §§ 10.30(h)(1), 10.65(c)
- 21 U.S.C. § 393
- 5 U.S.C. § 552 (referenced in FOIA context)","The request did not meet the criteria under 21 CFR § 20.1, which requires that requested testimony must: (1) be in the public interest, (2) promote the FD&C Act’s objectives, and (3) advance the FDA's mission.
- FDA explained that granting such requests could divert staff from core public health responsibilities, and emphasized that it retains sole discretion over testimony decisions under 21 CFR § 20.1(c).
- FDA clarified that meetings with petitioners or third parties are allowable under current regulations, and invitations for such meetings remain open.",
FDA-2019-P-1594-0143_Fourth_ext_request_on_May_23_2022_until_May_26_202.pdf,,"Email exchange on May 23, 2022 and May 25, 2022",Center for Food Safety and Applied Nutrition (CFSAN),"Other – Extension Granted
The FDA requested and was granted a one-year extension (until May 26, 2023) to complete its review of the petition.",Not Mentioned," FDA cited limited staffing and competing priorities, including other health and qualified health claim petitions, as reasons for needing additional time to complete the review.
- The petitioner acknowledged these constraints and formally agreed to the extension request",
FDA-2019-P-1594-0144_Fifth_ext_request_on_May_22_2026_for_6_months_unti.pdf,,"Exmail exchange May 22, 2023 and May 23, 2023",Center for Food Safety and Applied Nutrition (CFSAN),"Other – Extension Granted
The FDA granted a 6-month extension for responding to the citizen petition submitted on behalf of Danone North America regarding a qualified health claim for yogurt and reduced risk of diabetes.",Not Mentioned,"The FDA noted that ~27 new studies (2019–2023) related to yogurt and diabetes need to be reviewed.
- The agency cited limited resources and competing priorities (e.g., COVID-19, infant formula shortage) causing delays.
- Multiple levels of review, including external to the office, were also listed as a challenge to timely completion",
FDA-2019-P-4261-0004_Approval_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"May 14, 2020",,Center for Drug Evaluation and Research (CDER),Approved — The FDA granted the citizen petition to designate a new reference standard.,"Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 21 CFR § 314.161
- 21 CFR § 314.122
- 81 FR 69580 at 69619 (October 6, 2016)","The current reference standard, Gris-PEG (NDA 050475), is no longer commercially available.
- FDA determined that ANDA 204371, held by Mountain LLC, is therapeutically equivalent and is the current market leader.
- As per regulatory precedent and statutory provisions, FDA may select a therapeutically equivalent ANDA as a reference standard when the RLD is unavailable",
FDA-2019-P-3903-0004_Approval_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"July 31, 2020",,Center for Drug Evaluation and Research (CDER),"Approved — FDA granted the petition to designate lidocaine HCl oral solution 2% (ANDA 040014, Hi-Tech Pharmacal Co. Inc.) as a new reference standard.","Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 81 FR 69580, 69619 (Oct. 6, 2016)","The current reference standard (ANDA 040708 by Lannett Company, Inc.) is no longer commercially available.
- The Hi-Tech Pharmacal product is therapeutically equivalent and identified as the market leader.
- Regulatory precedent allows FDA to designate a generic drug as a reference standard when the RLD is unavailable",
FDA-2019-P-4515-0005_Letter_from_FDA_CDER_to_Foley___Lardner_LLP.pdf,"September 16, 2020",,Center for Drug Evaluation and Research (CDER),Approved — The FDA granted the petition to designate propranolol hydrochloride tablets (80 mg) under ANDA 070178 (Watson Laboratories Inc.) as the new reference standard.,"Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 81 FR 69580, 69619 (Oct. 6, 2016)","The previous reference standard (ANDA 071976 by Impax Laboratories) is no longer commercially available.
- The new product (ANDA 070178 by Watson) is therapeutically equivalent and currently the market leader.
- FDA determined that selection of a therapeutically equivalent ANDA as a reference standard is appropriate when the RLD is unavailable",
FDA-2019-P-3109-0006_Approval_Letter_from_FDA_CVM_to_Noble_Pharma__LLC.pdf,No date,"GPT says: No explicit date on the letterhead, but the petition date is June 24, 2019 and amendment date July 18, 2019. Approval likely followed shortly thereafter. (Date of response not explicitly stated: Not Mentioned)",Center for Veterinary Medicine (CVM) — Office of New Animal Drug Evaluation,Approved — The FDA approved the suitability petition to allow submission of an ANADA (Abbreviated New Animal Drug Application) for a generic pyrantel pamoate and praziquantel chewable tablet differing in dosage form from the RLNAD,"Section 512(n)(3) of the FD&C Act
- Section 512(n)(3)(C) of the FD&C Act
- 21 CFR 514.5","The change in dosage form (from compressed pork liver tablet to extruded chicken liver flavored tablet) qualifies under a suitability petition and does not require new safety or efficacy investigations.
- Labeling changes will be reviewed during ANADA submission review",
FDA-2019-P-1679-0052_Change_of_Address_Letter_from_Braeburn_Inc.pdf,"May 23, 2019",,"Not Mentioned — This document is a notice submitted by petitioner’s counsel, not a response from the FDA.","Other – Notice of Change of Address submitted by petitioner’s legal counsel (Scott M. Lassman on behalf of Braeburn, Inc.)",Not Mentioned,"The purpose of this letter is solely to notify the FDA of an updated mailing address for petitioner’s legal representative, and request that all future correspondence be directed accordingly",
,,,,,,,
FDA-2019-P-5048-0005_Interim_Response_Letter_from_FDA_CDRH_to_Epstein_B.pdf,"April 27, 2020",,Center for Devices and Radiological Health (CDRH),Interim Response — The FDA has not yet reached a decision and will respond fully after further review and analysis.,21 CFR § 10.30(e)(2),"The petition raised complex issues that require further review and analysis by FDA officials.
- Therefore, FDA could not issue a decision at the time of the interim response and acknowledged this procedural step in accordance with regulatory requirements",
FDA-2019-P-4362-0008_Citizen_Petition_Approval_letter_from_FDA_CDER_to_.pdf,No date,"Not Explicitly Stated — The document lacks a clearly printed date of issuance. The petition was received on September 17, 2019, but no official FDA response date is provided.","Center for Drug Evaluation and Research (CDER) — Specifically, the Office of Generic Drugs","Approved — FDA approved the petition to allow submission of an ANDA for Cefazolin Sodium for Injection, EQ 3 grams base/vial, differing in strength from the listed reference drug","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)
- Section 505(j)(2)(A), (B), and (A)(iv) of the Act","The change in strength (from 1g to 3g) does not raise safety or effectiveness concerns.
- The proposed drug product shares the same use, dose, dosage form, and route of administration as the listed drug.
- The proposed change aligns with current labeling and, if shown bioequivalent, would have the same therapeutic effect.
- No significant labeling changes or new investigations are required",
FDA-2019-P-3022-0008_Approval_Letter_from_FDA_CDER_to_Foley___Lardner_L.pdf,No date,"Not Explicitly Stated — The document confirms petition receipt on June 24, 2019, and amendment dated July 14, 2020, but does not state a final response date.",Center for Drug Evaluation and Research (CDER) — Office of Generic Drugs,"Approved — FDA approved the petition to allow submission of an ANDA for Rivaroxaban Capsules, changing dosage form from tablets to capsules","Section 505(j)(2)(C) of the FD&C Act
- 21 CFR 314.93, including 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)
- Section 505(j)(2)(A), (B), and (A)(iv)
- Section 505B (PREA) of the FD&C Act","The dosage form change from tablet to capsule does not raise safety or effectiveness concerns.
- Use, dose, and route of administration are the same as the listed drug.
- The change is consistent with existing labeling.
- FDA waived pediatric study requirements under PREA due to impracticality.
- Bioequivalence must still be demonstrated in the ANDA process",
FDA-2019-P-4363-0008_Citizen_Petition_Approval_letter_from_FDA_CDER_to_.pdf,No date,"	Not Mentioned — The letter acknowledges receipt of the petition on September 17, 2019, but does not provide an explicit date of the response.",Center for Drug Evaluation and Research (CDER) — Office of Generic Drugs,"Approved — The FDA approved the petition to allow submission of an ANDA for Cefazolin Sodium for Injection, EQ 2 grams base/vial (strength change from EQ 1 gram base/vial)","Section 505(j)(2)(C) of the FD&C Act
- 21 CFR 314.93 and 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)
- Section 505(j)(2)(A), (B), and (A)(iv) of the Act","The change in strength does not pose questions of safety or effectiveness.
- The proposed product has the same use, dose, dosage form, and route of administration as the listed product.
- The change is consistent with existing labeling and does not necessitate significant labeling changes or new investigations.
- Approval of the petition allows ANDA submission, but does not guarantee ANDA approval — that is determined after ANDA review",
FDA-2019-P-5440-0003_Interim_response_letter_from_FDA_CDER_to_Diane_Kra.pdf,"October 1, 2020",,Center for Drug Evaluation and Research (CDER) — Office of Regulatory Policy,Interim Response — The FDA has not yet made a decision regarding the petition.,21 CFR 10.30(e)(2),"The petition requested a new indication for modafinil (Provigil) for managing multiple sclerosis-related fatigue, including changes to the product labeling and dosage instructions.
- The FDA was unable to reach a decision due to other Agency priorities, and issued this interim response in compliance with citizen petition regulations",
FDA-2019-P-4830-0014_Interim_Response_Letter_from_FDA_CDER_to_Ipsen_Bio.pdf,"April 9, 2020",,Center for Drug Evaluation and Research (CDER) — Office of Regulatory Policy,Interim Response — The FDA has not yet resolved the issues raised in the petition due to the complexity of the request and the need for further analysis,21 CFR 10.30(e)(2) — Citizen petition regulations allowing interim response when a final decision cannot yet be made,"The petition requested that FDA require ANDAs for generic versions of Somatuline Depot (lanreotide acetate) to include in vivo bioequivalence studies.
- FDA stated it could not yet decide due to the complex nature of the issues, requiring further review and analysis by Agency officials",
FDA-2019-P-4962-0005_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"March 25, 2021",,Center for Drug Evaluation and Research (CDER) — Office of Regulatory Policy,Interim Response — The FDA acknowledged the petition and stated they are actively working to address the request; no final decision had been made yet,"Reference to section 505(b)(2) of the Federal Food, Drug & Cosmetic Act (FDCA) concerning approval standards","The agency explained that the regulatory standard for determining therapeutic equivalence (TE) differs from the standard for approving a 505(b)(2) application.
- The FDA emphasized the complexity and is still reviewing the request for assigning an ‘AP’ rating to Fresenius’s Glucagon for Injection",
FDA-2019-P-0916-0005_Response_Letter_from_FDA_to_Felix_Pharmaceuticals_.pdf,No date,"Not Explicitly Stated — The document does not include a formal date header, but refers to the petition as being dated February 25, 2019 and notes that a copy will be placed on public display, implying recent approval.",Center for Veterinary Medicine (CVM) — Office of New Animal Drug Evaluation,Approved — The FDA approved the suitability petition for a generic compressed chewable tablet version of praziquantel,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 514.5 (presubmission conference recommendation)","The proposed dosage form changes were deemed appropriate for review under a suitability petition.
- The FDA found that additional investigations to demonstrate safety and effectiveness were not required",
FDA-2019-P-5833-0008_Letter_from_FDA_CDER_to_Archway_Apothecary__LLC.pdf,"June 2, 2020",,Center for Drug Evaluation and Research (CDER) — Office of Regulatory Policy,Interim Response — FDA has not yet reached a decision on the petition due to other agency priorities,21 CFR 10.30(e)(2) — Regulation governing FDA’s interim responses to citizen petitions,"FDA stated the delay is due to the need to address other agency priorities.
- The agency acknowledged the petition's request regarding Nicotinamide Adenine Dinucleotide on the Section 503A bulk drug substances list",
FDA-2019-P-5922-0013_Interim_Response_Letter_from_FDA__CTP_to_Respira_T.pdf,"May 5, 2020",,Center for Tobacco Products (CTP) — Office of Regu,Interim Response — The FDA has not yet resolved the issues raised in the citizen petition,21 CFR 10.30(e)(2) — FDA's regulation governing interim responses to citizen petitions,"The petition raises significant and complex issues requiring extensive review and analysis by agency officials.
- FDA acknowledged receipt of the petition and committed to respond once a decision is reached",
FDA-2019-P-6100-0033_Letter_from_American_Association_of_Tissue_Banks_t.pdf,"June 4, 2020",,Center for Biologics Evaluation and Research (CBER),Interim Response — FDA has not yet reached a resolution on the petition regarding human acellular dermal matrices (ADMs) in breast reconstruction,21 CFR § 10.30(e)(2)(4) — Pertains to interim responses to citizen petitions and specifying timelines for a final response,"The FDA stated it had not yet reached a resolution on the matter and would respond once a decision is made.
- AATB highlighted the lack of stakeholder representation in prior advisory meetings and miscommunication regarding regulatory oversight, expressing concerns over the process used by FDA to evaluate ADMs",
FDA-2019-P-0941-0005_Letter_from_FDA_CVM_to_Schafer_Veterinary_Consulta.pdf,"May 15, 2019",Date from e-signature,"Center for Veterinary Medicine (CVM), Office of New Animal Drug Evaluation",Approved – The suitability petition was approved to submit an Abbreviated New Animal Drug Application (ANADA) for a generic version of praziquantel/pyrantel pamoate,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- Section 512(n)(3)(C) of the Act
- 21 CFR 514.5","The FDA determined that the proposed changes from the Reference Listed New Animal Drug (RLNAD)—Drontal® tablets for cats—were allowable under a suitability petition. The agency concluded that these changes did not require additional investigations to demonstrate safety or effectiveness for the proposed intended uses. Therefore, the petition was approved under section 512(n)(3)(C) of the Act",
FDA-2019-P-1911-0002_Acknowledgment_Letter_from_FDA_DDM_to_Keller_and_H.pdf,"April 22, 2019",,"Division of Dockets Management, Office of the Executive Secretariat (OES)","Acknowledgment of receipt — the petition was accepted for filing, but no decision on the substantive merits was made.",Not Mentioned,"The letter clarifies that the acceptance of the petition for filing is purely procedural and does not imply any decision regarding the substantive merits of the petition, which sought to amend the regulation defining ""dietary fiber"" to include Gum Acacia.",
FDA-2019-P-5151-0077_Interim_Response_Letter_from_FDA_CDER_to_GlaxoSmit.pdf,"April 27, 2020",,Center for Drug Evaluation and Research (CDER),Interim Response (decision pending),21 CFR 10.30(e)(2),The FDA has not resolved the issues raised due to the need to address other Agency priorities. The interim response complies with regulations that require the agency to communicate the status when a decision has not yet been reached.,
,,,,,,,
FDA-2019-P-1534-0002_Acknowledgment_Letter_from_FDA_DDM_to_American_Ass.pdf,"April 1, 2019",,"Division of Dockets Management, Office of the Executive Secretariat (OES)",Acknowledgment of Receipt — The petition was accepted for filing. No substantive decision was made.,Not Mentioned,The letter states that acceptance of the petition for filing is a procedural matter and does not indicate any decision on the substantive merits of the petition regarding the Mifeprex regimen and REMS requirements.,
FDA-2019-P-1566-0005_Letter_from_FDA_CVM_to_Nobel_Pharma__LLC.pdf,"June 25, 2019",Date from e-signature,"Center for Veterinary Medicine (CVM)
Office of New Animal Drug Evaluation",Denied,"Section 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act

21 CFR Part 10 – Procedures for reconsideration

21 CFR 10.22 – Format for submissions

21 CFR 10.33(e) – Limitations on requests for reconsideration

21 CFR 10.25(a) – New petition submission guidance ","The petition proposed a generic ivermectin and pyrantel chewable with an additional score, differing from the Reference Listed New Animal Drug (RLNAD), Heartgard® Plus.

The proposed change in scoring was determined to affect product safety and effectiveness, thus requiring new data to support the change.

The change in flavor (from beef to poultry) and chewable hardness were deemed not significant enough to warrant a suitability petition.

Therefore, the request did not meet the criteria under section 512(n)(3)(C) for approval without additional data.",
FDA-2019-P-1594-0140_Second_ext_request_Attachment.pdf,"May 25, 2021",,Center for Food Safety & Applied Nutrition (CFSAN),Other – Request for 1-year extension to complete review,Not Mentioned,"The FDA cited ongoing resource constraints due to prioritization of activities related to the COVID-19 pandemic. These high-priority demands were diverting time and resources from regular duties. Despite this, the FDA indicated that it was still working on food labeling matters, including the petition concerning yogurt and type 2 diabetes, and proposed an extension to complete the review by May 26, 2022",
FDA-2019-P-5268-0015_Interim_Response_Letter_from_FDA_CDER_to_Public_Ci.pdf,"May 4, 2020",,Center for Drug Evaluation and Research (CDER),Interim Response – Decision not yet reached,21 CFR 10.30(e)(2),The FDA has not yet resolved the issues raised in the citizen petition because it involves complex matters requiring extensive review and analysis. The interim response is provided in compliance with regulatory procedures pending a final decision,
FDA-2019-P-2853-0004_Final_Response_from_FDA_CDER_to_Fresenius_Medical_.pdf,"September 18, 2020",,Center for Drug Evaluation and Research (CDER),Dismissed as moot,The Orange Book (Approved Drug Products With Therapeutic Equivalence Evaluations),"The FDA explained that since the submission of the petition, it had already updated the Orange Book to designate each of Fresenius Medical Care North America's Delflex Peritoneal Dialysis Solution products (1.5%, 2.5%, and 4.25% Dextrose under NDA 018883 and NDA 020171) as both a Reference Listed Drug (RLD) and a Reference Standard (RS). Therefore, the requested action had already been taken, rendering the petition moot and leading to its dismissal",
FDA-2019-P-4281-0007_Interim_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,"March 18, 2020",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response — The FDA has not yet resolved the issues raised due to their complexity and the need for extensive review and analysis,"21 CFR § 10.30(e)(2) (citizen petition interim response provision)
- 21 USC § 352 (misbranding under FD&C Act)
- 21 USC § 374(a) [FD&C Act § 704(a)] (inspections)
- 21 USC § 375(b) [FD&C Act § 705(b)] (public information)","The FDA explained that it has not reached a decision because the petition raises complex issues requiring extensive review and analysis. The petition requested actions regarding ranitidine products, including recalls, investigations, public communication, guidance on disposal, and regulatory reform for independent testing",
