File Name,Date of Response,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response
FDA-2020-P-2247-0023_Final_Response_Letter_from_FDA_CDER_to_Boehringer_.pdf,"February 23, 2024",Center for Drug Evaluation and Research (CDER),Denied,"21 CFR 10.30(e)(2); Section 351(k) of the Public Health Service Act (42 U.S.C. 262(k)); Sections 505(b)(2), 505(j), 505(j)(2)(C), 505(j)(5)(B)(iv), 505(j)(5)(B)(v), 505(b)(4)(B), 505(j)(2)(D)(ii), and 505(j)(7) of the Federal Food, Drug, and Cosmetic Act (FD&C Act); 21 CFR 314.94(a)(6), 21 CFR 314.94(a)(9)(iii), 21 CFR 320.22(b)(1)(i), 21 CFR 320.22(d)(2), 21 CFR 207.35, 21 CFR 210.3(b)(16)","The FDA denied the petition because adopting the proposed interpretation of 'strength' as only 'total drug content' without regard to concentration could disrupt well-established regulatory practices, including those related to therapeutic equivalence evaluations, abbreviated applications, and exclusivity determinations. The Agency reaffirmed that concentration is an integral component of 'strength' for parenteral drug products and argued that differences in concentration can affect safety, efficacy, and pharmacokinetics. The existing interpretation supports consistency, predictability, and scientific validity across product evaluations and regulatory pathways."
FDA-2020-P-2276-0011_Interim_Response_Letter_from_FDA_CFSAN_to_Environm.pdf,Not explicitly stated (only the year 2021 is visible),Center for Food Safety and Applied Nutrition (CFSAN),Interim Response – No decision yet,"21 CFR 10.30(e)(2), 21 CFR Part 189, 21 CFR 165.110",The FDA indicated it had not yet reached a decision on the petition due to other agency priorities and limited resources. The agency acknowledged receipt of the petition and committed to notify the petitioner once a final decision has been made.
FDA-2020-P-2289-0005_Response_Letter_from_FDA_CDRH_to_James_N__Czaban__.pdf,"December 5, 2022",Center for Devices and Radiological Health (CDRH),Denied,"21 CFR 10.30(e), 21 CFR 801.4, 21 CFR 201.128, 21 CFR 878.4040, 5 U.S.C. § 704","The FDA denied the petition requesting confirmation that 'Daily-Wear Uniform Scrubs' with or without antimicrobial components are not 'devices' under the FDCA. FDA maintained that whether a product qualifies as a device depends on its intended use, which is evaluated based on labeling, marketing claims, and distribution circumstances. The agency concluded that issuing new rulemaking or guidance was unwarranted due to limited resources and existing mechanisms for case-by-case determinations. The request to prohibit future enforcement actions was also denied as being outside the scope of the citizen petition process."
FDA-2020-P-2296-0026_Interim_response_from_FDA_CDER_to_Parenteral_Techn.pdf,"February 2, 2023",Center for Drug Evaluation and Research (CDER),Interim Response – No decision yet,Not Mentioned,"FDA stated that it has not yet reached a decision on the petition due to the complexity of the issues involved, which require extensive review and analysis. The agency acknowledged ongoing work on the petition and referred the petitioner to the FDA’s Annual Forecast for Planned Monograph Activities, which includes pediatric acetaminophen dosing as a planned initiative."
FDA-2020-P-2299-0002_Acknowledgment_Letter_from_FDA_DMS_to_Zydus_Pharma.pdf,"December 14, 2020","Dockets Management Staff (DMS), Office of Operations",Acknowledgment – No decision made,Not Mentioned,The letter acknowledges receipt of the petition and assigns a docket number (FDA-2020-P-2299). It explicitly states that acceptance of the petition for filing is a procedural matter and does not reflect an agency decision on the substantive merits of the petition.
FDA-2020-P-2301-0004_Response_Letter_from_FDA_CDER_to_Alpha_Cognition_U.pdf,"May 27, 2021",Center for Drug Evaluation and Research (CDER),Approved,21 U.S.C. 355(j); 21 CFR 314.3(b); 21 CFR 314.94(a)(3); 21 CFR 314.161; 21 CFR 314.122,"FDA approved the petition to select a new reference standard for Galantamine Hydrobromide oral tablets (Eq 4 mg base) due to the current standard, Razadyne, being unavailable in the market. FDA chose ANDA 077604, held by Yabao Pharmaceutical Co. Ltd., as the new reference standard. This decision was based on its therapeutic equivalence to the original RLD and its market leadership, ensuring continuity in bioequivalence testing for ANDA applicants."
FDA-2020-P-2304-0005_Determination_from_FDA_CDER_to_Fresenius_Kabi_USA_.pdf,"April 26, 2021",Center for Drug Evaluation and Research (CDER),Denied,Not Mentioned,"FDA determined that sodium chloride 14.6%, 50 mEq/20 mL, in plastic containers was not withdrawn from sale for reasons of safety or effectiveness. As a result, it will remain listed in the 'Discontinued Drug Product List' section of the Orange Book."
FDA-2020-P-2312-0005_Final_Response_Letter_from_FDA_CVM_to_Covington___.pdf,"November 2, 2023",Center for Veterinary Medicine (CVM),Denied,21 U.S.C. 360b(d)(1)(I); 21 U.S.C. 360b(e)(1); 21 CFR 500.88; 21 CFR 500.82; 21 CFR 500.86; 5 U.S.C. 554(e); 5 U.S.C. 551(6); 21 CFR 10.25(b); 21 CFR 10.3(a); 21 CFR 514.200(c)(1),"The FDA concluded that finalizing the proposed order to revoke the approved regulatory method for carbadox was lawful and justified under the FD&C Act, APA, agency regulations, and due process. The agency determined that the method was inconsistent with regulatory requirements, particularly because it was not published in the Federal Register and was inadequate to detect carcinogenic residues. The FDA emphasized that due process is satisfied because Phibro retains the right to market carbadox and will be given a future opportunity to request a hearing upon issuance of a notice of opportunity for hearing (NOOH) to withdraw drug approvals. The decision to issue a declaratory order was made to resolve uncertainty and was supported by administrative law principles and relevant court precedents."
FDA-2020-P-2313-0005_Final_Response_Letter_from_FDA_CVM_to_Covington___.pdf,"November 3, 2023",Center for Veterinary Medicine (CVM),Denied,"21 CFR 10.35(e), 21 U.S.C. 360b(d)(1)(I), 21 CFR 500.82(b), 21 CFR 500.86, 21 CFR 530.11(b), 21 U.S.C. 348(c)(3)(A), 21 U.S.C. 379e(b)(5)(B), 21 U.S.C. 321(p), 21 CFR 558.450(e)(3)","The FDA determined that a stay is not in the public interest and fails three of the four required factors under 21 CFR 10.35(e). The petition did not demonstrate irreparable harm, sound public policy, or warrant delay. Specifically, carbadox remains marketable and constitutes a minor portion of Phibro’s revenue; public policy demands strict adherence to the Delaney Clause requiring no carcinogenic residues in edible tissues; and Phibro has had over a decade to conduct the necessary studies to support its claims. Therefore, the agency denied the stay petition."
FDA-2020-P-2317-0004_Response_Letter_from_FDA_CDER_to_Baxter_Healthcare.pdf,"June 7, 2021",Center for Drug Evaluation and Research (CDER),Denied,Not Mentioned,"FDA determined that QUELICIN PRESERVATIVE FREE (succinylcholine chloride) Injection (20 mg/mL, 50 mg/mL, and 100 mg/mL) was not withdrawn from sale for reasons of safety or effectiveness. Therefore, the products will remain listed in the 'Discontinued Drug Product List' section of the Orange Book."
FDA-2020-P-2318-0002_Acknowledgment_Letter_from_FDA_DMS_to_Lachman_Cons.pdf,"December 21, 2020","Dockets Management Staff (DMS), Office of Operations",Acknowledgment – No decision made,Not Mentioned,The letter acknowledges receipt of the citizen petition regarding Vancomycin Hydrochloride for Oral Solution EQ 125 mg (base)/5 mL and assigns docket number FDA-2020-P-2318. It clarifies that acceptance for filing is procedural and does not reflect any decision on the substantive merits of the petition.
FDA-2020-P-2322-0004_Final_Response_to_Covington___Burling_LLP_from_FDA.pdf,"December 30, 2022",Center for Drug Evaluation and Research (CDER),"Dismissed in part, Denied in part","21 U.S.C. 381(d)(2); 21 CFR 10.25(a); 64 FR 67720 (Dec. 3, 1999); 21 CFR §§ 203.10-203.12","The FDA dismissed the request to withdraw the Insulin Reimportation RFP as moot because HHS had already withdrawn the RFP and associated documents. The remaining requests were denied because they either did not constitute appropriate subjects of a citizen petition under 21 CFR 10.25(a) or because creating new procedures for drug reimportation under section 801(d)(2) would not be a prudent use of FDA resources given its limited applicability. The FDA emphasized that existing regulations already address this statutory provision, and future changes, if considered, could be addressed through new petitions."
FDA-2020-P-2353-0003_Interim_Response_Letter_from_FDA_CBER_to_UCSF_Sena.pdf,"April 18, 2023",Center for Biologics Evaluation and Research (CBER),Interim Response – No decision yet,21 CFR 10.30(e)(2),"FDA stated that it has not yet reached a decision on the petition due to the complexity of the issues raised regarding live microbiome-based treatments for Clostridium difficile. The agency acknowledged the request to consider existing data as sufficient for approval and to avoid requiring further placebo-controlled trials, but further review and analysis are required before a final decision can be made."
FDA-2020-P-2357-0018_Response_Letter_from_FDA_CFSAN_to_Keller_and_Heckm.pdf,"December 17, 2021",Center for Food Safety and Applied Nutrition (CFSAN),Approved,21 CFR § 101.9(c)(6)(i); 21 CFR § 10.30(e)(3); 83 FR 8997; 81 FR 33742,FDA granted the petition to amend the definition of 'dietary fiber' to include 'acacia (gum arabic)' based on a review of multiple studies demonstrating its beneficial physiological effects on postprandial blood glucose and insulin levels. The agency found sufficient scientific evidence to support this claim and determined that gum acacia meets the criteria under the dietary fiber definition. FDA intends to exercise enforcement discretion for labeling until rulemaking is complete.
FDA-2020-P-2360-0068_Response_Letter_from_FDA_CVM_to_Pet_Schooled.pdf,"June 30, 2021",Center for Veterinary Medicine (CVM),Denied,21 U.S.C. § 342(a)(5); 21 CFR part 507; 21 CFR 507.33; 21 CFR 507.34; 21 CFR 10.30(b)(3)(A)(1),"FDA denied the petition requesting a regulation on the use of animals that died otherwise than by slaughter in pet food, citing existing regulatory frameworks under 21 CFR part 507. These already require hazard analysis and preventive controls for pet food manufacturers, including addressing hazards such as pentobarbital. The agency stated the petition lacked detail on the proposed regulation's wording, purpose, or benefits, and emphasized existing enforcement mechanisms and outreach efforts as sufficient."
