File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-5954-0005_Interim_Response__Letter_from_FDA_CDER_to_Elite_La.pdf,3/26/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) — Regulation governing interim responses to citizen petitions when a final decision has not been made within 180 days
","- FDA cited the need to address other agency priorities as the reason for the delay.
- It acknowledged receipt of the petition and stated it would respond once a decision is reached.
- The interim response was issued to comply with regulatory timelines",FALSE,
FDA-2017-P-5954-0006_Petition_Denial_Letter_from_FDA_CDER_to_Elite_Labo.pdf,10/5/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. § 355(j) (FD&C Act Section 505(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- Section 505(t) of the FD&C Act (authorized generics)
- Abbreviated New Drug Applications and 505(b)(2) Applications, 81 FR 69580 at 69619 (Oct. 6, 2016)","- The requested reference standard (Impax’s ANDA 076-856) was not selected because the current RLD (Dantrium 100 mg capsules, NDA 017-443) is still actively distributed and marketed as an authorized generic.
- FDA confirmed that the authorized generic is available for bioequivalence testing, so a new reference standard was unnecessary.
- FDA cited prior guidance and citizen petition responses affirming that ANDA applicants may use authorized generics as reference standards when properly documented",FALSE,
FDA-2017-P-5967-0005_Final_Petition_Response.pdf,11/21/2017,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
","- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements",FALSE,"Relevant to Docket Nos. FDA-2017-P-3989, FDA-2017-P-4195, FDA-2017-P-5114,
FDA-2017-P-5909, FDA-2017-P-5910, and FDA-2017-P-5967"
FDA-2017-P-5978-0005_Interim_Response_Letter_from_FDA_CDER_to_JR_Rapoza.pdf,3/26/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) — Regulation governing interim responses to citizen petitions when a decision cannot be made within 180 days
","- The petitioner requested that the FDA designate a new reference standard for nicardipine hydrochloride injection 25 mg/10 mL USP in the Orange Book.
- FDA stated it had been unable to reach a decision due to the need to address other Agency priorities",FALSE,
FDA-2017-P-6020-0006_Final_Response_Letter_from_FDA_CDER_to_Axinn__Velt.pdf,11/28/2023,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j)(2)(C) of the FD&C Act
- 21 CFR § 314.93
- 21 CFR § 314.93(e)(1)(iv) (grounds for denial due to safety or effectiveness concerns requiring labeling changes)
- 21 CFR § 10.33 (reconsideration procedure)
- 21 CFR § 10.20 (submission requirements)","- FDA determined the proposed 10 mg strength could increase risk of medication errors (e.g., confusion between 10 mg vs. 5 mg dosing).
- The risk of overdosing could raise the risk of bleeding.
- Proposed packaging (e.g., blister packs of 10) could cause confusion, especially during the first 7 days of DVT/PE treatment.
- FDA concluded that the proposed change would necessitate significant labeling changes, and possibly require new safety studies.
- Thus, the petition was denied under § 314.93(e)(1)(iv) because the product would jeopardize safe/effective use",FALSE,
FDA-2017-P-6027-0006_Approval_Letter_from_FDA_CDER_to_Axinn__Veltrop___.pdf,8/15/2023,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR § 314.93 (Petitions for different strength)
- 21 CFR § 314.93(e)(1)
- Section 505(j)(2)(A) and (B) (ANDA submission requirements)
- Section 505(j)(2)(A)(iv) (bioequivalence)
- 21 CFR § 314.94(a)(3)(iii)","- The proposed 200 mg strength does not pose questions of safety or effectiveness.
- Uses, dose, dosage form, and route of administration are consistent with the listed drug.
- Labeling changes are not significant, and no additional investigations are necessary.
- If bioequivalence is demonstrated, the product is expected to be therapeutically equivalent",FALSE,
FDA-2017-P-6028-0009_Response_Letter_from_FDA_CDER_to_Axinn__Veltrop___.pdf,10/21/2024,,Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR § 314.93
- 21 CFR § 314.93(e)(1)
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR § 314.94(a)(3)(iii)","- The proposed change (from 100 mg to 200 mg) does not raise concerns of safety or effectiveness.
- The dosage form, route, and usage remain consistent with the listed drug.
- No significant labeling changes or new investigations are necessary.
- If proven bioequivalent, the drug would be therapeutically equivalent to the reference listed drug",FALSE,
FDA-2017-P-6029-0022_Response_Letter_from_FDA_CDER_to_Novo_Nordisk__Inc.pdf,1/5/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(b)(1), 505(b)(2), and 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR § 314.93
- 21 CFR § 314.94(a) and § 314.94(a)(3)(iii)
- 21 CFR § 314.127
- 21 CFR § 10.115
- Draft guidance (82 FR 46075, Oct. 3, 2017)","- FDA is still considering guidance on whether generic synthetic peptides referencing recombinant drugs (like liraglutide) should be submitted as ANDAs or under 505(b)(2).
- FDA referred Novo Nordisk to participate in the public docket process on this issue.
- FDA declined to adopt the requested standards in this petition, stating that doing so at this stage would be premature
",FALSE,
FDA-2017-P-6101-0004_Interim_Response_Letter_from_FDA_CDER_to_Strides_P.pdf,4/4/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) — Regulation regarding interim responses to citizen petitions when a final decision has not been made within 180 days
","- The petition requested FDA to designate ranitidine hydrochloride capsules (EQ 150 mg and 300 mg), approved under ANDA 075742 (Dr. Reddy's Labs), as a reference standard in the Orange Book.
- FDA indicated it has not reached a decision due to the need to prioritize other issues
",FALSE,
FDA-2017-P-6101-0005_Agency_Response_Letter_from_FDA_CDER_to_Strides_Ph.pdf,8/30/2018,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),"Not Mentioned — The letter does not cite any specific U.S. Code sections or CFR regulations
","- Both petitions requested that FDA designate ranitidine hydrochloride capsules (EQ 300 mg) under ANDA 075742 (Dr. Reddy’s) as the reference standard due to availability issues with the current reference (ANDA 074655, Sandoz).
- FDA investigated the market and found that distribution of the current reference standard had increased after petition submission.
- Therefore, the request was deemed unnecessary, and the petitions were dismissed",FALSE,
FDA-2017-P-6108-0003_Petition_Approval_Letter_from_FDA_CDER.pdf,4/13/2018,,Center for Drug Evaluation and Research (CDER),Approved,"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 21 CFR § 314.161(a)
- 21 CFR § 314.122(a)
- Draft Guidance for Industry, “Referencing Approved Drug Products in ANDA Submissions” (Jan 2017) at 9","- The currently listed reference standard (Bactroban Calcium Cream, NDA 050746) was found to be discontinued.
- FDA moved NDA 050746 to the Discontinued Drug Product List in the Orange Book.
- Based on commercial data, FDA selected Glenmark’s ANDA 201587 as the new reference standard due to its market leadership status.
- FDA affirmed this decision aligns with consistency and bioequivalence practices outlined in the cited draft guidance
",FALSE,
FDA-2017-P-6116-0006_Final_Response_Letter_from_FDA_CDER_to_King___Spal.pdf,10/23/2024,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- Section 505(j)(2)(C) of the FD&C Act
- 21 CFR § 314.93 (Petitions for strength differences)
- 21 CFR § 314.93(e)(1)(vi) (basis for denial due to an existing NDA for the change)
- 21 CFR § 314.94(a)(3)(iii) (petition linkage in ANDA)
- 21 CFR § 10.33 and § 10.20 (reconsideration process)","- Approved strengths (2 mg/2 mL and 4 mg/4 mL): FDA found no issues of safety or effectiveness, and use, dosage form, and route align with the listed drug. Labeling changes are not significant, and no new investigations are required.
- Denied strengths (3 mg/3 mL and 5 mg/5 mL): These are already approved in NDAs (NDA 203629 and NDA 204078), and thus cannot be submitted via ANDA based on a petition. FDA cited 21 CFR § 314.93(e)(1)(vi) as grounds for denial",FALSE,
FDA-2017-P-6136-0004_Interim_response_from_FDA_CDER_to_Foley___Lardner_.pdf,4/9/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2) — Pertains to interim responses to citizen petitions when final resolution cannot be reached within 180 days,"- The petition requested designation of Luitpold Pharmaceutical Inc.'s cyanocobalamin injection, 1 mg/mL (ANDA 080737) as a reference listed drug for ANDA filings.
- FDA explained the delay was due to the complex nature of the issues involved and the need for extensive review and analysis",FALSE,
FDA-2017-P-6136-0005_Denial_Letter_from_FDA__CDER_to_Foley___Lardner_LL.pdf,8/2/2019,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),Not Mentioned — The letter does not explicitly reference any specific statutes or regulations,"- The petition requested designation of Luitpold’s ANDA 80737 (cyanocobalamin injection, 1 mg/mL) as a reference listed drug and reference standard in the Orange Book.
- FDA explained that the Orange Book had already been updated to reflect this status, rendering the petition moot
",FALSE,
FDA-2017-P-6208-0004_Interim_Response_Letter.pdf,4/12/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The petition raises complex issues that require extensive review and analysis by Agency officials, preventing the FDA from issuing a final decision at this time.

",FALSE,
FDA-2017-P-6211-0012_Interim_Response_Ltr_for_FDA_2017_P_6211_to_Hugh_C.pdf,4/19/2018,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"Title 21 of the Code of Federal Regulations, section 10.30(e)(2)
","Due to other agency priorities and limited availability of resources, the FDA was unable to reach a decision within 180 days of receiving the petition.

",FALSE,
FDA-2017-P-6214-0003_Interim_Response_Letter_from_FDA_CDER_to_Yabao_Pha.pdf,4/16/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The FDA has not reached a decision due to the need to address other Agency priorities. The letter acknowledges resource constraints and numerous demands.

",FALSE,
FDA-2017-P-6214-0004_Interim_Response_Letter_from_FDA_CDER_to_Esophagea.pdf,10/4/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- Section 505(c) and 505(t) of the FD&C Act","- FDA determined that the drug referenced in the petition (Adalat CC, NDA 020198) is still available and not discontinued.
- It is also being marketed as an authorized generic.
- FDA concluded there was no need to designate a new reference standard because existing options remain valid and available.
- The agency emphasized that ANDA applicants may use authorized generics of the reference listed drug (RLD) if properly documented.",FALSE,
FDA-2017-P-6245-0009_Interim_response_letter_from_FDA_CFSAN_to_ViGuard_.pdf,4/25/2018,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"21 CFR 10.30(e)(2); Dietary Supplement Health and Education Act of 1994 (DSHEA)
","The FDA cites ""competing agency priorities"" as the reason for not reaching a decision within 180 days. The petition remains under active evaluation.

",FALSE,
FDA-2017-P-6248-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,4/3/2024,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the FD&C Act
- 21 CFR 314.93
- 21 CFR 314.94(a)(3)(iii)
- Section 505B of the Act (PREA)
- Section 505(j)(2)(A) and (B)","- The proposed change in dosage form does not raise safety or efficacy concerns.
- The use, dose, and route of administration are consistent with the listed drug.
- If bioequivalence is demonstrated, the generic is expected to have the same therapeutic effect.
- Pediatric study requirements under PREA were waived due to impracticability.
- Therefore, the petition met the criteria for approval.",FALSE,
FDA-2017-P-6274-0007_Response_Letter_from_FDA_CDER_to_Amneal_Pharmaceut.pdf,1/5/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j), 505(b)(1), 505(b)(2), and 505(d) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355)
- 21 CFR 314.3(b), 314.54, 314.94(a), 314.127
- Public Law 98-417 (Hatch-Waxman Amendments)","- The FDA found that synthetic teriparatide may be suitable for ANDA submission under certain conditions and is considering the matter through draft guidance (notably FDA-2017-D-5767).
- The issues raised in the petition—such as differences in impurity profiles, immunogenicity, labeling, and USP standards—do not preclude submission via the ANDA pathway.
- FDA declined to make a blanket policy decision in this petition and instead encouraged public comment on the draft guidance that specifically addresses synthetic peptide ANDAs.",FALSE,
FDA-2017-P-6291-0003_Interim_Response_Letter_from_FDA_CDER_to_Lachman_C.pdf,4/20/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
",The FDA cites the need to address other agency priorities and the numerous demands on its resources as the reason for not yet having reached a decision on the petition ,FALSE,
FDA-2017-P-6291-0004_Letter_from_FDA_CDER_to_Lachman_Consultants_Servic.pdf,9/17/2020,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),"Not Mentioned explicitly in this letter. (The Orange Book is referenced, but no specific statutes or CFR citations are provided.)
","The petitioners requested that nicardipine hydrochloride injection (25 mg/10 mL, NDA 022276) be designated as an RLD and Reference Standard. Since FDA had already made this designation in the Orange Book, the petitions were considered moot and therefore dismissed.

",FALSE,
FDA-2017-P-6307-0004_Interim_Response_Letter_from_FDA_CDER_to_Aurolife_.pdf,4/10/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The FDA has not yet resolved the petition due to the need to address other Agency priorities. The Agency cites ""numerous demands on the Agency’s resources"" as a limiting factor ",FALSE,
FDA-2017-P-6307-0007_Response_Letter_from_FDA_CDER_to_Aurolife_Pharma_L.pdf,3/14/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)
- 81 FR 69580, 69619 (Oct. 6, 2016)
- 21 U.S.C. 355(j)(6)","- The currently designated reference standard, MS Contin (morphine sulfate ER tablets, 100 mg, NDA 019516, Purdue Pharma), is still being manufactured and distributed.
- FDA found no sufficient grounds to designate Rhodes Pharmaceuticals' ANDA 074769 product as a new reference standard.
- FDA policy supports maintaining a single reference standard to ensure consistency unless the existing RLD has been discontinued or is unavailable.
- Petition's arguments (e.g., equivalence of generic and RLD, distribution links) were not enough to override the current designation. ",FALSE,
FDA-2017-P-6316-0009_Interim_Response_from_FDA_CDER_to_Provepharm__SAS.pdf,4/26/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The petition raises complex issues requiring extensive review and analysis by FDA officials. FDA has not resolved the issues raised and will respond once a decision is reached 
",FALSE,
FDA-2017-P-6316-0010_Response_Letter_from_FDA_CDER_to_Kleinfeld__Kaplan.pdf,12/5/2023,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- FD&C Act: Sections 505(b)(1), 505(b)(2), 505(j), 501(b), 502(e)(3)(B), 505(j)(2)(A)(v), 505(c), 505(j)(4), 505(b)(2)(A)(iii)-(iv), 505(b)(2)(B), 505(j)(2)(A)(vii)-(viii), 505(j)(5)(B), 505(j)(5)(F), 505(b)(1)(A)
- 21 CFR: Parts 10.30(e)(2), 201.56, 201.57, 299.5, 314.3(b), 314.50, 314.54, 314.93, 314.94(a), 314.127(a), 314.510
- 81 FR 69580","- Labeling: FDA agrees ANDAs relying on ProvayBlue must match its labeling regarding contraindications, warnings, and adverse reactions unless a statutory or regulatory exception applies.
- Drug Quality: FDA denied the request to universally require methylene blue products to meet ProvayBlue’s impurity/purity profile. FDA evaluates each application case-by-case.
- USP Compliance: Not all injectable methylene blue products must strictly conform to USP monographs if properly labeled. Differences may be permissible with scientific justification.
- Impurity Control: FDA does not mandate a strict impurity profile match to ProvayBlue; impurity levels like Azure B are reviewed scientifically during the approval process.",FALSE,
FDA-2017-P-6411-0010_Petition_Response_Letter_from_FDA_CDER_to_Insys_Th.pdf,4/6/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- FD&C Act (21 U.S.C. § 355(b)(2), § 505(j), § 505(j)(8)(B), § 505(j)(2)(A), § 505(j)(5)(B)(iv)(II)(cc), § 505(j)(7)(A)(i)(III))
- 21 CFR §§ 314.3, 314.94(a), 314.101, 320.21(f), 320.22 (a)-(f), 320.24, 320.25","- Statutory Discretion: FDA emphasized its legal authority and discretion to determine appropriate bioequivalence testing methods on a case-by-case basis (in vivo, in vitro, or both).
- Oral Solution Waiver: As per 21 CFR § 320.22(b)(3), bioequivalence studies may be waived for oral solutions like Syndros, provided the generic matches concentration and dosage form and has no significant formulation differences affecting absorption.
- Case-by-Case Assessment: FDA explained that bioequivalence waiver requests are reviewed individually during the ANDA process. No justification was provided in the petition that would preclude granting such waivers categorically.
- Food Effect and Metabolite Measurement: FDA found no compelling evidence that fed/fasted studies or metabolite measurements were categorically required. The Petition’s reliance on existing guidances for capsules or tablets was deemed inapplicable to oral solutions.
- ANDA Review Standards: FDA clarified that it does not refuse to receive an ANDA based solely on anticipated waiver requests; sufficiency is judged by completeness under section 505(j)(2)(A) of the FD&C Act.",FALSE,
FDA-2017-P-6451-0006_Approval_Letter_from_FDA_CDER_to_Locke_Lord_LLP.pdf,9/22/2023,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","- The proposed change in strength (150 mg/vial vs. 50 mg and 100 mg/vial) does not raise safety or effectiveness concerns.
- Uses, dosage form, and route are the same as the listed drug (Mycamine®).
- The change aligns with the dosing recommendations in the listed drug’s labeling.
- If bioequivalence is demonstrated, the product is expected to have the same therapeutic effect.
- No significant labeling changes or new investigations are necessary.",FALSE,
FDA-2017-P-6479-0004_Interim_Response_from_FDA_CDER_to_Teligent_Pharma_.pdf,5/8/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2),"The FDA has not resolved the petition due to the need to address other Agency priorities. The interim response is issued in accordance with FDA regulations, and the Agency promises to respond as soon as resources permit",FALSE,
FDA-2017-P-6479-0005_Letter_from_Lachman_Consultants_Services_Inc__and_.pdf,9/17/2020,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),Not mentioned.,"The FDA had already updated the Orange Book to designate nicardipine hydrochloride injection, 25 mg/10 mL (NDA 022276), as both a Reference Listed Drug (RLD) and a Reference Standard, addressing the requests made in all three related petitions. As a result, the petitions were considered moot and dismissed
",FALSE,
FDA-2017-P-6513-0015_Interim_Response_from_FDA_CDER_to_Public_Citizen.pdf,5/11/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2),"The petition raises complex issues requiring extensive review and analysis by FDA officials. Due to this complexity, a final decision has not yet been reached. The interim response complies with regulatory requirements to notify petitioners when a decision is delayed
",FALSE,
FDA-2017-P-6513-0016_Citizen_Petition_Denial_Letter_from_FDA_CDER_to_Pu.pdf,10/9/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(b)(1) and 505(c) of the FD&C Act (21 U.S.C. 355)
- Section 505(d) and (e) of the FD&C Act
- 21 CFR 314.50(d)(5)(viii) and (v)
- 21 CFR 314.150(a)(2)(i), (ii), and (iii)","- FDA determined that removal of drug products containing olmesartan medoxomil is not warranted based on current evidence.
- The 2013 Drug Safety Communication and updated labeling adequately address the safety concerns (e.g., risk of sprue-like enteropathy).
- FDA reviewed multiple sources: literature, cohort studies, systematic reviews, FAERS, and case reports; none altered the prior risk-benefit assessment.
- The incidence of adverse events is low (3–147 per 100,000 patient-years), and most patients taking these drugs do not experience severe effects.
- Withdrawing the drugs could disrupt care for over 1 million patients with hypertension.
- The risk is clearly labeled, identifiable, reversible, and able to be mitigated without market removal
",FALSE,
FDA-2017-P-6663-0014_Letter_of_Denial_from_FDA_CDRH_to_Dr___Albert_Edwa.pdf,5/25/2020,,Center for Devices and Radiological Health (CDRH),Denied,"- 21 CFR 10.30(k) (citizen petition procedures regarding enforcement)
- 21 CFR 10.30(e) (general petition denial)
- 21 CFR 10.45 (denial of enforcement actions not constituting final administrative action)","- The petition was denied because it requested enforcement action, which is outside the scope of the citizen petition process (per 21 CFR 10.30(k)).
- FDA previously addressed the issue with Edwards Lifesciences after learning in 2008 that the Myxo ETlogix annuloplasty ring lacked FDA clearance.
- Edwards submitted a 510(k) in October 2008; FDA cleared it in April 2009.
- FDA also inspected the manufacturer’s facility and concluded the device was safe and effective.
- FDA issued updated guidance in 2017 to clarify when 510(k) submissions are required.",FALSE,
FDA-2017-P-6689-0004_Interim_response_from_FDA_CDER_to_Muthusamy_Shanmu.pdf,5/23/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2),"FDA has not yet reached a decision due to other agency priorities. The interim response was issued in accordance with citizen petition regulations, and the agency will respond once resources allow
",FALSE,
FDA-2017-P-6689-0006_Letter_from_FDA_CDER_to_Novitium_Pharma__LLC.pdf,5/8/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.3(b)
- Final Rule: “Abbreviated New Drug Applications and 505(b)(2) Applications,” 81 FR 69580, 69619 (Oct. 6, 2016)","- The originally designated reference standard (RS) drug Naprosyn (NDA 018965) is no longer available in the market in sufficient quantities to support new ANDA bioequivalence testing.
- FDA agrees there are sufficient grounds to select a new RS.
- The agency identified West-Ward’s ANDA 074190 (naproxen oral suspension, 25 mg/mL) as the appropriate new RS because it is the only approved generic version listed in the Orange Book and therapeutically equivalent to the RLD.
- FDA will identify ANDA 074190 as the new RS in the Orange Book.",FALSE,
FDA-2017-P-6689-0010_Letter_from_FDA_CDER_to_Arnall_Golden_Gregory__LLP.pdf,7/12/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 10.35(e) (criteria for administrative stay of action)
- 21 CFR 314.81(b)(2) (reporting obligations)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.3(b)
- 81 FR 69580, 69619 (Oct. 6, 2016) – “Abbreviated New Drug Applications and 505(b)(2) Applications” final rule","- The petition failed to meet 3 of the 4 criteria required for a mandatory administrative stay under 21 CFR 10.35(e): no irreparable injury demonstrated, no sound public policy grounds shown, and public health concerns outweighed the requested delay.
- FDA concluded that the original reference standard (NDA 018965 for Naprosyn) was either unavailable or in limited supply, justifying the selection of ANDA 074190 (West-Ward) as the new reference standard for naproxen oral suspension.
- FDA emphasized the public interest in ensuring a reference standard is available for ANDA applicants to conduct bioequivalence studies.
- The agency reaffirmed that selecting a new RS does not imply inferiority of the original product and noted that ANDAs can proceed using the designated RS.
- The interest of justice and public interest did not support granting a discretionary stay either
",FALSE,
FDA-2017-P-6689-0013_Petition_Response_Letter_from_FDA_CDER_to_Arnall_G.pdf,5/26/2020,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 10.33 (Petition for Reconsideration)
- 21 CFR 10.25
- 21 CFR 314.81(b)(2) (Annual reports)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.3(b)
- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 U.S.C. § 356i(c) (Section 506I(c) of the FD&C Act)","- The petitioner failed to meet the regulatory criteria for mandatory reconsideration (21 CFR 10.33(d)), specifically the requirement to demonstrate that FDA had not previously or adequately considered relevant information or views in the record.
- FDA thoroughly evaluated multiple sources: citizen petitions, docket comments, marketing status notifications, communications with applicants, annual reports (which were missing), and third-party commercial data.
- FDA found conflicting and incomplete information from Atnahs and no persuasive evidence that Naprosyn was available in sufficient quantities for use as a reference standard.
- The agency emphasized that ensuring availability of a reference standard is in the public interest and rejected the petition based on both regulatory grounds and public policy considerations.
- Reconsideration was also denied on discretionary grounds, as it was not found to be in the public interest or interest of justice",FALSE,
FDA-2017-P-6692-0040_Interim_Response_from_FDA_CDER_to_Drug_Watch_Int_.pdf,5/24/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2),FDA was unable to reach a decision due to competing agency priorities. The interim response was issued in accordance with citizen petition procedures to notify the petitioner of the delay. FDA acknowledged receipt of the petition and committed to responding as soon as resources permit,FALSE,
FDA-2017-P-6692-0042_Petition_Denial_Letter_from_FDA_CDER_to_Drug_Watch.pdf,7/2/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR part 310 (Negative Monographs)
- 21 CFR part 330
- 21 CFR parts 331–358
- 21 CFR 314.126
- 21 CFR 312 (IND requirements)
- 21 CFR 330.10(b)
- 21 CFR 1301.18 (DEA registration)
- FD&C Act: 21 U.S.C. §§ 321(p), 355(a), 352(a), 331(a), 331(d)
- CSA: 21 U.S.C. § 801 et seq., § 812(c) (Section 202), § 811 (Section 201), § 1308.11 (Schedule I)","- The petition requested that marijuana and THC be added to FDA's negative monographs under 21 CFR part 310.
- FDA denied the request because:
  • There is already a legal framework under the FD&C Act that prohibits marketing of unapproved new OTC drugs containing marijuana or THC.
  • No NDA or ANDA has been approved for OTC products containing marijuana or THC, and no such products have been found to be GRAS/E (Generally Recognized as Safe and Effective).
  • FDA does not need to restate these enforcement authorities in a new negative monograph.
  • Enforcement and regulatory tools already exist regardless of whether a negative monograph is issued.
  • IND and DEA registration requirements are already well established and codified; restating them is unnecessary.
- FDA emphasized limited agency resources and the sufficiency of existing statutory and regulatory tools
",FALSE,
FDA-2017-P-6692-0102_Letter_from_FDA_CDER_to_Drug_Watch_International__.pdf,7/18/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 10.33(d) and 10.33(e) (Petitions for reconsideration)
- 21 CFR 10.30(k) (Exclusion of enforcement actions from petitions)
- 21 CFR part 310 (Negative monographs)
- 21 CFR part 312 (IND regulations)
- FD&C Act: 21 U.S.C. §§ 355(a), 352(a), 331(d), 331(a), 321(p)","- The Reconsideration Petition included new information not part of the administrative record, which is not allowed under 21 CFR 10.33(e).
- The agency reiterated that a citizen petition cannot request enforcement action (e.g., seizure or injunction), per 21 CFR 10.30(k).
- FDA determined a negative monograph is unnecessary because existing law already prohibits marketing unapproved marijuana/THC-containing OTC drugs.
- The agency emphasized that it already uses enforcement discretion, safety communications, and regulatory mechanisms to address risks.
- Public health concerns were acknowledged, but FDA concluded that establishing a negative monograph would not be a more effective or efficient approach than current tools.
- FDA also rejected the argument that similar negative monographs for less harmful ingredients justified a monograph for marijuana or THC, explaining that each decision is based on multiple factors and does not imply consistency across substances
",FALSE,
FDA-2017-P-6745-0009_Interim_Response_Letter_from_FDA_CDER_to_Foley_Hoa.pdf,6/1/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","- The petition requested that FDA refrain from approving a Biologics License Application (BLA) for DWP-450 (Clostridium botulinum toxin type A) submitted by Evolus, Inc., until the identity and source of the strain are determined and the data validated.
- It also requested that SNP analysis be required in botulinum toxin submissions and that FDA disclose the strain source.
- FDA has not resolved the petition due to competing agency priorities.
- The response is provided as an interim reply per 21 CFR 10.30(e)(2), and the agency will respond when resources permit
",FALSE,
