File ID,Date of Petition,Was_Withdrawn,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Final Decision,Number of Interim Responses,Interim Response Date,Last Response Date,Responding FDA Center,Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response
FDA-2017-P-0662,1/31/2017,False,"Impax Laboratories, Inc.",industry/corporation,"- Section 505(q) of the FD&C Act
- 21 C.F.R. § 10.30
- FD&C Act § 505(j)(2)(A)
- FD&C Act § 505(j)(8)(B)
- 21 C.F.R. §§ 314.94(a)(7), 314.127(a)(6)(i), 314.127(a)(6)(ii), 314.94(a)(9)","Potential approval or receipt of ANDAs for generic versions of RYTARY (carbidopa and levodopa extended-release capsules), with respect to FDA bioequivalence guidance and standards
","- Refuse to receive or approve any ANDA for a generic version of RYTARY unless bioequivalence is demonstrated through appropriate methods
- Revise FDA's draft product-specific bioequivalence guidance for CD-LD ER Capsules to reflect RYTARY’s unique PK profile","- RYTARY has a unique PK profile characterized by rapid onset, extended effect, and low variability in plasma concentrations
- Standard metrics (Cmax and AUC) are inadequate to ensure therapeutic equivalence
- Risk of non-equivalent generics harming patients
- FDA precedent with other drugs (e.g., zolpidem ER, methylphenidate hydrochloride) supports adopting additional metrics for bioequivalence",Partially Approved / Partially Denied,0.0,,6/30/2017,Center for Drug Evaluation and Research (CDER),"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.94(a)(7)
- 21 CFR 320.24(b)
- 21 CFR 314.101(b)(1), (d)-(e)
- 21 CFR 314.3(b)
- 21 CFR 320.1(e) ",,"- FDA cannot refuse to receive an ANDA that is facially complete; review of substantive scientific adequacy occurs during later stages, not at receipt.
- FDA acknowledges the pharmacokinetic concerns raised and commits to consider them in finalizing the product-specific guidance for carbidopa-levodopa extended-release capsules.
- FDA cites statutory and regulatory frameworks that give it discretion in determining the scientific criteria for bioequivalence."
FDA-2017-P-0663,1/31/2017,False,Mucodel Pharma LLC,industry/corporation,"- Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30 (Citizen petition regulation)
- Section 505(q) of the FDCA
- 21 C.F.R. §§ 25.30 to 25.34, and 25.40 (Environmental impact provisions)","FDA’s approval or pending approval of intranasal (IN) naloxone drug applications (NDAs or ANDAs) for opioid overdose treatment—without fully considering the reliability of intranasal delivery in real-world field use, especially compared to intramuscular (IM) naloxone","The petitioner requests that FDA refrain from approving any intranasal naloxone NDAs or ANDAs until it evaluates whether such applications adequately address the reliability of intranasal naloxone in real-world use, particularly when administered by non-medically trained personnel
","- IN naloxone may be less reliable than IM naloxone in emergency field settings.
- Clinical studies excluded patients with nasal abnormalities, and field studies suggest reduced efficacy for IN delivery in such populations.
- Concerns exist around nasal pathologies, substance-induced damage (e.g., from cocaine or heroin), and use of vasoconstrictors.
- Several cited studies (Kelly, Kerr, Barton) showed higher failure/rescue dose rates for IN naloxone vs IM.
- The Narcan® label does not warn about reliability issues or patient subtypes for which IN administration may be unsuitable.
- Petitioner argues that public health and patient safety require FDA to critically evaluate these reliability concerns before approving additional IN products",Denied,0.0,,6/30/2017,"Center for Drug Evaluation and Research (CDER)
","- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- Section 505(b)(1), 505(b)(2), 505(c), and 505(d)
- 21 CFR §§ 314.3, 314.94, 314.127, 314.54",,"- The FDA does not intend to pause approvals of new intranasal (IN) naloxone products while reevaluating reliability in field use.
- The petition fails to demonstrate that the current FDA approval standards for IN naloxone are inappropriate.
- The petition cited studies (e.g., Synchrony Report, Barton 2005, Kelly, Kerr) using unapproved naloxone kits, which differ significantly in formulation and delivery method from FDA-approved Narcan Nasal Spray.
- The FDA-approved labeling for Narcan already accounts for situations requiring multiple doses, and field use studies were not required in the original Narcan approval.
- No convincing evidence was provided to suggest that nasal conditions or vomiting significantly impair the efficacy of Narcan Nasal Spray to the extent that approvals should be paused.
- The FDA emphasized maintaining a scientific and statutory standard that applies equally across NDAs and ANDAs under current laws."
FDA-2017-P-0757,2/10/2017,True,"Beck & Thomas, P.C.",law/consulting,"- Sections 505 and 505-1 of the FDCA (21 U.S.C. §§ 355 and 355-1)
- 21 C.F.R. Parts 10 and 314
- 21 C.F.R. § 25.31(a) (Environmental impact exclusion)
- ICH Q3D Elemental Impurities Guidance (Sept. 2015)
- USP Chapters <232> and <233>
- FDA’s Draft Guidance on Elemental Impurities (June 2016)
- 505(o) Letters under FDCA
- APA (Administrative Procedure Act)","The petition comments on the review and approval process of NDAs and ANDAs for potassium chloride oral drug products. It specifically challenges FDA's handling of applications that do not include completed risk assessments for elemental impurities, urging refusal to receive or approve such filings
","- Refuse to file or receive any NDA/ANDA for potassium chloride oral drug products without completed risk assessments and controls for elemental impurities (lead, arsenic, cadmium, mercury, chromium, copper, selenium, manganese, zinc, and other process metals).
- Do not approve any pending NDAs or ANDAs until such documentation is provided","- FDA has already made a safety determination about potential elemental impurities in potassium chloride products.
- FDA has issued 505(o) letters to NDA holders requiring risk assessments for specific metals.
- The petition cites guidance documents and USP standards enforcing control of such impurities by January 1, 2018.
- These products are widely used and may pose toxicity risks if uncontrolled",,,,,,,,
FDA-2017-P-0840,2/8/2017,False,The Weinberg Group Inc.,industry/corporation,"- 21 C.F.R. § 10.30 – Citizen petition process
- 21 C.F.R. § 314.161 – Determination whether a listed drug was withdrawn for safety or effectiveness
- 21 C.F.R. §§ 314.122 and 314.162 – Drug removal from Orange Book
- 21 C.F.R. § 25.31 – Environmental impact categorical exclusion
- 21 C.F.R. § 10.30(b) – Economic impact submission","FDA’s current listing of OVRETTE (norgestrel; 0.075 mg oral tablet), NDA 017031 by Laboratoire HRA Pharma, in the Orange Book as discontinued. The petitioner seeks FDA’s determination on whether the product was withdrawn for safety or effectiveness reasons","Request FDA to determine whether the discontinuation of OVRETTE (norgestrel) by HRA Pharma was due to safety or effectiveness concerns
","- OVRETTE was approved by FDA on October 23, 1973 and listed in the Orange Book as a “listed drug product.”
- As of February 7, 2017, the product is listed as Discontinued in the Orange Book.
- A party intending to file an ANDA or 505(b)(2) referencing a discontinued listed drug must obtain FDA’s determination that the withdrawal was not for safety or efficacy reasons
",Approved (Determination Issued),1.0,8/1/2017,8/1/2017,Center for Drug Evaluation and Research (CDER),"- 21 CFR § 314.161 – Determination whether a drug was withdrawn for safety or effectiveness
- 21 CFR § 314.162 – Removal of a listed drug
- 21 U.S.C. § 355(j)(7) – Listing of approved drugs in the Orange Book 
","The FDA stated that it was unable to reach a decision due to the need to address other Agency priorities. It assured the petitioner that a final response will be issued when resources allow 
","- FDA conducted a review of its records and independently evaluated relevant literature and postmarketing data.
- The agency found no evidence indicating that Ovrette (norgestrel) 0.075 mg was withdrawn for reasons of safety or effectiveness.
- As such, Ovrette remains listed in the “Discontinued Drug Product List” of the Orange Book, allowing approval of ANDAs referencing it, assuming all other requirements are met 
"
FDA-2017-P-0863,2/8/2017,True,"Fresenius Kabi USA, LLC",industry/corporation,"- 21 C.F.R. §§ 10.20, 10.30, and 314.93
- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.31(a) (Environmental Impact)","The suitability for submission of an Abbreviated New Drug Application (ANDA) for Sodium Chloride 23.4% Injection, USP, in 100 mL and 200 mL pharmacy bulk package (PBP) vials. The reference listed drug (RLD) is a 30 mL vial of the same formulation that was discontinued but not withdrawn for safety or efficacy reasons.
","The petitioner requests that the FDA declare the 100 mL and 200 mL PBP vials of Sodium Chloride 23.4% Injection, USP to be suitable for ANDA submission, as an increase in total drug content from the previously approved 30 mL single-dose vial
","- The proposed product is identical in concentration (23.4%), indications, route of administration, and composition to the approved RLD, differing only in volume.
- Larger vials (100 mL, 200 mL) would reduce waste, improve convenience for hospitals and infusion centers, and potentially reduce costs.
- The packaging aligns with USP <797> and <1> requirements for pharmacy bulk packaging.
- Labeling changes will address aseptic handling and single-use time limits (e.g., 24 hours).
- There are no new safety or effectiveness issues raised by this petition
",,,,,,,,
FDA-2017-P-0864,2/8/2017,False,"Hyman, Phelps & McNamara, P.C.",law/consulting,"- 21 C.F.R. §§ 10.25(a) and 10.30 – Citizen petition procedure
- FDC Act § 505(j) – Generic drug approval process
- 21 C.F.R. § 314.3 – Definition of listed drug
- 21 C.F.R. § 25.31 – Environmental impact categorical exclusion
- 21 C.F.R. § 10.30(b) – Economic impact (submitted upon request)","The FDA’s designation of Ibuprofen Tablets, 200 mg (NDA 018989) in the Orange Book — specifically its omission as a Reference Listed Drug (RLD) and Reference Standard (RS), which may shield it from generic competition","Designate NDA 018989 for Ibuprofen Tablets, 200 mg, as both a Reference Listed Drug (RLD) and Reference Standard (RS) in the FDA’s Orange Book to allow ANDA submissions that rely on this product
","- The current omission of NDA 018989 as an RLD or RS limits generic competition.
- FDA policy and guidance recognize that lack of RLD/RS designation can shield products from competition.
- NDA 018989 meets the criteria for both RLD and RS, and its inclusion will help facilitate ANDA filings, reduce barriers to entry, and promote market efficiency",Dismissed (moot),1.0,8/7/2017,9/16/2020,Center for Drug Evaluation and Research (CDER),"Not explicitly cited – The letter references the Orange Book, but does not cite specific statutes or regulations 
",The FDA stated it was unable to reach a decision due to the need to address other agency priorities. The agency affirmed it would respond as soon as resources allow ,"The petitioner requested that ibuprofen 200 mg (NDA 018989) be designated as a Reference Listed Drug (RLD) and Reference Standard (RS) in the Orange Book. Since FDA already made that update, the petition was considered resolved and dismissed as moot "
FDA-2017-P-0866,2/8/2017,False,"Hyman, Phelps & McNamara, P.C.",law/consulting,"- 21 C.F.R. §§ 10.25 and 10.30 – Citizen petition procedures
- 505(j) and 505(w) of the FD&C Act
- 21 C.F.R. §§ 314.122 and 314.161 – Withdrawal determinations
- 21 C.F.R. § 314.94(a)(9)(iii) – Inactive ingredients in parenteral drug products
- 21 C.F.R. § 314.99(b) – Waiver of regulatory requirements
- 21 C.F.R. § 25.31 – Environmental impact exclusion
- 21 C.F.R. § 10.30(b) – Economic impact disclosure","FDA’s listing and treatment of THIOPLEX (thiotepa) for Injection, 15 mg/vial, under NDA 020058, particularly whether its original formulation was withdrawn for reasons of safety or effectiveness. The petition responds to ambiguity in FDA's prior determination from 2004, which may or may not have applied to the original formulation","1. Determine whether the original formulation of THIOPLEX (thiotepa) was withdrawn for safety/effectiveness reasons.
2. Confirm that FDA will accept ANDAs referencing this original formulation as the Reference Listed Drug (RLD).
3. Clarify if a waiver is needed and can be granted for the inactive ingredient sodium carbonate under 21 C.F.R. § 314.99(b)","- The original formulation of THIOPLEX (without sodium carbonate) differs from the revised formulation, which was approved in 2000.
- There is no public record confirming if FDA's 2004 determination of non-safety withdrawal applies to the original formulation.
- The drug still appears in the Orange Book as “Discontinued.”
- Ensuring clarity is essential for ANDA submissions that rely on the original formulation",Approved,1.0,8/7/2017,8/7/2017,Center for Drug Evaluation and Research (CDER),"- 21 CFR 314.94(a)(9)(ii) – Inactive ingredient requirements for ANDAs
- 21 CFR 314.94(a)(9)(iii) – Requirements for parenteral drug products
- 21 CFR 314.127(a)(8)(ii)(B) – Refusal criteria
- 21 CFR 314.99(b) – Waivers for ANDA content and format
- 21 CFR 314.122(a) – Determination of withdrawal for safety/effectiveness
- 21 CFR 314.161(a)(1) – Evaluation of withdrawal reasons","The FDA stated that the petition raises complex issues requiring extensive review and analysis. Due to this, a final decision could not yet be made. The Agency committed to respond once its resources allow ","- The FDA reviewed historical records, scientific literature, and adverse event data and found no evidence that either the original or reformulated version of Thioplex was withdrawn for safety or effectiveness concerns.
- The agency confirmed that ANDAs duplicating the original formulation may be accepted and approved, provided they meet all statutory and regulatory requirements.
- FDA stated that under 21 CFR 314.99(b), it may waive specific regulatory requirements related to inactive ingredients for parenteral drugs if safety requirements are met 
"
FDA-2017-P-0867,2/8/2017,False,Public Citizen,individual,"- Section 355(e) of the Federal Food, Drug, and Cosmetic Act (codified at 21 U.S.C. § 355(e)) 
- 21 C.F.R. § 10.30 (FDA citizen‑petition regulation) 
- 21 C.F.R. § 25.31(a) (categorical environmental‑impact exclusion) ","FDA’s continued marketing/availability of hydroxyethyl starch (HES) intravenous solutions despite safety concerns; the petition addresses FDA’s policy of allowing these products to remain on the market 
","“Immediately require the removal from the market of HES IV solutions.” 
","Petitioners argue that (1) the risks of HES products outweigh their limited benefits and (2) safer alternative IV solutions are available, so continued marketing endangers patients 
 and reiterate that “these solutions should not be used in any patient population… HES products should be immediately removed from the market to prevent further harm” ",Denied,1.0,7/25/2017,7/7/2021,Center for Biologics Evaluation and Research (CBER),"- FD&C Act Section 505(a), 505(b)(1), 505(d), 505(e), and 505(o)(4)
- 21 U.S.C. § 301 et seq., § 355(e), § 355(o)(4), § 355-1(b)(3)
- 21 CFR Part 314, including 21 CFR 314.150 ","The FDA indicated that the issues raised by the petition—specifically the request to remove hydroxyethyl starch (HES) IV solutions from the market due to safety concerns—are complex, and thus the Agency requires more time to reach a decision. The interim response ensures compliance with procedural requirements under 21 CFR 10.30(e)(2) 
","- FDA identified new safety information (as defined under 505-1(b)(3)) regarding HES products, including increased risk of:
- Mortality
- Acute Kidney Injury (AKI)
- Renal Replacement Therapy (RRT)
- Coagulopathy
- These risks apply not only to critically ill patients, but also to:
- Surgical patients (including cardiac and noncardiac surgery)
- Blunt trauma patients
- Evidence drawn from:
- 10 post-2012 informative studies
- FAERS database (adverse event reports)
- Meta-analyses and observational studies
- FDA concluded that safety labeling changes would sufficiently mitigate risk, preserving the availability of HES products for limited, specific indications, such as in austere or emergency conditions 
"
FDA-2017-P-0868,2/8/2017,False,David Wong,other,"- 505(j)(5)(D)(i)(IV) of the FD&C Act – Forfeiture of 180-day exclusivity
- 21 C.F.R. § 314.107(c)(3) – Effective approval date determination
- 21 C.F.R. § 25.31 – Environmental impact categorical exclusion","FDA’s handling of 180-day exclusivity for ANDA 090482 (Handa Pharmaceuticals) for Quetiapine Fumarate Extended-Release Tablets, specifically whether exclusivity was forfeited and whether FDA should permit final approval of other tentatively approved ANDAs blocked by Handa's first-to-file status
","1. Determine if Handa ANDA 090482 forfeited 180-day exclusivity due to failure to obtain tentative approval within 30 months.
2. Determine if the sponsor is not actively pursuing approval, and allow subsequent ANDAs to become effective.
3. If either condition is met, approve blocked ANDAs (Accord ANDA 090681, IntelliPharmaceutics ANDA 202939) immediately","- Handa ANDA 090482 received tentative approval more than 30 months after submission date (Sept 11, 2010 deadline missed).
- Par Pharmaceuticals, now holder of Handa ANDA, launched only an Authorized Generic on 11/1/2016, not the ANDA product.
- Delay appears intentional and anticompetitive, blocking others from market.
- Accord and IntelliPharmaceutics had tentative approval and settlement dates aligned to launch",Dismissed (moot),0.0,,7/26/2017,Center for Drug Evaluation and Research (CDER),"- Federal Food, Drug, and Cosmetic Act (FD&C Act):
- Sections 505(b)(1), 505(c)(2), 505(j)(2)(A)(vii), 505(j)(2)(B), 505(j)(5)(B)(iii), 505(j)(5)(B)(iv), 505(j)(5)(D),
- 505(j)(5)(D)(i)(IV), 505(j)(5)(B)(iv)(II)(bb), (cc), and (dd)(AA)
- 21 CFR 314.94(a)(12)
- 21 CFR 10.30(e)(2)(iii) ",,"- ANDA 090482 received tentative approval on December 9, 2010, which was within the 30-month window required by statute.
- Final approval was granted on May 9, 2017, after the 180-day exclusivity (triggered on Nov 1, 2016) expired on April 30, 2017.
- Because the exclusivity period ended before the petition could take effect, the petition’s claims were no longer relevant, and thus dismissed as moot "
FDA-2017-P-0970,2/12/2017,False,RiceBran Technologies,industry/corporation,"- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 101.9(c)(6)(i) – Definition of dietary fiber for nutrition labeling
- 21 C.F.R. § 25.30(k) – Categorical exclusion for environmental impact
- 21 C.F.R. § 10.30(b)(3) – Economic impact submission requirement","Petition responds to the FDA's 2016 request for scientific data on non-digestible carbohydrates and requests an amendment to 21 C.F.R. § 101.9(c)(6)(i) to include rice bran derivatives containing rice bran fiber in the definition of dietary fiber for nutrition labeling purposes
","- Amend 21 C.F.R. § 101.9(c)(6)(i) to include “rice bran derivatives containing rice bran fiber” as dietary fiber
- Update the list of isolated/synthetic fibers with beneficial physiological effects to include rice bran fiber","- Scientific evidence shows rice bran fiber improves laxation, reduces blood cholesterol, and attenuates postprandial blood glucose.
- Rice bran fiber includes hemicellulose, cellulose, pectin, and lignin, which are fermentable and contribute to gastrointestinal and metabolic health.
- Human intervention studies support the claimed physiological benefits",Approved,1.0,7/28/2017,7/28/2017,"Center for Food Safety and Applied Nutrition (CFSAN)
","- 21 CFR § 101.9(c)(6)(i) — Definition of dietary fiber
- 21 CFR § 10.30(e)(3) — Governs response timing and actions on citizen petitions
- References to: 81 FR 33742, 81 FR 84516, 81 FR 84595 — Federal Register Notices","FDA cites other agency priorities and limited availability of resources as reasons for not completing the petition review within the 180-day timeframe 
","- FDA reviewed the scientific evidence including human intervention studies on rice bran fiber, as well as individual fiber components like cellulose and pectin.
- FDA concluded that rice bran fiber, as a type of mixed plant cell wall fiber, provides beneficial physiological effects, specifically:
- Improved laxation/bowel function
- Reduced blood cholesterol levels
- The FDA determined that rice bran fiber fits the broader definition and is composed of arabinoxylan, cellulose, pectin, and lignin, which individually have been shown to offer physiological benefits 
.
- FDA will exercise enforcement discretion to allow rice bran fiber to be declared as dietary fiber until formal rulemaking is completed."
FDA-2017-P-1002,2/13/2017,False,"INRange Systems, Inc.",industry/corporation,"- 21 U.S.C. §§ 501, 502, 510, 513 (FDCA provisions)
- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 880.6315 – Remote Medication Management Systems classification
- 21 C.F.R. § 807 Subparts B & E – Establishment registration and premarket notification requirements
- 21 C.F.R. § 25.34 – Environmental assessment exclusion","INRange is commenting on FDA’s regulatory enforcement with regard to the “LUMMA” device, manufactured by Life Integrating Technologies and Experiences, Inc., which INRange claims is being marketed without FDA approval, registration, or proper classification as required for Remote Medication Management Systems under 21 C.F.R. § 880.6315
","INRange requests the FDA to:
- Seize and enjoin further marketing of the “LUMMA” device.
- Declare it misbranded and unapproved under the FDCA.
- Require the manufacturer to comply with registration and premarket requirements for Remote Medication Management Systems under 21 C.F.R. § 880.6315","- The “LUMMA” device is marketed without FDA registration, clearance, or listing.
- It meets the functional criteria for a Remote Medication Management System, which is a Class II device subject to special controls.
- There are serious risks involved, such as improper dosage, failure of device, contamination, and patient harm.
- The FDA previously regulated similar products manufactured by INRange",Denied,0.0,,9/22/2017,"Center for Devices and Radiological Health (CDRH)
","- Section 502(o) of the Federal Food, Drug, and Cosmetic Act (misbranding provision)
- 21 CFR 10.30(k) — Citizen petition procedural regulation
- 21 CFR 10.45 — Non-finality of denial to take enforcement action",,"- Requests to initiate enforcement actions are not permitted under citizen petition procedures (21 CFR 10.30(k)).
- Enforcement decisions are discretionary and case-specific.
- Although the enforcement request was denied, the information was forwarded to CDRH’s Office of Compliance, which will evaluate and investigate as needed.
- The Office of Compliance does not provide investigation updates or outcomes to petitioners 
"
FDA-2017-P-1039,2/10/2017,False,"Beck & Thomas, P.C.",law/consulting,"- 505 and 505-1 of the FDCA (21 U.S.C. §§ 355 and 355-1)
- 21 C.F.R. Parts 10 and 314
- ICH Q3D Guidance for Industry (Sept. 2015)
- USP General Chapters <232> and <233>
- 21 C.F.R. § 25.31(a) (Environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact)","The petition comments on the review and approval process of NDAs and ANDAs for potassium chloride oral drug products. It specifically challenges FDA's handling of applications that do not include completed risk assessments for elemental impurities, urging refusal to receive or approve such filings
","- Refuse to file or receive any NDA/ANDA for potassium chloride oral drug products without completed risk assessments and controls for elemental impurities (lead, arsenic, cadmium, mercury, chromium, copper, selenium, manganese, zinc, and other process metals).
- Do not approve any pending NDAs or ANDAs until such documentation is provided","- FDA has already made a safety determination about potential elemental impurities in potassium chloride products.
- FDA has issued 505(o) letters to NDA holders requiring risk assessments for specific metals.
- The petition cites guidance documents and USP standards enforcing control of such impurities by January 1, 2018.
- These products are widely used and may pose toxicity risks if uncontrolled",Denied,0.0,,7/14/2017,Center for Drug Evaluation and Research (CDER),"- Section 505(b) & (j) of the FD&C Act — Requirements for NDAs and ANDAs
- Section 505(o)(3) — Postmarketing studies and clinical trials authority
- Section 501(b) — Adulteration based on compendial standards
- 21 CFR § 314.50(d)(1) — NDA requirements for drug substance/product info
- 21 CFR § 314.94(a)(9) — ANDA chemistry, manufacturing, and controls info
- 21 CFR § 314.101(d) — Refusal to file/receive an NDA/ANDA
- USP Chapters: <231> (Heavy Metals), <232> (Elemental Impurities—Limits), <233> (Elemental Impurities—Procedures)
- ICH Guidance: Q3A, Q3B(R2), Q3D
- FDA Draft Guidance: Elemental Impurities in Drug Products (June 2016) ",,"- The citizen petition process is not the appropriate mechanism to impose categorical application requirements.
- FDA applies a case-by-case approach for reviewing applications and determining whether risk assessments for elemental impurities are necessary.
- FDA disagreed with requiring categorical risk assessments prior to NDA or ANDA filing or approval, citing existing regulations and guidance that already provide a framework to ensure product purity and safety.
- Risk assessments recommended in ICH Q3D and USP <232>/<233> are not mandatory prior to 2018; adoption was encouraged but not required at the time.
- The issuance of Postmarketing Requirements (PMRs) to some NDA holders did not mean all future applications must include identical pre-approval assessments "
