File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2020-P-0945-0001_Citizen_Petition_from_Dr__Ernest_C__Chisena_and_Dr.pdf,"February 25, 2020",Dr  Ernest C  Chisena and Dr,2020
FDA-2020-P-0947-0001_Citizen_Petition_from_Hyman__Phelps_and_McNamara__.pdf,"February 24, 2020",Hyman  Phelps and McNamara,2020
FDA-2020-P-0963-0001_Suitability_Citizen_Petition_for_Aurora_Pharmaceut.pdf,February 2020,Suitability,2020
FDA-2020-P-0978-0001_Citizen_Petition_from_Valisure__LLC_.pdf,"March 2, 2020",Valisure  LLC,2020
FDA-2020-P-0983-0001_Citizen_Petition_from_grBiosystems_Inc_.pdf,02/26/2020,grBiosystems Inc,2020
FDA-2020-P-1003-0001_Citizen_Petition_from_John_J__Coleman___M_A___M_S_.pdf,"February 25, 2020",John J  Coleman   M A   M S,2020
FDA-2020-P-1016-0001_Citizen_Petition_from_CellTrion__Inc_.pdf,"March 03, 2020",CellTrion  Inc,2020
FDA-2020-P-1052-0001_Citizen_Petition_from_National_Tobacco_Reform_Init.pdf,"March 6, 2020",National Tobacco Reform Init,2020
FDA-2020-P-1065-0001_Citizen_Petition_from_B__Braun_Medical_Inc_.pdf,"March 10, 2020",B  Braun Medical Inc,2020
FDA-2020-P-1071-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"March 9, 2020",Hyman  Phelps   McNamara,2020
FDA-2020-P-1072-0001_Citizen_Petition_from_Yiling_Pharmaceutical__LTD_.pdf,"March 10, 2020",Yiling Pharmaceutical  LTD,2020
FDA-2020-P-1074-0001_Citizen_Petition_from_Akorn_Animal_Health_Inc.pdf,"March 10, 2020",Akorn Animal Health Inc,2020
FDA-2020-P-1166-0001_PETITION_FOR_STAY_OF_ACTION__from_Eckert_Seamans_C.pdf,"March 20, 2020",Eckert Seamans C,2020
FDA-2020-P-1181-0001_Petition_for_Stay_of_Action_from_Todd___Weld__LLP.pdf,"March 23, 2020",Todd   Weld  LLP,2020
FDA-2020-P-1205-0001_Petition_for_Stay_of_Action_from_Steptoe___Johnson.pdf,"March 23, 2020",Steptoe   Johnson,2020
FDA-2020-P-1220-0001_Petition_for_Reconsideration_from_C_Laser_Inc.pdf,"April 28, 2018",C Laser Inc,2020
FDA-2020-P-1236-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"March 30, 2020",Foley   Lardner LLP,2020
FDA-2020-P-1237-0001_Citizen_Petition_from_Wiley_Rein__LLP.pdf,"March 30, 2020",Wiley Rein  LLP,2020
FDA-2020-P-1238-0001_Petition_for_Stay_of_Action_from_Cigar_Association.pdf,"May 10, 2016",Cigar Association,2020
FDA-2020-P-1239-0001_Petition_for_Stay_of_Action_from_Wiley_Rein__LLP.pdf,"March 30, 2020",Wiley Rein  LLP,2020
FDA-2020-P-1246-0001_Citizen_Petition_from_Fresenius_KabiUSA__LLC.pdf,April 2020,Fresenius KabiUSA  LLC,2020
FDA-2020-P-1247-0001_Citizen_Petition_from_Belcher_Pharmaceuticals__LLC.pdf,"March 31, 2020",Belcher Pharmaceuticals  LLC,2020
FDA-2020-P-1248-0001_Citizen_Petition_from_Mark_Miles_Redacted.pdf,"March 16, 2020",Mark Miles Redacted,2020
FDA-2020-P-1251-0001_Citizen_Petition_from_Varun_Verada_Redacted.pdf,April 2020,Varun Verada Redacted,2020
FDA-2020-P-1297-0001_Citizen_Petition_from_Joe_DiNardo_Redacted.pdf,4/17/20,Joe DiNardo Redacted,2020
FDA-2020-P-1305-0001_Citizen_Petition_from_Dr__Albert_Edwards___Redacte.pdf,4/24/20,Dr  Albert Edwards   Redacte,2020
FDA-2020-P-1312-0001_Citizen_Petition_from_Foley___Lardner_LLP_on_behal.pdf,"April 28, 2020",Foley   Lardner LLP on behal,2020
FDA-2020-P-1334-0001_Citizen_Petition_from_Therapeutics_MD__Inc.pdf,"May 1, 2020",Therapeutics MD  Inc,2020
FDA-2020-P-1344-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 5, 2020",Lachman Consultant Services,2020
FDA-2020-P-1356-0001_Citizen_petition__from_Qilu_Pharmaceutical_Co___Lt.pdf,"May 7, 2020",Qilu Pharmaceutical Co   Lt,2020
FDA-2020-P-1393-0001_Suitability_Petition_from_Nexus_Pharmaceuticals_In.pdf,"May 13, 2020",Nexus Pharmaceuticals In,2020
FDA-2020-P-1403-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_(1).pdf,"May 19, 2020",Hyman  Phelps   McNamara  P,2020
FDA-2020-P-1403-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"May 19, 2020",Hyman  Phelps   McNamara  P,2020
FDA-2020-P-1405-0001_Citizen_Petition_from__bioMerieux.pdf,"April 1, 2020",bioMerieux,2020
FDA-2020-P-1416-0001_Citizen_Petition_from_Sidley_Austin__LLP__on_behal.pdf,"May 20, 2020",Sidley Austin  LLP  on behal,2020
FDA-2020-P-1423-0001_Citizen_Petition_from_North_American_Olive_Oil_Ass.pdf,5/22/20,North American Olive Oil Ass,2020
FDA-2020-P-1423-0039_SOI_CORRECTION_LETTER_to_Citizen_Petition_from_Nor.pdf,"June 18, 2020",Nor,2020
FDA-2020-P-1427-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc_.pdf,"May 27, 2020",Aurobindo Pharma USA  Inc,2020
FDA-2020-P-1427-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc___.pdf,"May 27, 2020",Aurobindo Pharma USA  Inc,2020
FDA-2020-P-1443-0002_Citizen_Petition_from_Elanco_Animal_Health.pdf,"May 28, 2020",Elanco Animal Health,2020
FDA-2020-P-1478-0001_Citizen_Petition_from_The_Sugar_Association.pdf,"June 3, 2020",The Sugar Association,2020
FDA-2020-P-1506-0001_Citizen_Petition_from_Animal_Legal_Defense_Fund.pdf,6/8/20,Animal Legal Defense Fund,2020
FDA-2020-P-1510-0002_Citizen_s_Petition_from_AMERICANS_FOR_HOMEOPATHY_C.pdf,"June 5, 2020",AMERICANS FOR HOMEOPATHY C,2020
FDA-2020-P-1523-0001_Citizens_Petition_from_WineAmerica_and_Wine_Instit.pdf,"June 8, 2020",WineAmerica and Wine Instit,2020
FDA-2020-P-1540-0001_Citizen_Petition_from_Alliance_For_Natural_Health_.pdf,6/11/20,Alliance For Natural Health,2020
FDA-2020-P-1549-0001_Citizen_Petition_from_Windels_Marx_Lane___Mittendo.pdf,"June 10, 2020",Windels Marx Lane   Mittendo,2020
FDA-2020-P-1575-0001_Citizen_Petition_from_Francis_E__O_Donnell__Redact.pdf,6/17/20,Francis E  O Donnell  Redact,2020
FDA-2020-P-1582-0001_Citizen_Petition_from_The_Council_for_Responsible_.pdf,"June 16, 2020",The Council for Responsible,2020
FDA-2020-P-1601-0027_Petition_for_Stay_of_Action__from_Siri___Glimstad_(1).pdf,"June 22, 2020",Siri   Glimstad (1),2020
FDA-2020-P-1601-0027_Petition_for_Stay_of_Action__from_Siri___Glimstad_.pdf,"June 22, 2020",Siri   Glimstad (1),2020
FDA-2020-P-1611-0001_Citizen_Petition_from_Public_Citizen_s_Health_Rese.pdf,"June 24, 2020",Public Citizen s Health Rese,2020
FDA-2020-P-1617-0001_Citizen_Petition_from_E4_Consulting.pdf,"June 24, 2020",E4 Consulting,2020
FDA-2020-P-1626-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"July 1, 2020",Hyman  Phelps   McNamara  P,2020
FDA-2020-P-1633-0001_Citizen_Petition_from_Foley_Hoag__LLP__on_behalf_o.pdf,"July 2, 2020",Foley Hoag  LLP  on behalf o,2020
FDA-2020-P-1641-0001_Citizen_Petition_from_John_J_Coleman_Redacted.pdf,7/8/20,John J Coleman Redacted,2020
FDA-2020-P-1650-0001_Citizen_Petition_from_Cardinal_Health_Regulatory_S.pdf,"July 9, 2020",Cardinal Health Regulatory S,2020
FDA-2020-P-1653-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc__R.pdf,"July 10, 2020",Aurobindo Pharma USA  Inc  R,2020
FDA-2020-P-1689-0001_Citizen_Petition_from_Lassman_Law___Policy.pdf,"July 20, 2020",Lassman Law   Policy,2020
FDA-2020-P-1701-0001_Citizen_Petition_from_Harman_Finochem_Limited.pdf,"July 25, 2020",Harman Finochem Limited,2020
FDA-2020-P-1718-0001_Citizen_Petition_from_Public_Health_Advocacy_Insti.pdf,"July 28, 2020",Public Health Advocacy Insti,2020
FDA-2020-P-1725-0001_Citizen_Petition_from_Knowledge_Ecology_Internatio.pdf,"August 3, 2020",Knowledge Ecology Internatio,2020
FDA-2020-P-1768-0001_Citizen_Petition_from_SIRI___GLIMSTAD_LLP_on_behal.pdf,"August 17, 2020",SIRI   GLIMSTAD LLP on behal,2020
FDA-2020-P-1768-0010_Amended_Citizen_Petition_SIRI___GLIMSTAD_LLP_on_be.pdf,"October 16, 2020",Amended,2020
FDA-2020-P-1769-0001_Citizen_Petition_from_SIRI___GLIMSTAD_LLP_on_behal.pdf,"August 17, 2020",SIRI   GLIMSTAD LLP on behal,2020
FDA-2020-P-1769-0006_Amended_Citizen_Petition_from_SIRI___GLIMSTAD_LLP_.pdf,"October 16, 2020",SIRI   GLIMSTAD LLP,2020
FDA-2020-P-1770-0001_Citizen_Petition_from_SIRI___GLIMSTAD_LLP_on_behal.pdf,"August 17, 2020",SIRI   GLIMSTAD LLP on behal,2020
FDA-2020-P-1770-0013_Amendment_to_Citizen_Petition_from_SIRI___GLIMSTAD.pdf,"October 16, 2020",SIRI   GLIMSTAD,2020
FDA-2020-P-1792-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,"August 21, 2020",Macleods Pharmaceuticals Lim,2020
FDA-2020-P-1844-0001_Citizen_Petition_from_HYMAN__PHELPS___MCNAMARA__P_.pdf,"September 1, 2020",HYMAN  PHELPS   MCNAMARA  P,2020
FDA-2020-P-1849-0001_Citizen_Petition_from_FOLEY___LARDNER_LLP.pdf,"September 3, 2020",FOLEY   LARDNER LLP,2020
FDA-2020-P-1857-0001_Citizen_Petition_from_SIRI___GLIMSTAD_LLP.pdf,"September 4, 2020",SIRI   GLIMSTAD LLP,2020
FDA-2020-P-1859-0001_Suitability_Petition_from_GLAND_PHARMA_LIMITED.pdf,September 2020,GLAND PHARMA LIMITED,2020
FDA-2020-P-1864-0001_Citizen_Petition_from_Kambiz_Tajkarimi__MD_Redacte.pdf,"September 11, 2020",Kambiz Tajkarimi  MD Redacte,2020
FDA-2020-P-1873-0001_Citizen_Petition_from_Bentley_Biomedical_Consultin.pdf,9/14/20,Bentley Biomedical Consultin,2020
FDA-2020-P-1875-0001_Citizen_Petition_from_Grain_Processing_Corporation.pdf,"November 20, 2020",Grain Processing Corporation,2020
FDA-2020-P-1878-0001_Citizen_Petition_from_Foley___Lardner__LLP.pdf,"September 17, 2020",Foley   Lardner  LLP,2020
FDA-2020-P-1914-0001_Citizen_Petition_from_Aurolife_Pharma__LLC____Reda.pdf,"September 16, 2020",Aurolife Pharma  LLC    Reda,2020
FDA-2020-P-1919-0001_Citizen_Petition_from_Acella_Pharmaceuticals__LLC.pdf,"September 16, 2020",Acella Pharmaceuticals  LLC,2020
FDA-2020-P-2003-0001_Citizen_Petition_from_Environmental_Defense_Fund.pdf,"September 23, 2020",Environmental Defense Fund,2020
FDA-2020-P-2004-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"September 23, 2020",Lachman Consulting Services,2020
FDA-2020-P-2005-0001_Suitability_Petition_from_HYMAN__PHELPS___MCNAMARA.pdf,"September 23, 2020",HYMAN  PHELPS   MCNAMARA,2020
FDA-2020-P-2010-0001_Citizen_Petition_from_Philips_Respironics.pdf,"September 22, 2020",Philips Respironics,2020
FDA-2020-P-2013-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"September 24, 2020",Lachman Consulting Services,2020
FDA-2020-P-2017-0001_Citizen_Petition_from_Alston___Bird_LLP.pdf,"September 28, 2020",Alston   Bird LLP,2020
FDA-2020-P-2028-0001_Citizen_Petition_from_Outsourcing_Facilities_Assoc.pdf,"September 30, 2020",Outsourcing Facilities Assoc,2020
FDA-2020-P-2033-0001_Citizen_Petition_from_University_of_Kentucky_Drug_.pdf,"September 30, 2019",University of Kentucky Drug,2020
FDA-2020-P-2060-0001_Citizen_Petition_from_Penn_Avenue_Law___Policy.pdf,"October 7, 2020",Penn Avenue Law   Policy,2020
FDA-2020-P-2066-0001_Citizens_Petition_from_The_America_s_Frontline_Doc.pdf,"October 12, 2020",The America s Frontline Doc,2020
FDA-2020-P-2067-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"October 12, 2020",Hyman  Phelps   McNamara,2020
FDA-2020-P-2077-0001_Suitability_Petition_from_The_Weinberg_Group_LLC.pdf,"August 21, 2020",The Weinberg Group LLC,2020
FDA-2020-P-2096-0001_Citizen_Petition_from_Siri___Glimstad_LLP_on_behal.pdf,"October 16, 2020",Siri   Glimstad LLP on behal,2020
FDA-2020-P-2096-0010_Petition_for_Reconsideration_from_Siri___Glimstad_.pdf,"March 23, 2021",Siri   Glimstad,2020
FDA-2020-P-2102-0001_Suitability_Petition_from_Aurora_Pharmaceutical__I.pdf,October 2020,Aurora Pharmaceutical  I,2020
FDA-2020-P-2132-0001_Citizen_Petition_from_HYMAN__PHELPS___MCNAMARA__P_.pdf,"October 26, 2020",HYMAN  PHELPS   MCNAMARA  P,2020
FDA-2020-P-2133-0001_Citizen_Petition_from_Fresenius_Kabi_USA_LLC.pdf,"April 11, 2019",Fresenius Kabi USA LLC,2020
FDA-2020-P-2133-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"April 11, 2019",Fresenius Kabi USA LLC,2020
FDA-2020-P-2134-0001_Citizen_Petition_from_Natural_Products_Association.pdf,"October 26, 2020",Natural Products Association,2020
FDA-2020-P-2136-0001_Citizen_Petition_from_SIRI___GLIMSTAD__LLP__on_beh(1).pdf,"October 28, 2020",SIRI   GLIMSTAD  LLP  on beh(1),2020
FDA-2020-P-2136-0001_Citizen_Petition_from_SIRI___GLIMSTAD__LLP__on_beh.pdf,"October 28, 2020",SIRI   GLIMSTAD  LLP  on beh(1),2020
FDA-2020-P-2144-0001_Citizen_Petition_from_Robert_van_Osdel___redacted.pdf,"November 2, 2020",Robert van Osdel   redacted,2020
FDA-2020-P-2146-0001_Citizen_Petition_from_BF_Innovation__Inc_.pdf,11/3/20,BF Innovation  Inc,2020
FDA-2020-P-2166-0001_Suitability_Petition_from_Emprise_Pharma_LLC__on_b.pdf,"Nov 4, 2020",Emprise Pharma LLC  on b,2020
FDA-2020-P-2174-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"November 5, 2020",Lachman Consulting Services,2020
FDA-2020-P-2175-0001_Citizen_Petition_from_Lachman_Consulting_Services_.pdf,"November 5, 2020",Lachman Consulting Services,2020
FDA-2020-P-2180-0005_CITIZEN_PETITION_FOR_STAY_OF_ACTION_REGARDING_EFFI.pdf,"November 11, 2020",,2020
FDA-2020-P-2181-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"November 11, 2020",Hyman  Phelps   McNamara,2020
FDA-2020-P-2193-0001_Citizen_Petition_from_Epstein__Becker_and_Green__P.pdf,"November 13, 2020",Epstein  Becker and Green  P,2020
FDA-2020-P-2212-0001_Citizen_Petition_from_Encore_Dermatology_Inc___red.pdf,"November 13, 2020",Encore Dermatology Inc   red,2020
FDA-2020-P-2213-0001_Citizen_Petition_from_Kenneth_E__Surprenant_Redact.pdf,November 2020,Kenneth E  Surprenant Redact,2020
FDA-2020-P-2225-0001_Citizen_Petition_from_Siri___Glimstad_LLP_on_behal.pdf,"November 23, 2020",Siri   Glimstad LLP on behal,2020
FDA-2020-P-2236-0001_Citizen_Petition_from_Covington___Burling__LLP_on_.pdf,"July 24, 2020",Covington   Burling  LLP on,2020
FDA-2020-P-2244-0001_Citizen_Petition_from_Camargo_Pharmaceutical_Servi.pdf,November 2020,Camargo Pharmaceutical Servi,2020
FDA-2020-P-2245-0001_Citizen_Petition_from_Camargo_Pharmaceutical_Servi.pdf,November 2020,Camargo Pharmaceutical Servi,2020
FDA-2020-P-2276-0001_Citizen_Petition_from_Environmental_Defense_Fund.pdf,"December 9, 2020",Environmental Defense Fund,2020
FDA-2020-P-2289-0001_Citizen_Petition_from_Loeb___Loeb__LLP.pdf,"December 10, 2020",Loeb   Loeb  LLP,2020
FDA-2020-P-2296-0001_Citizen_Petition_from_Parenteral_Technologies_LLC.pdf,"November 21, 2020",Parenteral Technologies LLC,2020
FDA-2020-P-2299-0001_Citizen_Petition_from_Zydus_Pharmaceuticals_USA_In.pdf,"November 30, 2020",Zydus Pharmaceuticals USA In,2020
FDA-2020-P-2301-0001_Citizen_Petition_from_Alpha_Cognition_USA__Inc.pdf,"December 10, 2020",Alpha Cognition USA  Inc,2020
FDA-2020-P-2304-0001_Citizens_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"December 16, 2020",Fresenius Kabi USA  LLC,2020
FDA-2020-P-2313-0002_Petition_for_Stay_of_Action_from_Covington___Burli.pdf,"November 17, 2020",Covington   Burli,2020
FDA-2020-P-2322-0001_Citizen_Petition_from_Covington___Burling_LLP_on_b.pdf,"December 17, 2020",Covington   Burling LLP on b,2020
FDA-2020-P-2360-0001_Citizen_Petition_from_Pet_Schooled_The_Educated_Co.pdf,"December 30, 2020",Pet Schooled The Educated Co,2020
FDA-2021-P-0533-0001_Citizen_Petition_from_RVL_Pharmaceuticals__Inc_.pdf,"June 2, 2021",RVL Pharmaceuticals  Inc,2021
FDA-2021-P-0545-0001_Citizen_Petition_from_Theo_Allen_Redacted.pdf,"June 8, 2021",Theo Allen Redacted,2021
FDA-2021-P-0567-0001_Suitability_Petition_from_M_A_Pharmaceutical_Consu.pdf,"June 17, 2021",M A Pharmaceutical Consu,2021
FDA-2021-P-0653-0001_Citizen_Petition_from_Environmental_Defense_Fund.pdf,"June 9, 2021",Environmental Defense Fund,2021
FDA-2021-P-0677-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"July 2, 2021",Hyman  Phelps   McNamara,2021
FDA-2021-P-0680-0001_Citizen_Petition_from_Joe_DiNardo_and_Craig_A_Down.pdf,7/9/21,Joe DiNardo and Craig A Down,2021
FDA-2021-P-0714-0001_Citizen_Petition_from_Lassman_Law___Policy.pdf,"July 8, 2021",Lassman Law   Policy,2021
FDA-2021-P-0850-0001_Citizen_Petition_from_Donavan_Melton_Redacted.pdf,"July 29, 2021",Donavan Melton Redacted,2021
FDA-2021-P-0894-0001_Citizen_Petition_from_Pet_Schooled.pdf,"August 10, 2021",Pet Schooled,2021
FDA-2022-P-0028-0001_Citizen_Petition_from_Donavan_Melton_redacted.pdf,1/3/22,Donavan Melton redacted,2022
FDA-2022-P-0032-0001_Citizen_Petition_from_Cristina_Maria_Rosa_Redacted.pdf,1/5/22,Cristina Maria Rosa Redacted,2022
FDA-2022-P-0052-0001_Suitability_Petition_from_Pharmobedient_Consulting.pdf,"January 03, 2022",Pharmobedient Consulting,2022
FDA-2022-P-0058-0001_Citizen_Petition_from_Donavan_Melton_Redacted.pdf,1/11/22,Donavan Melton Redacted,2022
FDA-2022-P-0059-0001_Citizen_Petition_from_Pet_Schooled.pdf,1/10/22,Pet Schooled,2022
FDA-2022-P-0060-0001_Citizen_Petition_from_B__Braun_Medical_Inc_.pdf,"January 10, 2022",B  Braun Medical Inc,2022
FDA-2022-P-0063-0001_Citizen_Petition_from_Krysta_Fox_Redacted.pdf,"January 10, 2022",Krysta Fox Redacted,2022
FDA-2022-P-0068-0001_Citizen_Petition_from_HYMAN__PHELPS___MCNAMARA__P_.pdf,"January 11, 2022",HYMAN  PHELPS   MCNAMARA  P,2022
FDA-2022-P-0069-0001_Citizen_Petition_from_Aurobindo_Pharma_USA_Inc.pdf,"January 11, 2022",Aurobindo Pharma USA Inc,2022
FDA-2022-P-0077-0001_Citizen_Petition_from_Aurobindo_Pharma_USA_Inc.pdf,"January 14, 2022",Aurobindo Pharma USA Inc,2022
FDA-2022-P-0086-0002_Citizen_Petition_from_Carol_Taccetta.pdf,"January 19, 2022",Carol Taccetta,2022
FDA-2022-P-0088-0001_Citizen_Petition_from_Tufts_University.pdf,1/24/22,Tufts University,2022
FDA-2022-P-0094-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,1/27/22,Harry Duty Redacted,2022
FDA-2022-P-0095-0001_CITIZEN_PETITION_FROM_HARRY_DUTY_REDACTED.pdf,1/26/22,HARRY DUTY REDACTED,2022
FDA-2022-P-0107-0001_Citizen_Petition_from_Pet_Schooled.pdf,1/28/22,Pet Schooled,2022
FDA-2022-P-0110-0001_Citizen_Petition_from_Center_for_Science_in_the_Pu.pdf,"January 31, 2022",Center for Science in the Pu,2022
FDA-2022-P-0115-0001_Citizen_Petition_from_Baxter_Healthcare_Corporatio.pdf,"January 1, 1982",Baxter Healthcare Corporatio,2022
FDA-2022-P-0118-0001_Suitability_Petition_from_Lachman_Consulting_Servi.pdf,"February 2, 2022",Lachman Consulting Servi,2022
FDA-2022-P-0119-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,2/4/22,Harry Duty Redacted,2022
FDA-2022-P-0120-0001_Citizen_Petition_from_Chelsea_Kent_Redacted.pdf,"February 3, 2022",Chelsea Kent Redacted,2022
FDA-2022-P-0121-0001_Citizen_Petition_from_Pet_Schooled.pdf,2/4/22,Pet Schooled,2022
FDA-2022-P-0122-0001_Citizen_Petition_from_Jianqing_Wu___Redacted.pdf,"January 27, 2022",Jianqing Wu   Redacted,2022
FDA-2022-P-0126-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,2/7/22,Harry Duty Redacted,2022
FDA-2022-P-0144-0001_Citizen_Petition_from_Axinn_Veltrop_and_Harkrider_.pdf,"February 3, 2022",Axinn Veltrop and Harkrider,2022
FDA-2022-P-0144-0031_2023_01_11_Supplement_to_Citizen_Petition.pdf,"January 11, 2023",Citizen Petition,2022
FDA-2022-P-0149-0001_Citizen_Petition_from_Public_Citizen_s_Health_Rese.pdf,"February 9, 2022",Public Citizen s Health Rese,2022
FDA-2022-P-0151-0001_Citizen_Petition_from_Ascend_Laboratories_LLC.pdf,2/10/22,Ascend Laboratories LLC,2022
FDA-2022-P-0152-0001_Citizen_Petition_from_Qilu_Pharmaceutical__Hainan_.pdf,"February 10, 2022",Qilu Pharmaceutical  Hainan,2022
FDA-2022-P-0155-0001_Citizen_Petition_from_Kleinfeld_Kaplan_Becker__on_.pdf,"February 10, 2022",Kleinfeld Kaplan Becker  on,2022
FDA-2022-P-0160-0001_Citizen_Petition_from_Ferring_Pharmaceuticals__Inc.pdf,"February 9, 2022",Ferring Pharmaceuticals  Inc,2022
FDA-2022-P-0160-0014_Petition_for_Reconsideration_from_Hogan_Lovells_US.pdf,"December 4, 2022",Hogan Lovells US,2022
FDA-2022-P-0172-0001_Citizen_Petition_from_Ronald_Brock___Redacted.pdf,"February 13, 2022",Ronald Brock   Redacted,2022
FDA-2022-P-0174-0002_Citizen_Petition_from_Ronald_Brock___Redacted.pdf,2/14/22,Ronald Brock   Redacted,2022
FDA-2022-P-0182-0001_Citizen_Petition_from_Center_for_Food_and_Safety__.pdf,"February 14, 2022",Center for Food and Safty an,2022
FDA-2022-P-0182-0001_Citizen_Petition_from_Center_for_Food_and_Safty_an.pdf,"February 14, 2022",Center for Food and Safty an,2022
FDA-2022-P-0195-0001_Citizen_Petition_from_Connor_Carmichael_Redacted.pdf,"January 10, 2022",Connor Carmichael Redacted,2022
FDA-2022-P-0200-0001_Suitability_Petition__Petition_from_Lachman_Consul.pdf,"February 9, 2021",Lachman Consul,2022
FDA-2022-P-0208-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,2/22/22,Harry Duty Redacted,2022
FDA-2022-P-0209-0001_Citizen_Petition_from_Harry_Duty___Redacted.pdf,2/22/22,Harry Duty   Redacted,2022
FDA-2022-P-0210-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,2/22/22,Harry Duty Redacted,2022
FDA-2022-P-0211-0002_Citizen_Petition_from_Harry_Duty___Redacted.pdf,2/22/22,Harry Duty   Redacted,2022
FDA-2022-P-0213-0001_Citizen_Petition_from_Leslie_Novosel_Redacted.pdf,"February 22, 2022",Leslie Novosel Redacted,2022
FDA-2022-P-0214-0001_Suitability_Petition_from_Upadhye_Tang__LLP.pdf,Feb. 2022,Upadhye Tang  LLP,2022
FDA-2022-P-0215-0001_Citizen_Petition_from_Jonathan_Smith.pdf,2/25/22,Jonathan Smith,2022
FDA-2022-P-0220-0001_Citizen_Petition_from_Pet_Schooled.pdf,"February 23, 2022",Pet Schooled,2022
FDA-2022-P-0232-0001_Citizen_Petition_from_Nancy_Tanner.pdf,"February 25, 2022",Nancy Tanner,2022
FDA-2022-P-0232-0001_Citizen_Petition_from_Nancy_Tanner_Redacted.pdf,"February 25, 2022",Nancy Tanner,2022
FDA-2022-P-0234-0001_Citizen_Petition_from_Pink_Concussions.pdf,"February 26, 2022",Pink Concussions,2022
FDA-2022-P-0237-0001_Citizens_Petition_from_Only_Orphans_Cote_LLC.pdf,"February 22, 2022",Timothy R  Cote,2022
FDA-2022-P-0237-0001_Citizens_Petition_from_Timothy_R__Cote.pdf,"February 22, 2022",Timothy R  Cote,2022
FDA-2022-P-0253-0001_Citizen_Petition_from_Tyler_Burch_Redacted.pdf,"February 28, 2022",Tyler Burch Redacted,2022
FDA-2022-P-0256-0001_Citizen_Petition_from_Center_for_Science_in_the_Pu.pdf,"February 28, 2022",Center for Science in the Pu,2022
FDA-2022-P-0270-0001_Citizen_Petition_from_Sanofi_Pasteur_Inc_.pdf,"Nov. 24, 2015",Sanofi Pasteur Inc,2022
FDA-2022-P-0287-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,March 2022,Fresenius Kabi USA  LLC,2022
FDA-2022-P-0290-0001_Citizen_Petition_from_Fresenius_Kabi_USA_LLC.pdf,March 2022,Fresenius Kabi USA LLC,2022
FDA-2022-P-0293-0001_Citizen_Petition_from_Chinova_Bioworks_Inc.pdf,March 2022,Chinova Bioworks Inc,2022
FDA-2022-P-0299-0001_Citizen_Petition_from_Donavan_Melton_Redacted.pdf,"March 7, 2022",Donavan Melton Redacted,2022
FDA-2022-P-0306-0001_Citizen_Petition_from_Donavan_Melton___Redacted.pdf,"March 8, 2022",Donavan Melton   Redacted,2022
FDA-2022-P-0307-0001_Citizen_Petition_from_Chelsea_Kent_Redacted.pdf,"March 7, 2022",Chelsea Kent Redacted,2022
FDA-2022-P-0309-0001_Citizen_Petition_from_Hary_Duty_Redacted.pdf,"March 8, 2022",Hary Duty Redacted,2022
FDA-2022-P-0311-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"March 8, 2022",Harry Duty Redacted,2022
FDA-2022-P-0324-0001_Citizen_Petition_from_Karl_Schwartz__Redacted.pdf,"March 9, 2022",Karl Schwartz  Redacted,2022
FDA-2022-P-0329-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"March 10, 2022",Hyman  Phelps   McNamara  P,2022
FDA-2022-P-0356-0001_Citizen_Petition_from_Shasta_Evans__Redacted.pdf,"March 16, 2022",Shasta Evans  Redacted,2022
FDA-2022-P-0392-0001_Petition_for_Stay_of_Action_from_American_Frozen_F.pdf,"March 18, 2022",American Frozen F,2022
FDA-2022-P-0394-0001_Citizen_Petition_from_Harry_Duty.pdf,"March 21, 2022",Harry Duty,2022
FDA-2022-P-0394-0001_Citizen_Petition_from_Harry_Duty___Redacted.pdf,"March 21, 2022",Harry Duty,2022
